Korean,English,Etymology,Part of Speech,Example Sentence,Sentence Translation
한양,Hanyang,"漢 (한: Han river, Han Dynasty) + 陽 (양: sun, positive, south side of a river/mountain)",Noun,어느 날 그 남자는 한양으로 과거 시험을 보러 가고 있었어요.,"One day, the man was going to Hanyang to take the civil service examination."
멀리,far,Pure Korean,Adverb,남자는 한양에서 멀리 떨어진 마을에 살았어요.,The man lived in a village far away from Hanyang.
떨어지다,to be distant,Pure Korean,Verb,남자는 한양에서 멀리 떨어진 마을에 살았어요.,The man lived in a village far away from Hanyang.
마을,village,Pure Korean,Noun,남자는 한양에서 멀리 떨어진 마을에 살았어요.,The man lived in a village far away from Hanyang.
며칠,several days,Pure Korean,Noun,그래서 시험을 보기 위해서 며칠을 걸어가야 했어요.,"So, he had to walk for several days to take the exam."
걸어가다,to walk,Pure Korean,Verb,그래서 시험을 보기 위해서 며칠을 걸어가야 했어요.,"So, he had to walk for several days to take the exam."
때,time,Pure Korean,Noun,남자가 열심히 걷고 있을 때 한 까치 부부가 남자의 머리 위로 날아와서 시끄럽게 울기 시작했어요.,"While the man was walking diligently, a pair of magpies flew over his head and started crying loudly."
부부,couple,"夫 (부: husband, man) + 婦 (부: wife, woman)",Noun,남자가 열심히 걷고 있을 때 한 까치 부부가 남자의 머리 위로 날아와서 시끄럽게 울기 시작했어요.,"While the man was walking diligently, a pair of magpies flew over his head and started crying loudly."
날아오다,to fly over,Pure Korean,Verb,남자가 열심히 걷고 있을 때 한 까치 부부가 남자의 머리 위로 날아와서 시끄럽게 울기 시작했어요.,"While the man was walking diligently, a pair of magpies flew over his head and started crying loudly."
시작,start,"始 (시: start, begin) + 作 (작: make, do)",Noun,남자가 열심히 걷고 있을 때 한 까치 부부가 남자의 머리 위로 날아와서 시끄럽게 울기 시작했어요.,"While the man was walking diligently, a pair of magpies flew over his head and started crying loudly."
뱀,snake,Pure Korean,Noun,남자가 까치 부부 쪽을 바라보니 커다란 뱀이 까치 둥지로 슬금슬금 기어가고 있었어요.,"When the man looked towards the magpie couple, a large snake was slowly crawling towards the magpie nest."
둥지,nest,Pure Korean,Noun,남자가 까치 부부 쪽을 바라보니 커다란 뱀이 까치 둥지로 슬금슬금 기어가고 있었어요.,"When the man looked towards the magpie couple, a large snake was slowly crawling towards the magpie nest."
슬금슬금,stealthily,Pure Korean,Adverb,남자가 까치 부부 쪽을 바라보니 커다란 뱀이 까치 둥지로 슬금슬금 기어가고 있었어요.,"When the man looked towards the magpie couple, a large snake was slowly crawling towards the magpie nest."
기어가다,to crawl,Pure Korean,Verb,남자가 까치 부부 쪽을 바라보니 커다란 뱀이 까치 둥지로 슬금슬금 기어가고 있었어요.,"When the man looked towards the magpie couple, a large snake was slowly crawling towards the magpie nest."
새끼,young (animal),Pure Korean,Noun,까치 둥지에는 새끼 까치들이 있었어요.,There were baby magpies in the magpie nest.
겁,fear,"怯 (겁: fear, timid)",Noun,새끼 까치들은 겁에 질려 울고 있었어요.,"The baby magpies were crying, paralyzed with fear."
질리다,to be paralyzed (with fear),Pure Korean,Verb,새끼 까치들은 겁에 질려 울고 있었어요.,"The baby magpies were crying, paralyzed with fear."
서두르다,to hurry,Pure Korean,Verb,남자는 서둘러 뱀을 향해 활을 쏘았어요.,The man quickly shot an arrow at the snake.
정확,accuracy,"正 (정: correct, right) + 確 (확: certain, firm)",Noun,활에 정확하게 맞은 뱀은 땅에 떨어져 죽었어요.,"The snake, hit accurately by the arrow, fell to the ground and died."
한참,a while,Pure Korean,Noun,까치 부부는 남자의 머리 위에서 한참을 돌며 고맙다고 인사했어요.,"The magpie couple circled above the man's head for a while, thanking him."
돌다,to circle,Pure Korean,Verb,까치 부부는 남자의 머리 위에서 한참을 돌며 고맙다고 인사했어요.,"The magpie couple circled above the man's head for a while, thanking him."
주위,surroundings,"周 (주: surroundings, circumference) + 圍 (위: surround, enclose)",Noun,한참을 걷자 주위가 어두워졌어요.,"After walking for a while, the surroundings became dark."
둘러보다,to look around,Pure Korean,Verb,잘 곳이 있는지 주위를 둘러보니 저 멀리서 불빛이 보였어요.,"As he looked around for a place to sleep, he saw a light in the distance."
불빛,light (from a lamp),Pure Korean,Noun,잘 곳이 있는지 주위를 둘러보니 저 멀리서 불빛이 보였어요.,"As he looked around for a place to sleep, he saw a light in the distance."
다가가다,to approach,Pure Korean,Verb,남자가 불빛을 향해 다가가니 오래된 집이 하나 나타났어요.,"As the man approached the light, an old house appeared."
계,presence,Pure Korean,Noun,“여기 아무도 안 계세요?”,“Isn't anyone here?”
두드리다,to knock,Pure Korean,Verb,남자는 문을 두드리며 물었어요.,The man knocked on the door and asked.
댁,home,"宅 (댁: house, residence)",Noun,죄송하지만 오늘 밤 댁에서 하루만 자고 갈 수 있을까요?,"“I'm sorry, but could I stay at your home for just one night tonight?”"
차리다,to prepare,Pure Korean,Verb,여자는 남자에게 방도 빌려주고 저녁밥도 차려 주었어요.,The woman lent the man a room and also prepared dinner for him.
편하다,to be comfortable,Pure Korean,Adjective,편하게 쉬다가 가세요.”,“Please rest comfortably before you go.”
피곤,fatigue,"疲 (피: tired, weary) + 困 (곤: weary, distressed)",Noun,먼 길을 걷느라 피곤했던 남자는 저녁밥을 먹자마자 잠이 들었어요.,"The man, tired from walking a long distance, fell asleep as soon as he finished dinner."
저녁밥,dinner,Pure Korean,Noun,먼 길을 걷느라 피곤했던 남자는 저녁밥을 먹자마자 잠이 들었어요.,"The man, tired from walking a long distance, fell asleep as soon as he finished dinner."
갑자기,suddenly,Pure Korean,Adverb,조금 후 잠을 자고 있던 남자는 갑자기 숨이 막혀서 눈을 떴어요.,"A little later, the man who was sleeping suddenly felt suffocated and opened his eyes."
숨,breath,Pure Korean,Noun,조금 후 잠을 자고 있던 남자는 갑자기 숨이 막혀서 눈을 떴어요.,"A little later, the man who was sleeping suddenly felt suffocated and opened his eyes."
막히다,to be blocked,Pure Korean,Verb,조금 후 잠을 자고 있던 남자는 갑자기 숨이 막혀서 눈을 떴어요.,"A little later, the man who was sleeping suddenly felt suffocated and opened his eyes."
뜨다,to open,Pure Korean,Verb,조금 후 잠을 자고 있던 남자는 갑자기 숨이 막혀서 눈을 떴어요.,"A little later, the man who was sleeping suddenly felt suffocated and opened his eyes."
감다,to coil around,Pure Korean,Verb,커다란 뱀 한 마리가 남자의 몸을 감고 있었어요.,A large snake was coiled around the man's body.
부인,wife,"夫 (부: married woman, lady) + 人 (인: person)",Noun,"알고 보니 그 뱀은 남자가 죽인 뱀의 부인이었고, 자신의 남편을 죽인 남자에게 복수하려고 사람으로 변신했던 거였어요.","It turned out that the snake was the wife of the snake the man had killed, and she had transformed into a human to get revenge on the man who killed her husband."
복수,revenge,"復 (복: return, revenge) + 讐 (수: enemy, revenge)",Noun,"알고 보니 그 뱀은 남자가 죽인 뱀의 부인이었고, 자신의 남편을 죽인 남자에게 복수하려고 사람으로 변신했던 거였어요.","It turned out that the snake was the wife of the snake the man had killed, and she had transformed into a human to get revenge on the man who killed her husband."
변신,transformation,"變 (변: change, transform) + 身 (신: body, self)",Noun,"알고 보니 그 뱀은 남자가 죽인 뱀의 부인이었고, 자신의 남편을 죽인 남자에게 복수하려고 사람으로 변신했던 거였어요.","It turned out that the snake was the wife of the snake the man had killed, and she had transformed into a human to get revenge on the man who killed her husband."
살리다,to save,Pure Korean,Verb,남자는 살려달라고 간절히 말했어요.,The man desperately begged to be saved.
간절히,desperately,"懇 (간: earnest, sincere) + 切 (절: urgent, eager)",Adverb,남자는 살려달라고 간절히 말했어요.,The man desperately begged to be saved.
미안,apology,"未 (미: not yet, not) + 安 (안: peace, comfort)",Noun,“정말 미안해요.,“I'm truly sorry.
잡아먹다,to devour,Pure Korean,Verb,하지만 당신 남편은 새끼 까치들을 잡아먹으려고 했어요.,But your husband was trying to devour the baby magpies.
가만히,motionlessly,Pure Korean,Adverb,그걸 가만히 보고 있을 수 없었어요.,I couldn't just stand by and watch that.
용서,forgiveness,"容 (용: tolerate, permit) + 恕 (서: forgive, pardon)",Noun,용서해 주세요.”,Please forgive me.”
잠시,for a moment,"暫 (잠: temporary, brief) + 時 (시: time)",Adverb,그러자 뱀이 잠시 생각하더니 말했어요.,"Then, the snake thought for a moment and said,"
절,Buddhist temple,寺 (절: temple),Noun,“저 산 위에 절이 하나 있다.,“There's a temple on that mountain.
울리다,to ring,Pure Korean,Verb,아침이 되기 전에 그 종이 세 번 울리면 살려주겠다.”,"If that bell rings three times before morning, I will spare you.”"
새벽,dawn,Pure Korean,Noun,이 새벽에 누가 그 절에 가서 종을 친다는 거예요?,“Who would go to that temple and ring the bell at this hour of dawn?”
종,bell,鐘 (종: bell),Noun,이 새벽에 누가 그 절에 가서 종을 친다는 거예요?,“Who would go to that temple and ring the bell at this hour of dawn?”
제발,please,Pure Korean,Adverb,제발 살려주세요.”,"“Please, save me.”"
흘리다,to shed,Pure Korean,Verb,남자는 자신이 죽을 거라고 생각하고 눈물을 흘렸어요.,The man thought he would die and shed tears.
종소리,bell sound,鐘 (종: bell) + 소리 (Pure Korean: sound),Noun,그런데 그때 종소리가 들려왔어요.,"But then, a bell sound was heard."
들려오다,"to be heard, to come hearing",Pure Korean,Verb,그런데 그때 종소리가 들려왔어요.,"But then, a bell sound was heard."
뎅,ding (sound of a bell),Pure Korean,Adverb,뎅—,Ding—
깜짝,"startled, with a start",Pure Korean,Adverb,깜짝 놀란 남자와 뱀이 산을 바라보았어요.,The startled man and snake looked at the mountain.
놀라다,"to be surprised, to be startled",Pure Korean,Verb,깜짝 놀란 남자와 뱀이 산을 바라보았어요.,The startled man and snake looked at the mountain.
또,"again, once more",Pure Korean,Adverb,또 종소리가 울렸어요.,The bell rang again.
또다시,"again, once more",Pure Korean,Adverb,그리고 얼마 후 또다시 종소리가 뎅— 하고 울렸어요.,"And a little while later, the bell rang 'ding' again."
어쩌다,to do what (in the context of 'have no choice but to'),Pure Korean,Verb,세 번째 종소리가 뎅— 하고 울리자 뱀은 어쩔 수 없이 남자를 풀어주었어요.,"When the third bell rang 'ding', the snake had no choice but to release the man."
풀다,"to release, to untie",Pure Korean,Verb,세 번째 종소리가 뎅— 하고 울리자 뱀은 어쩔 수 없이 남자를 풀어주었어요.,"When the third bell rang 'ding', the snake had no choice but to release the man."
그냥,"just, simply",Pure Korean,Adverb,“약속은 약속이니까 이번에는 그냥 가지만 다음에 꼭 다시 복수할 거야.”,"“A promise is a promise, so this time I'll just let you go, but next time I will definitely take revenge.”"
산꼭대기,"mountaintop, peak","山 (산: mountain) + Pure Korean (꼭대기: top, summit)",Noun,남자는 새벽에 종소리가 어떻게 났는지 궁금해서 산꼭대기의 절을 찾아갔어요.,"Curious about how the bell rang in the early morning, the man went to the temple on the mountaintop."
찾아가다,"to go find, to visit",Pure Korean,Verb,남자는 새벽에 종소리가 어떻게 났는지 궁금해서 산꼭대기의 절을 찾아갔어요.,"Curious about how the bell rang in the early morning, the man went to the temple on the mountaintop."
발견,discovery,"發 (발: reveal, discover) + 見 (견: see)",Noun,그곳에서 남자는 죽은 까치 부부를 발견했어요.,"There, the man discovered a dead magpie couple."
부딪치다,"to hit, to strike, to collide",Pure Korean,Verb,까치 부부가 자신들의 새끼를 구해준 남자에게 은혜를 갚기 위해 몸을 부딪쳐 종을 울렸던 거예요.,"The magpie couple had struck the bell with their bodies to ring it, to repay the man who had saved their chicks."
떠나다,"to leave, to depart",Pure Korean,Verb,그리고 남자는 다시 한양으로 떠나기 전 까치 부부를 잘 묻어 주었어요.,"And before leaving for Hanyang again, the man properly buried the magpie couple."
잠이 들다,to fall asleep,잠 (sleep) + 들다 (to enter),Verb Phrase,남자는 저녁밥을 먹자마자 잠이 들었어요.,"The man fell asleep as soon as he ate dinner."
알고 보니,as it turned out,알다 (to know) + 보다 (to see),Adverbial Phrase,알고 보니 그 뱀은 남자가 죽인 뱀의 부인이었어요.,"As it turned out, that snake was the wife of the snake the man had killed."
은혜를 갚다,to repay a favor,은혜 (favor/grace) + 갚다 (to repay),Verb Phrase,까치 부부가 은혜를 갚기 위해 종을 울렸어요.,"The magpie couple rang the bell in order to repay the favor."
어쩔 수 없이,unavoidably / having no choice,어찌할 수 (way to do) + 없이 (without),Adverbial Phrase,뱀은 어쩔 수 없이 남자를 풀어주었어요.,"The snake had no choice but to release the man."
종을 울리다,to ring a bell,종 (bell) + 울리다 (to make resound),Verb Phrase,몸을 부딪쳐 종을 울렸던 거예요.,"It was that they rang the bell by crashing their bodies against it."
가만히 있다,to stay still / to do nothing,가만히 (stillly) + 있다 (to be/stay),Verb Phrase,그걸 가만히 보고 있을 수 없었어요.,"I couldn't just stand by and watch that happen."
복수하다,to take revenge,복수 (revenge) + 하다 (to do),Verb,다음에 꼭 다시 복수할 거야.,"I will definitely take revenge next time."
찾아가다,to go visit / to seek out,찾다 (to find) + 가다 (to go),Verb,남자는 산꼭대기의 절을 찾아갔어요.,"The man went to visit the temple at the mountain peak."
