Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
툭,Adverb,도깨비는 할아버지의 대답은 듣지도 않고 도깨비방망이로 할아버지의 혹을 툭 쳤어요.,gently (with a light tap),"The goblin, without even listening to the old man's answer, gently hit the old man's bump with a magic club.",Pure Korean
치다,Verb,도깨비는 할아버지의 대답은 듣지도 않고 도깨비방망이로 할아버지의 혹을 툭 쳤어요.,to hit,"The goblin, without even listening to the old man's answer, gently hit the old man's bump with a magic club.",Pure Korean
떼다,Verb,그랬더니 할아버지의 혹이 떼어졌어요.,to remove,Then the old man's bump was removed.,Pure Korean
바닥,Noun,그리고 도깨비는 다시 방망이로 바닥을 툭 쳤어요.,floor,And the goblin hit the floor again with the club.,Pure Korean
잔뜩,Adverb,그렇게 착한 혹부리 할아버지는 좋아하지 않았던 혹도 떼고 보물도 잔뜩 얻어서 집으로 돌아올 수 있었어요.,"a lot, plenty","That good-natured old man with a bump was able to remove the bump he didn't like and gain a lot of treasure, returning home.",Pure Korean
돌아오다,Verb,그렇게 착한 혹부리 할아버지는 좋아하지 않았던 혹도 떼고 보물도 잔뜩 얻어서 집으로 돌아올 수 있었어요.,"to return, to come back","That good-natured old man with a bump was able to remove the bump he didn't like and gain a lot of treasure, returning home.",Pure Korean
며칠,Noun,"며칠 뒤, 착한 할아버지가 혹도 떼고 보물도 얻었다는 이야기를 이웃 마을 혹부리 할아버지가 들었어요.",a few days,"A few days later, the old man with a bump from the neighboring village heard the story that the kind old man had his bump removed and gained treasure.",Pure Korean
이웃,Noun,"며칠 뒤, 착한 할아버지가 혹도 떼고 보물도 얻었다는 이야기를 이웃 마을 혹부리 할아버지가 들었어요.",neighboring,"A few days later, the old man with a bump from the neighboring village heard the story that the kind old man had his bump removed and gained treasure.",Pure Korean
마을,Noun,"며칠 뒤, 착한 할아버지가 혹도 떼고 보물도 얻었다는 이야기를 이웃 마을 혹부리 할아버지가 들었어요.",village,"A few days later, the old man with a bump from the neighboring village heard the story that the kind old man had his bump removed and gained treasure.",Pure Korean
나쁘다,Adjective,이웃 마을의 혹부리 할아버지는 마음씨가 나쁘고 욕심이 많았어요.,to be bad,The old man with a bump from the neighboring village had a bad heart and was very greedy.,Pure Korean
욕심,Noun,이웃 마을의 혹부리 할아버지는 마음씨가 나쁘고 욕심이 많았어요.,greed,The old man with a bump from the neighboring village had a bad heart and was very greedy.,"欲 (욕: desire, want) + 心 (심: heart, mind)"
부자,Noun,"욕심쟁이 혹부리 할아버지는 이미 부자였지만, 더 부자가 되고 싶어서 착한 할아버지를 찾아갔어요.",rich person,"The greedy old man with a bump was already rich, but wanting to become even richer, he went to find the kind old man.","富 (부: rich, wealthy) + 者 (자: person)"
찾아가다,Verb,"욕심쟁이 혹부리 할아버지는 이미 부자였지만, 더 부자가 되고 싶어서 착한 할아버지를 찾아갔어요.","to go find, to visit","The greedy old man with a bump was already rich, but wanting to become even richer, he went to find the kind old man.",Pure Korean
당장,Noun,"다음 날, 욕심쟁이 혹부리 할아버지는 당장 도깨비가 나온 집을 찾아갔어요.",immediately,"The next day, the greedy old man with a bump immediately went to find the house where the goblins appeared.","當 (당: at, just then) + 場 (장: place, scene)"
깜깜,Adverb,"깜깜한 밤이 되자 욕심쟁이 혹부리 할아버지는 노래를 불렀어요.
""다라 다라 밝은 다라""
""다라 다라 밝은 다라""",pitch-dark,"When it became a pitch-dark night, the greedy old man with a bump sang a song.
""Dara Dara bright Dara""
""Dara Dara bright Dara""",Pure Korean
잠시,Adverb,"잠시 후, 밖에서 도깨비들이 오는 소리가 들렸어요.",a moment,"A moment later, the sound of goblins coming from outside was heard.",暫 (잠: temporary) + 時 (시: time)
들리다,Verb,"잠시 후, 밖에서 도깨비들이 오는 소리가 들렸어요.",to be heard,"A moment later, the sound of goblins coming from outside was heard.",Pure Korean
신나다,Verb,욕심쟁이 혹부리 할아버지는 부자가 될 생각에 신났어요.,to be excited,The greedy old man with a bump was excited at the thought of becoming rich.,Pure Korean
들어오다,Verb,욕심쟁이 혹부리 할아버지는 도깨비들이 방에 들어오자마자 신이 나서 말했어요.,to come in,"As soon as the goblins came into the room, the greedy old man with a bump spoke excitedly.",Pure Korean
신,Noun,욕심쟁이 혹부리 할아버지는 도깨비들이 방에 들어오자마자 신이 나서 말했어요.,"excitement, high spirits","As soon as the goblins came into the room, the greedy old man with a bump spoke excitedly.",Pure Korean
나다,Verb,욕심쟁이 혹부리 할아버지는 도깨비들이 방에 들어오자마자 신이 나서 말했어요.,to arise; to come out,"As soon as the goblins entered the room, the greedy old man with a bump spoke excitedly.",Pure Korean
노랫소리,Noun,"""제 노랫소리가 아주 아름답죠?",singing voice; sound of a song,"My singing voice is very beautiful, isn't it?",Pure Korean
가져가다,Verb,"이 혹을 가져가세요!""",to take (away),"Take this bump!""",Pure Korean
화,Noun,그런데 방으로 들어온 도깨비들은 욕심쟁이 혹부리 할아버지에게 크게 화를 냈어요.,anger,"However, the goblins who entered the room got very angry at the greedy old man with a bump.",怒 (노/화: anger)
거짓말,Noun,이 거짓말쟁이!,lie,You liar!,Pure Korean
지난번,Noun,지난번에 준 혹도 가짜였잖아!,last time; previous time,The bump you gave us last time was fake too!,"回 (회/번: time, turn)"
가짜,Noun,지난번에 준 혹도 가짜였잖아!,fake; imitation,The bump you gave us last time was fake too!,"假 (가: false, fake)"
또,Adverb,"우리가 또 속을 줄 알아?""",again; also,"Do you think we'll be fooled again?""",Pure Korean
속다,Verb,"우리가 또 속을 줄 알아?""",to be deceived; to be fooled,"Do you think we'll be fooled again?""",Pure Korean
알다,Verb,"우리가 또 속을 줄 알아?""",to know,"Do you think we'll be fooled again?""",Pure Korean
당황,Noun,"당황한 욕심쟁이 혹부리 할아버지가 말했지만, 도깨비들은 할아버지의 말을 듣지 않았어요.",bewilderment; fluster,"The flustered greedy old man with a bump spoke, but the goblins didn't listen to him.","當 (당: to face, to be appropriate) + 惶 (황: fearful, bewildered)"
붙이다,Verb,도깨비들은 화가 나서 욕심쟁이 혹부리 할아버지의 턱에 혹을 하나 더 붙여주었어요.,to attach; to stick,The angry goblins attached another bump to the greedy old man with a bump's chin.,Pure Korean
울다,Verb,욕심쟁이 혹부리 할아버지는 울면서 마을로 돌아왔어요.,to cry; to weep,The greedy old man with a bump cried as he returned to the village.,Pure Korean
부리다,Verb,욕심쟁이 혹부리 할아버지는 부자가 되려고 욕심을 부리다가 혹만 하나 더 가지게 된 거예요.,to show; to act out (a certain quality),"The greedy old man with a bump, while trying to become rich by indulging his greed, ended up with one more bump.",Pure Korean
마음씨가 착하다,Phrase,할아버지는 마음씨가 착하고 노래를 잘 불렀어요.,"to be kind-hearted",The old man was kind-hearted and sang very well.,"마음씨 (heart/mindset) + 가 (subject marker) + 착하다 (to be kind/good), Pure Korean"
하룻밤 자고 가다,Phrase,할아버지는 그 집에서 하룻밤 자고 가야겠다고 생각하고 집 안으로 들어갔어요.,"to stay overnight, to spend the night",The old man thought he should sleep there for the night and went inside.,"하룻밤 (one night) + 자다 (to sleep) + -고 (and) + 가다 (to go), Pure Korean"
얼씨구 절씨구,Exclamation,"얼씨구 절씨구, 좋구나 좋아!","Bravo, yippee (traditional exclamation of joy)","Bravo, bravo, wonderful!","Traditional Korean rhythmic filler words used in pansori and folk songs to express excitement, Pure Korean"
정신을 차리다,Phrase,대답을 잘못하면 죽을지도 몰라. 정신 차리자.,"to pull oneself together, to come to one's senses","If I answer wrong, I might die. Pull yourself together.","정신 (精神: mind/spirit) + 을 (object marker) + 차리다 (to prepare/recover)"
화를 내다,Phrase,방으로 들어온 도깨비들은 욕심쟁이 혹부리 할아버지에게 크게 화를 냈어요.,"to get angry, to lose one's temper",The goblins who entered the room got very angry at the greedy old man.,"화 (火: fire/anger) + 를 (object marker) + 내다 (to express/bring out)"
욕심을 부리다,Phrase,욕심쟁이 혹부리 할아버지는 부자가 되려고 욕심을 부리다가 혹만 하나 더 가지게 된 거예요.,"to be greedy, to act greedily","By being greedy and trying to become richer, he ended up getting nothing but one more lump.","욕심 (慾心: greed/selfish desire) + 을 (object marker) + 부리다 (to manage/exhibit)"
