Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
나누다,Verb,"""제가 지금 동전을 나눠줄 테니, 내일부터 물을 풀 때마다 저에게 동전을 돌려주고 가세요.""",to distribute,"""I will distribute coins now, so from tomorrow, every time you scoop water, return the coins to me and leave.""",Pure Korean
터,Noun,"""제가 지금 동전을 나눠줄 테니, 내일부터 물을 풀 때마다 저에게 동전을 돌려주고 가세요.""",basis (as in reason/intention),"""I will distribute coins now, so from tomorrow, every time you scoop water, return the coins to me and leave.""",Pure Korean
때,Noun,"""제가 지금 동전을 나눠줄 테니, 내일부터 물을 풀 때마다 저에게 동전을 돌려주고 가세요.""",time,"""I will distribute coins now, so from tomorrow, every time you scoop water, return the coins to me and leave.""",Pure Korean
돌리다,Verb,"""제가 지금 동전을 나눠줄 테니, 내일부터 물을 풀 때마다 저에게 동전을 돌려주고 가세요.""",to return,"""I will distribute coins now, so from tomorrow, every time you scoop water, return the coins to me and leave.""",Pure Korean
표정,Noun,김선달의 말에 사람들은 어리둥절한 표정을 지었어요.,expression,"At Kim Seon-dal's words, people wore confused expressions.","表 (표: surface, show) + 情 (정: feeling, emotion)"
나중,Noun,"""나중에 다 알게 될 거예요.",later,You will find out everything later.,Pure Korean
혹시,Adverb,"혹시 누가 돈을 왜 내는 거냐고 물으면 대동강 주인이 저라고 말하세요.""","perhaps, by any chance","If someone perhaps asks why you're paying money, tell them I am the owner of the Daedong River.""",Pure Korean
돈,Noun,"혹시 누가 돈을 왜 내는 거냐고 물으면 대동강 주인이 저라고 말하세요.""",money,"If someone perhaps asks why you're paying money, tell them I am the owner of the Daedong River.""",Pure Korean
내다,Verb,"혹시 누가 돈을 왜 내는 거냐고 물으면 대동강 주인이 저라고 말하세요.""",to pay,"If someone perhaps asks why you're paying money, tell them I am the owner of the Daedong River.""",Pure Korean
주인,Noun,"혹시 누가 돈을 왜 내는 거냐고 물으면 대동강 주인이 저라고 말하세요.""",owner,"If someone perhaps asks why you're paying money, tell them I am the owner of the Daedong River.""","主 (주: master, owner) + 人 (인: person)"
놓다,Verb,"다음 날, 김선달은 대동강 앞에 책상과 의자를 놓고 앉았어요.","to place, to put","The next day, Kim Seon-dal placed a desk and a chair in front of the Daedong River and sat down.",Pure Korean
약속,Noun,사람들은 김선달과 약속한 대로 물을 풀 때마다 김선달에게 동전을 한 개씩 냈어요.,"promise, agreement","As they had promised Kim Seon-dal, people paid Kim Seon-dal one coin each time they drew water.",約 (약: to promise) + 束 (속: to bind)
대로,Noun,사람들은 김선달과 약속한 대로 물을 풀 때마다 김선달에게 동전을 한 개씩 냈어요.,"as, according to","As they had promised Kim Seon-dal, people paid Kim Seon-dal one coin each time they drew water.",Pure Korean
마침,Adverb,"그때 마침, 한양에서 온 상인들이 대동강 앞을 지나갔어요.","just in time, coincidentally","Just then, merchants from Hanyang passed by in front of the Daedong River.",Pure Korean
고개,Noun,상인들은 고개를 갸우뚱하며 대동강 앞을 지나갔어요.,head,"The merchants passed by in front of the Daedong River, tilting their heads.",Pure Korean
갸우뚱,Adverb,상인들은 고개를 갸우뚱하며 대동강 앞을 지나갔어요.,tilting one's head (in puzzlement),"The merchants passed by in front of the Daedong River, tilting their heads.",Pure Korean
분,Noun,"""저분이 이 강의 주인이니까요.""",person (honorific),"Because that person is the owner of this river.""",Pure Korean
대답,Noun,사람은 김선달과 약속한 대로 대답했어요.,"answer, reply",The person answered as they had promised Kim Seon-dal.,"對 (대: face, confront) + 答 (답: answer, reply)"
무척,Adverb,상인들은 무척 놀랐어요.,"very much, extremely",The merchants were very surprised.,Pure Korean
놀라다,Verb,상인들은 무척 놀랐어요.,"to be surprised, to be startled",The merchants were very surprised.,Pure Korean
힘들다,Adjective,"""우리는 한양에서 여기까지 와서 힘들게 돈을 버는데, 대동강 주인은 편하게 돈을 버는군.""","to be difficult, to be hard","We come all the way from Hanyang and earn money with difficulty, but the owner of the Daedong River earns money with ease.""",Pure Korean
벌다,Verb,"""우리는 한양에서 여기까지 와서 힘들게 돈을 버는데, 대동강 주인은 편하게 돈을 버는군.""",to earn (money),"We come all the way from Hanyang and earn money with difficulty, but the owner of the Daedong River earns money with ease.""",Pure Korean
편하다,Adjective,"""우리는 한양에서 여기까지 와서 힘들게 돈을 버는데, 대동강 주인은 편하게 돈을 버는군.""","to be comfortable, to be easy","We come all the way from Hanyang and earn money with difficulty, but the owner of the Daedong River earns money with ease.""","便 (편: convenient, easy) + 하다 (do, make)"
내내,Adverb,"""대동강은 일 년 내내 마르지도 않는다고 하던데.","throughout, all the time",I heard the Daedong River never dries up all year round.,Pure Korean
마르다,Verb,"""대동강은 일 년 내내 마르지도 않는다고 하던데.",to dry up,I heard the Daedong River never dries up all year round.,Pure Korean
아마,Adverb,"""아마 무척 비쌀 겁니다.""","probably, perhaps","It will probably be very expensive.""",Pure Korean
가지다,Verb,"""우리가 가지고 있는 돈을 합치면 될 겁니다.","to have, to possess","If we combine the money we have, it will be enough.",Pure Korean
합치다,Verb,"""우리가 가지고 있는 돈을 합치면 될 겁니다.","to combine, to unite","If we combine the money we have, it will be enough.","合 (합: combine, unite) + -치다 (verb-forming suffix)"
훨씬,Adverb,"대동강만 살 수 있다면 지금보다 훨씬 많은 돈을 벌 수 있을 거요.""","much (more), far (more)","If we can just buy the Daedong River, we'll be able to earn much more money than now.""",Pure Korean
당장,Noun,"내일 당장 대동강 주인을 만나봅시다.""","immediately, right away","Let's meet the owner of the Daedong River right away tomorrow.""","當 (당: to face, suitable) + 場 (장: place, scene)"
다가가다,Verb,"다음 날, 상인들은 대동강 앞에 앉아 있는 김선달에게 다가갔어요.","to approach, to go near","The next day, the merchants approached Kim Seon-dal, who was sitting in front of the Daedong River.",Pure Korean
안녕,Noun,"""안녕하십니까, 혹시 이 강의 주인이십니까?""","well-being, peace (used in greetings)","Hello, are you perhaps the owner of this river?""","安 (안: peace, comfortable) + 寧 (녕: peaceful, quiet)"
버럭,Adverb,상인들의 말에 김선달은 버럭 화를 냈어요.,"abruptly, with a sudden burst (of anger)","At the merchants' words, Kim Seon-dal suddenly got angry.",Pure Korean
함부로,Adverb,"""이 강은 함부로 팔 수 있는 강이 아니오!","carelessly, recklessly, arbitrarily","This river is not one that can be sold carelessly!""",Pure Korean
돌아가다,Verb,"돌아가신 부모님께 물려받은 강이란 말이오!""","to pass away, to die (honorific)","This is a river inherited from my deceased parents!""",Pure Korean
부모,Noun,"돌아가신 부모님께 물려받은 강이란 말이오!""",parents,This is a river I inherited from my deceased parents!,父母 -> 父 (부: father) + 母 (모: mother)
얼른,Adverb,김선달이 화를 내자 상인들이 얼른 말했어요.,quickly,"As Kim Seon-dal got angry, the merchants quickly spoke.",Pure Korean
잠시,Adverb,"""잠시만요.",a moment,Just a moment.,"暫時 -> 暫 (잠: temporary, brief) + 時 (시: time)"
원하다,Verb,"원하는 대로 돈을 드릴 수 있습니다.""",to want,I can give you as much money as you want.,"願 (원: wish, desire) + 하다 (Pure Korean suffix)"
쓰다,Verb,한양 상인들은 대동강만 살 수 있다면 가지고 있는 돈을 다 써도 상관없다고 생각했어요.,to spend,"The Hanyang merchants thought it didn't matter if they spent all the money they had, as long as they could buy the Daedong River.",Pure Korean
상관없다,Adjective,한양 상인들은 대동강만 살 수 있다면 가지고 있는 돈을 다 써도 상관없다고 생각했어요.,to not matter,"The Hanyang merchants thought it didn't matter if they spent all the money they had, as long as they could buy the Daedong River.","相關 (상관: relation, concern) + 없다 (Pure Korean: to not exist) -> 相 (상: mutual, together) + 關 (관: relation, barrier)"
흠,Noun,"""흠.",Hmm,Hmm.,Pure Korean
고민,Noun,김선달은 고민하는 척하며 말했어요.,deliberation,"Kim Seon-dal spoke, pretending to be deep in thought.","苦悶 -> 苦 (고: pain, difficulty) + 悶 (민: vexation, worry)"
척,Noun,김선달은 고민하는 척하며 말했어요.,pretense,"Kim Seon-dal spoke, pretending to be deep in thought.",Pure Korean
적어도,Adverb,"""적어도 동전 십만 개는 받아야 돌아가신 부모님께 죄송하지 않을 것 같소.""",at least,"I feel like I wouldn't feel sorry to my deceased parents unless I receive at least 100,000 coins.",Pure Korean
망설이다,Verb,상인들이 잠시 망설이자 김선달이 다시 말했어요.,to hesitate,"As the merchants hesitated for a moment, Kim Seon-dal spoke again.",Pure Korean
편,Noun,"""이 정도면 싼 편이오.","side (or aspect, tendency)",This much is on the cheap side.,Pure Korean
급하다,Adjective,김선달이 다른 사람에게 대동강을 팔까 봐 마음이 급해진 상인들은 바로 동전 십만 개를 주고 대동강을 샀어요.,to be urgent,"The merchants, whose hearts grew urgent fearing Kim Seon-dal might sell the Daedong River to someone else, immediately gave 100,000 coins and bought the Daedong River.","急 (급: urgent, sudden) + 하다 (Pure Korean suffix)"
때마침,Adverb,때마침 사람들이 물을 푸려고 대동강에 나타났어요.,just in time,"Just then, people appeared at the Daedong River to draw water.",Pure Korean
그냥,Adverb,하지만 사람들은 돈을 내지 않고 상인들 앞을 그냥 지나갔어요.,just,But people just passed in front of the merchants without paying money.,Pure Korean
어이,Noun,상인의 말에 사람들은 어이가 없다는 표정으로 말했어요.,absurdity (or dumbfoundedness),"At the merchant's words, people spoke with a dumbfounded expression.",Pure Korean
어딨다,Adjective,"""강의 주인이 어딨습니까?",to be where,Where is the owner of the river?,Pure Korean
아까,Adverb,"우리는 아까 김선달에게 받았던 돈을 다시 돌려준 것뿐입니다.""",a little while ago,We merely returned the money we received from Kim Seon-dal a little while ago.,Pure Korean
돌려주다,Verb,"우리는 아까 김선달에게 받았던 돈을 다시 돌려준 것뿐입니다.""",to return,We merely returned the money we received from Kim Seon-dal a little while ago.,Pure Korean
그제야,Adverb,상인들은 그제야 김선달에게 속았다는 것을 알게 되었어요.,only then,Only then did the merchants realize that they had been tricked by Kim Seon-dal.,Pure Korean
속다,Verb,상인들은 그제야 김선달에게 속았다는 것을 알게 되었어요.,to be tricked,Only then did the merchants realize that they had been tricked by Kim Seon-dal.,Pure Korean
도망치다,Verb,하지만 이미 김선달은 도망치고 없었어요.,to run away,But Kim Seon-dal had already run away and was gone.,"逃亡 (도망: escape, flight) + 치다 (Pure Korean suffix) -> 逃 (도: escape, flee) + 亡 (망: perish, flee)"
큰돈,Noun,그 후 김선달은 주인 없는 대동강을 팔아 큰돈을 번 사기꾼으로 아주 유명해졌다고 해요.,a fortune,"After that, Kim Seon-dal became very famous as a swindler who earned a fortune by selling the ownerless Daedong River.",Pure Korean
사기,Noun,그 후 김선달은 주인 없는 대동강을 팔아 큰돈을 번 사기꾼으로 아주 유명해졌다고 해요.,fraud,"After that, Kim Seon-dal became very famous as a swindler who earned a fortune by selling the ownerless Daedong River.","詐欺 -> 詐 (사: deceive, cheat) + 欺 (기: deceive, cheat)"
"골탕 먹이다","to give someone a hard time / to play a trick","골탕 (beef bone soup / figurative suffering) + 먹이다 (to feed)","Idiom","물건을 비싸게 파는 한양 상인들을 골탕 먹이고 싶었어요.","He wanted to teach these merchants, who were selling things so expensively, a lesson."
"어이가 없다","to be dumbfounded / to be beyond belief","어이 (handle of a millstone) + 가 (subject marker) + 없다 (to not exist)","Idiom","상인의 말에 사람들은 어이가 없다는 표정으로 말했어요.","At the merchant's words, the people spoke with a dumbfounded expression."
"-(이)어서","because / so (causal suffix)","이다 (to be) + 어서 (because)","Suffix","그 선달의 성이 김씨여서 사람들은 그를 '김선달'이라고 불렀어요.","Because his surname was Kim, people called him 'Kim Seon-dal'."
"-나","as much as / as many as (emphasis)","나 (emphasizing particle)","Particle","상인들은 한양에서보다 두 배나 비싼 가격에 물건을 팔았어요.","The merchants were selling goods for twice the price they cost in Hanyang."
"-잖아요","as you know / don't you know?","지 않다 (negative form) + 아요 (polite ending)","Suffix","한양에서는 동전 세 개면 살 수 있는 거잖아요!","You can buy this for three coins in Hanyang, as you know!"
"-냐고","asking if/why (indirect question)","냐 (question ending) + 고 (quotation marker)","Suffix","혹시 누가 돈을 왜 내는 거냐고 물으면 대동강 주인이 저라고 말하세요.","If anyone asks why you are paying, just tell them that I am the owner of the Daedong River."
"대로","as / in accordance with","대로 (post-positional particle)","Particle","사람들은 김선달과 약속한 대로 동전을 냈어요.","As agreed with Kim Seon-dal, the people handed him a coin."
"-씩","each / at a time","씩 (distributive particle)","Particle","사람들은 물을 풀 때마다 동전을 한 개씩 냈어요.","Every time they scooped water, the people handed him one coin each."
"-아/어 가다","to do an action and take it away / continue","Action verb + 아/어 (connective) + 가다 (to go)","Grammar Construct","상인들은 사람들이 물을 사 가는 모습을 보았어요.","The merchants saw the people buying and taking the water away."
"-던데","I recall that... / I heard that... (background)","더 (retrospective marker) + ㄴ데 (background particle)","Suffix","대동강은 일 년 내내 마르지도 않는다고 하던데.","They say the Daedong River never dries up all year round (and I'm reflecting on that)."
"-(으)ㄹ 겁니다","will probably be / will do","-(으)ㄹ (future modifier) + 것 (thing/fact) + 이다 (to be)","Grammar Construct","우리가 가지고 있는 돈을 합치면 될 겁니다.","It will work if we combine the money we have."
"-(이)란 말이다","I'm saying it is... / it means...","-(이)라는 (that is called) + 말 (word/saying) + 이다 (to be)","Grammar Construct","돌아가신 부모님께 물려받은 강이란 말이오!","I’m saying this is a river I inherited from my late parents!"
"-는 척하다","to pretend to","Action verb + 는 (modifier) + 척 (pretending) + 하다 (to do)","Grammar Construct","김선달은 고민하는 척하며 말했어요.","Kim Seon-dal spoke while pretending to be deeply troubled."
"-(으)ㄴ/는 편이다","to be on the (adjective) side / relatively","Modifier + 편 (side) + 이다 (to be)","Grammar Construct","이 정도면 싼 편이오. 싫으면 마시오.","At this level, it's on the cheap side. If you don't like it, forget it."
"-(으)ㄹ까 봐","for fear that / worried that","-(으)ㄹ까 (wondering if) + 보다 (to see/consider)","Grammar Construct","다른 사람에게 대동강을 팔까 봐 마음이 급해졌어요.","Their hearts became hurried for fear that he might sell the Daedong River to someone else."
"것뿐이다","is nothing but / is only","것 (act/thing) + 뿐 (only) + 이다 (to be)","Grammar Construct","우리는 받은 돈을 다시 돌려준 것뿐입니다.","We are only returning the money we received."
"-고","and (listing actions or states)","고 (connective particle)","Suffix","이미 김선달은 도망치고 없었어요.","Kim Seon-dal had already fled and was gone."
"-아/어 (수단)","by doing / method connector","아/어 (connective particle for cause/method)","Suffix","김선달은 대동강을 팔아 큰돈을 벌었어요.","Kim Seon-dal made a lot of money by selling the Daedong River."
"상관없다","it doesn't matter / to not care","상관 (relation/concern) + 없다 (to not exist)","Adjective","가지고 있는 돈을 다 써도 상관없다고 생각했어요.","They thought it wouldn't matter even if they spent all the money they had."
