Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
아무리,Adverb,그런데 아무리 물을 부어도 항아리에 물이 차지 않았어요.,no matter how,"But no matter how much water she poured, the jar didn't fill.",Pure Korean
차다,Verb,그런데 아무리 물을 부어도 항아리에 물이 차지 않았어요.,to be filled,"But no matter how much water she poured, the jar didn't fill.",Pure Korean
살펴보다,Verb,항아리를 살펴보던 콩쥐는 항아리 바닥에 큰 구멍이 있는 걸 발견했어요.,to examine,"As Kongjwi examined the jar, she discovered a large hole in its bottom.",Pure Korean
바닥,Noun,항아리를 살펴보던 콩쥐는 항아리 바닥에 큰 구멍이 있는 걸 발견했어요.,bottom,"As Kongjwi examined the jar, she discovered a large hole in its bottom.",Pure Korean
구멍,Noun,항아리를 살펴보던 콩쥐는 항아리 바닥에 큰 구멍이 있는 걸 발견했어요.,hole,"As Kongjwi examined the jar, she discovered a large hole in its bottom.",Pure Korean
발견,Noun,항아리를 살펴보던 콩쥐는 항아리 바닥에 큰 구멍이 있는 걸 발견했어요.,discovery,"As Kongjwi examined the jar, she discovered a large hole in its bottom.","發 (발: open, reveal) + 見 (견: see, perceive)"
못되다,Adjective,못된 새어머니가 구멍이 있는 항아리에 물을 채우게 한 거였어요.,wicked,The wicked stepmother made her fill the jar with a hole in it.,Pure Korean
속상하다,Adjective,속상해하고 있는 콩쥐 앞에 두꺼비가 나타났어요.,to be upset,"In front of Kongjwi, who was feeling upset, a toad appeared.",Pure Korean
두꺼비,Noun,속상해하고 있는 콩쥐 앞에 두꺼비가 나타났어요.,toad,"In front of Kongjwi, who was feeling upset, a toad appeared.",Pure Korean
아가씨,Noun,"""콩쥐 아가씨, 걱정하지 말아요.",Miss,"""Miss Kongjwi, don't worry.",Pure Korean
막다,Verb,제가 항아리 안에 들어가서 구멍을 막고 있을게요.,to block,I will go inside the jar and block the hole.,Pure Korean
얼른,Adverb,"물을 얼른 채우세요.""",quickly,"Fill the water quickly.""",Pure Korean
덕분,Noun,두꺼비 덕분에 콩쥐는 항아리에 물을 가득 채울 수 있었어요.,thanks to,"Thanks to the toad, Kongjwi was able to fill the jar with water.","德 (덕: virtue, grace) + 分 (분: part, share)"
며칠,Noun,"며칠 뒤, 마을에서 큰 잔치가 열렸어요.",a few days,"A few days later, a big feast was held in the village.",Pure Korean
뒤,Noun,"며칠 뒤, 마을에서 큰 잔치가 열렸어요.",later,"A few days later, a big feast was held in the village.",Pure Korean
잔치,Noun,"며칠 뒤, 마을에서 큰 잔치가 열렸어요.",feast,"A few days later, a big feast was held in the village.",Pure Korean
열리다,Verb,"며칠 뒤, 마을에서 큰 잔치가 열렸어요.",to be held,"A few days later, a big feast was held in the village.",Pure Korean
준비,Noun,새어머니와 팥쥐는 잔치에 갈 준비를 하고 있었어요.,preparation,The stepmother and Patjwi were preparing to go to the feast.,"準 (준: standard, prepare) + 備 (비: prepare, equip)"
어울리다,Verb,"잘 어울려요?""",to suit,"Does it suit me well?""",Pure Korean
최고,Noun,"역시 우리 딸이 최고야.""",best,"Indeed, my daughter is the best.""","最 (최: most, superlative) + 高 (고: high, supreme)"
잠깐,Adverb,새어머니는 잠깐 생각하고는 말했어요.,for a moment,The stepmother thought for a moment and then said.,Pure Korean
사실,Adverb,하지만 새어머니는 사실 콩쥐를 잔치에 데려갈 생각이 없었어요.,actually,"However, the stepmother actually had no intention of taking Kongjwi to the feast.","事 (사: matter, affair) + 實 (실: truth, reality)"
데려가다,Verb,하지만 새어머니는 사실 콩쥐를 잔치에 데려갈 생각이 없었어요.,to take (someone),"However, the stepmother actually had no intention of taking Kongjwi to the feast.",Pure Korean
대신,Noun,"""대신, 여기 있는 벼 껍질을 다 벗기고, 저기 있는 베도 다 짠 뒤에 잔치에 와라.""",instead,"""Instead, come to the feast after you've peeled all the rice husks here and woven all the fabric there.""","代 (대: substitute, instead) + 身 (신: body, oneself)"
벼,Noun,"""대신, 여기 있는 벼 껍질을 다 벗기고, 저기 있는 베도 다 짠 뒤에 잔치에 와라.""",rice plant / paddy rice,"""Instead, come to the feast after you've peeled all the rice husks here and woven all the fabric there.""",Pure Korean
껍질,Noun,"""대신, 여기 있는 벼 껍질을 다 벗기고, 저기 있는 베도 다 짠 뒤에 잔치에 와라.""",husk,"""Instead, come to the feast after you've peeled all the rice husks here and woven all the fabric there.""",Pure Korean
벗기다,Verb,"""대신, 여기 있는 벼 껍질을 다 벗기고, 저기 있는 베도 다 짠 뒤에 잔치에 와라.""",to peel off,"""Instead, come to the feast after you've peeled all the rice husks here and woven all the fabric there.""",Pure Korean
베,Noun,"""대신, 여기 있는 벼 껍질을 다 벗기고, 저기 있는 베도 다 짠 뒤에 잔치에 와라.""",hemp cloth / fabric,"""Instead, come to the feast after you've peeled all the rice husks here and woven all the fabric there.""",Pure Korean
짜다,Verb,"""대신, 여기 있는 벼 껍질을 다 벗기고, 저기 있는 베도 다 짠 뒤에 잔치에 와라.""",to weave,"""Instead, come to the feast after you've peeled all the rice husks here and woven all the fabric there.""",Pure Korean
그냥,Adverb,"""아니면 그냥 집에서 일하고 있을래?",just,"""Or do you just want to stay home and work?",Pure Korean
남기다,Verb,새어머니와 팥쥐는 콩쥐만 남겨놓고 먼저 잔치에 갔어요.,to leave behind,"The stepmother and Patjwi went to the feast first, leaving only Kongjwi behind.",Pure Korean
하,Noun,"""하, 이 많은 걸 언제 다 하지?""",Ah (sigh),"""Ah, when will I finish all this?""",Pure Korean
언제,Adverb,"""하, 이 많은 걸 언제 다 하지?""",when,"""Ah, when will I finish all this?""",Pure Korean
참새,Noun,그때 참새들이 나타나서 말했어요.,sparrow,"Then, sparrows appeared and said.",Pure Korean
짹짹,Noun,"""짹짹, 콩쥐 아가씨, 걱정하지 말아요.",Chirp chirp,"""Chirp chirp, Miss Kongjwi, don't worry.",Pure Korean
선녀,Noun,그때 하늘에서 선녀가 내려와 콩쥐에게 말했어요.,fairy / celestial maiden,"Then, a fairy came down from heaven and spoke to Kongjwi.","仙 (선: immortal, fairy) + 女 (녀: woman, female)"
내려오다,Verb,그때 하늘에서 선녀가 내려와 콩쥐에게 말했어요.,"to come down, to descend","At that time, a celestial maiden came down from the sky and spoke to Kongjwi.",Pure Korean
터,Noun,"""콩쥐야, 내가 베를 짤 테니까 너는 어서 잔치에 갈 준비를 하렴.","grounds, basis (as in expectation or intention)","""Kongjwi, I will weave the cloth, so you should quickly prepare for the feast.""",Pure Korean
어서,Adverb,"""콩쥐야, 내가 베를 짤 테니까 너는 어서 잔치에 갈 준비를 하렴.","quickly, at once","""Kongjwi, I will weave the cloth, so you should quickly prepare for the feast.""",Pure Korean
감사,Noun,"""선녀님, 정말 감사해요.""","gratitude, thanks","""Celestial maiden, thank you very much.""","感謝 (감사) -> 感 (감: feel, sense) + 謝 (사: thank, apologize)"
달려가다,Verb,선녀 덕분에 준비를 끝낸 콩쥐가 잔치에 달려가고 있었어요.,"to run to, to rush to","Thanks to the celestial maiden, Kongjwi, who had finished her preparations, was running to the feast.",Pure Korean
원님,Noun,"""원님 지나가신다.","district magistrate, local governor","""The district magistrate is passing by.""","員 (원: official, member) + Pure Korean suffix '님' (honorific)"
지나가다,Verb,"""원님 지나가신다.","to pass by, to go past","""The district magistrate is passing by.""",Pure Korean
비키다,Verb,"모두 비켜라!""","to step aside, to move out of the way","""Everyone, move out of the way!""",Pure Korean
놀라다,Verb,큰 소리에 놀란 콩쥐가 넘어지면서 신고 있던 신발이 강물에 빠졌어요.,"to be surprised, to be startled","Startled by the loud noise, Kongjwi fell, and the shoe she was wearing fell into the river.",Pure Korean
넘어지다,Verb,큰 소리에 놀란 콩쥐가 넘어지면서 신고 있던 신발이 강물에 빠졌어요.,"to fall down, to trip and fall","Startled by the loud noise, Kongjwi fell, and the shoe she was wearing fell into the river.",Pure Korean
신다,Verb,큰 소리에 놀란 콩쥐가 넘어지면서 신고 있던 신발이 강물에 빠졌어요.,"to wear (shoes, socks)","Startled by the loud noise, Kongjwi fell, and the shoe she was wearing fell into the river.",Pure Korean
강물,Noun,큰 소리에 놀란 콩쥐가 넘어지면서 신고 있던 신발이 강물에 빠졌어요.,river water,"Startled by the loud noise, Kongjwi fell, and the shoe she was wearing fell into the river.",江 (강: river) + Pure Korean '물' (water)
빠지다,Verb,큰 소리에 놀란 콩쥐가 넘어지면서 신고 있던 신발이 강물에 빠졌어요.,"to fall into, to drop into","Startled by the loud noise, Kongjwi fell, and the shoe she was wearing fell into the river.",Pure Korean
첫눈,Noun,그 소리를 듣고 콩쥐를 본 원님은 콩쥐에게 첫눈에 반했어요.,first sight,"Hearing that noise and seeing Kongjwi, the district magistrate fell in love with Kongjwi at first sight.",Pure Korean
반하다,Verb,그 소리를 듣고 콩쥐를 본 원님은 콩쥐에게 첫눈에 반했어요.,"to fall for, to be charmed by","Hearing that noise and seeing Kongjwi, the district magistrate fell in love with Kongjwi at first sight.",Pure Korean
당황,Noun,하지만 당황한 콩쥐는 이미 사라진 후였어요.,"embarrassment, perplexity","However, the flustered Kongjwi had already disappeared.","當 (당: face, encounter) + 慌 (황: flustered, confused)"
사라지다,Verb,하지만 당황한 콩쥐는 이미 사라진 후였어요.,"to disappear, to vanish","However, the flustered Kongjwi had already disappeared.",Pure Korean
뜨다,Verb,원님은 강물에 떠 있는 콩쥐의 신발을 가리키며 신하들에게 말했어요.,to float,The district magistrate pointed at Kongjwi's shoe floating on the river and spoke to his retainers.,Pure Korean
가리키다,Verb,원님은 강물에 떠 있는 콩쥐의 신발을 가리키며 신하들에게 말했어요.,"to point at, to indicate",The district magistrate pointed at Kongjwi's shoe floating on the river and spoke to his retainers.,Pure Korean
신하,Noun,원님은 강물에 떠 있는 콩쥐의 신발을 가리키며 신하들에게 말했어요.,"retainer, subject, vassal",The district magistrate pointed at Kongjwi's shoe floating on the river and spoke to his retainers.,"臣 (신: subject, minister) + 下 (하: below, under)"
주인,Noun,"""저 신발의 주인을 꼭 찾아와라.""","owner, master","""Be sure to find the owner of that shoe.""","主 (주: master, owner) + 人 (인: person)"
돌아다니다,Verb,다음 날부터 원님의 신하들은 신발의 주인을 찾기 위해 온 마을을 돌아다녔어요.,"to wander around, to go around","From the next day, the district magistrate's retainers went around the entire village to find the owner of the shoe.",Pure Korean
아까,Adverb,"""아까 부엌으로 간 아가씨도 불러주시겠어요?""","a little while ago, just now","""Could you please call the young lady who went to the kitchen a moment ago?""",Pure Korean
나오다,Verb,부엌에서 나온 콩쥐는 천천히 신발에 발을 넣었어요.,to come out,"Kongjwi, who came out of the kitchen, slowly put her foot into the shoe.",Pure Korean
천천히,Adverb,부엌에서 나온 콩쥐는 천천히 신발에 발을 넣었어요.,slowly,"Kongjwi, who came out of the kitchen, slowly put her foot into the shoe.",Pure Korean
넣다,Verb,부엌에서 나온 콩쥐는 천천히 신발에 발을 넣었어요.,"to put in, to insert","Kongjwi, who came out of the kitchen, slowly put her foot into the shoe.",Pure Korean
드디어,Adverb,"""드디어 이 신발의 주인을 찾았군요.","finally, at last","""Finally, we have found the owner of this shoe.""",Pure Korean
잃어버리다,Verb,"""전에 내가 지나가는 소리에 놀라서 신발을 잃어버렸죠?",to lose (completely),"""You lost your shoe because you were startled by the sound of me passing by earlier, didn't you?""",Pure Korean
미안,Noun,미안해요.,"apology, regret",I am sorry.,"未 (미: not yet) + 安 (안: peace, comfort)"
들다,Verb,콩쥐도 신발을 찾아준 원님이 마음에 들었어요.,"to be to one's liking, to be pleased with",Kongjwi also liked the district magistrate who had found her shoe.,Pure Korean
축하,Noun,"그렇게 콩쥐와 원님은 사랑에 빠졌고, 이후 두 사람은 많은 사람들의 축하 속에서 결혼해서 행복하게 살았다고 해요.",celebration,"So, Kongjwi and the magistrate fell in love, and thereafter, it is said that the two of them got married amidst the celebrations of many people and lived happily.","祝 (축: congratulate, bless) + 賀 (하: congratulate, celebrate)"
사이좋게 지내다,Phrase,앞으로 사이좋게 지내자.,"to get along well",Let's get along well from now on.,"사이 (relationship) + 좋게 (good/well) + 지내다 (to spend time/live), Pure Korean"
병으로 돌아가시다,Phrase,그런데 얼마 후 콩쥐 아버지가 병으로 돌아가셨어요.,"to pass away from an illness",A short while later Kongji's father passed away from an illness.,"病 (병: illness) + -으로 (due to/from) + 돌아가시다 (honorific of to pass away)"
가득 채우다,Phrase,이 항아리에 물을 가득 채워라.,"to fill to the brim, to fill completely",Fill this jar with water to the top.,"가득 (full) + 채우다 (to fill), Pure Korean"
잘 어울리다,Phrase,"어머니, 이 치마 어때요? 잘 어울려요?","to suit well, to look good on","Mother, how is this skirt? Does it look good?","잘 (well) + 어울리다 (to match/suit), Pure Korean"
첫눈에 반하다,Phrase,그 소리를 듣고 콩쥐를 본 원님은 콩쥐에게 첫눈에 반했어요.,"to fall in love at first sight",Hearing the noise and seeing Kongji the magistrate fell in love with her at first sight.,"첫 (first) + 눈 (eye/sight) + -에 (at) + 반하다 (to be charmed), Pure Korean"
마음에 들다,Phrase,콩쥐도 신발을 찾아준 원님이 마음에 들었어요.,"to like, to catch one's fancy",Kongji also liked the magistrate who had found her shoe for her.,"마음 (heart/mind) + -에 (in) + 들다 (to enter), Pure Korean"
사랑에 빠지다,Phrase,"그렇게 콩쥐와 원님은 사랑에 빠졌고, 이후 두 사람은 많은 사람들의 축하 속에서 결혼해서 행복하게 살았다고 해요.","to fall in love","And so Kongji and the magistrate fell in love, and it is said that the two lived happily ever after, getting married amidst the congratulations of many people.","사랑 (love) + -에 (into) + 빠지다 (to fall), Pure Korean"
