Korean,English,Etymology,Part of Speech,Example Sentence,Sentence Translation
도시,city,"都 (도: capital) + 市 (시: market, city)",Noun,글씨로 크게 성공하려면 큰 도시에 가야 하는 거야.,"To achieve great success in calligraphy, you have to go to a big city."
그렇지만,but,Pure Korean,Adverb,"그렇지만...""","""But..."""
무척,very,Pure Korean,Adverb,"어머니도 아들과 떨어지는 것이 무척 슬펐지만, 한양에 보내는 것이 아들을 위한 일이라고 생각했어요.","His mother was also very sad to be separated from her son, but she thought sending him to Hanyang was for his sake."
떠나다,to leave,Pure Korean,Verb,그렇게 석봉은 한양으로 떠났어요.,"And so, Seokbong left for Hanyang."
열심히,diligently,Pure Korean,Adverb,한석봉의 어머니는 열심히 떡을 팔아서 한양에 있는 석봉이 공부에만 집중할 수 있도록 돈을 보내줬어요.,Han Seok-bong's mother diligently sold rice cakes and sent money so that Seokbong in Hanyang could focus only on his studies.
팔다,to sell,Pure Korean,Verb,한석봉의 어머니는 열심히 떡을 팔아서 한양에 있는 석봉이 공부에만 집중할 수 있도록 돈을 보내줬어요.,Han Seok-bong's mother diligently sold rice cakes and sent money so that Seokbong in Hanyang could focus only on his studies.
집중,concentration,"集 (집: gather, collect) + 中 (중: middle, center)",Noun,한석봉의 어머니는 열심히 떡을 팔아서 한양에 있는 석봉이 공부에만 집중할 수 있도록 돈을 보내줬어요.,Han Seok-bong's mother diligently sold rice cakes and sent money so that Seokbong in Hanyang could focus only on his studies.
고생,hardship,"苦 (고: bitter, pain, suffering) + 生 (생: life, birth, live)",Noun,석봉은 고생하시는 어머니를 위해 열심히 글씨 연습을 했어요.,"Seokbong practiced calligraphy diligently for his mother, who was enduring hardships."
칭찬,praise,"稱 (칭: name, call, praise) + 讚 (찬: praise, commend)",Noun,그리고 3년쯤 지나자 많은 사람들이 한석봉의 글씨를 칭찬하기 시작했어요.,"And about three years passed, and many people began to praise Han Seok-bong's calligraphy."
시작,"start, beginning","始 (시: begin, start) + 作 (작: make, do, work)",Noun,그리고 3년쯤 지나자 많은 사람들이 한석봉의 글씨를 칭찬하기 시작했어요.,"And about three years passed, and many people began to praise Han Seok-bong's calligraphy."
멋지다,"to be wonderful, to be splendid",Pure Korean,Adjective,정말 멋지다,It's truly splendid.
덕분,"thanks to, credit to","德 (덕: virtue, grace) + 分 (분: share, part)",Noun,"""글씨 덕분에 글의 내용이 더 좋아 보이는 것 같지 않아요?""","""Don't you think the content of the writing looks even better thanks to the calligraphy?"""
글,"writing, text",Pure Korean,Noun,"""글씨 덕분에 글의 내용이 더 좋아 보이는 것 같지 않아요?""","""Don't you think the content of the writing looks even better thanks to the calligraphy?"""
내용,"content, substance","內 (내: inside, inner) + 容 (용: contain, appearance)",Noun,"""글씨 덕분에 글의 내용이 더 좋아 보이는 것 같지 않아요?""","""Don't you think the content of the writing looks even better thanks to the calligraphy?"""
도대체,"on earth, in the world (for emphasis in questions)","都 (도: all, whole) + 大 (대: big, great) + 體 (체: body, substance, form)",Adverb,"이걸 도대체 누가 쓴 거래요?""","""Who on earth wrote this?"""
청년,"young man, youth","靑 (청: blue, young) + 年 (년: year, age)",Noun,"""한석봉이라는 청년이래요.","""They say it's a young man named Han Seok-bong."""
대단하다,"to be great, to be amazing",Pure Korean,Adjective,"정말 대단하네요.""","""He's truly amazing."""
유명,"fame, renown","有 (유: have, exist) + 名 (명: name, reputation)",Noun,"한석봉의 이름은 점점 유명해졌고, 석봉은 글씨를 써주고 돈도 벌게 됐어요.","Han Seok-bong's name gradually became famous, and Seok-bong earned money by writing calligraphy."
벌다,"to earn (money), to make (money)",Pure Korean,Verb,"한석봉의 이름은 점점 유명해졌고, 석봉은 글씨를 써주고 돈도 벌게 됐어요.","Han Seok-bong's name gradually became famous, and Seok-bong earned money by writing calligraphy."
계시다,to be (honorific),Pure Korean,Verb,석봉은 이제 어머니가 계시는 집으로 돌아가도 되겠다고 생각했어요.,Seok-bong thought that now he could return to his mother's house.
다음날,next day,Pure Korean,Noun,"다음날 아침, 석봉은 고향으로 떠났어요.","The next morning, Seok-bong left for his hometown."
고향,"hometown, native place","故 (고: old, former) + 鄕 (향: hometown)",Noun,"다음날 아침, 석봉은 고향으로 떠났어요.","The next morning, Seok-bong left for his hometown."
도착,arrival,"到 (도: arrive, reach) + 着 (착: wear, attach, arrive)",Noun,고향에 도착하니 밤이 되었어요.,"When he arrived in his hometown, it became night."
지,"time (since), duration",Pure Korean,Noun,"떠난 지 3년밖에 안 됐는데 왜 벌써 왔어?""","""It's only been three years since you left, why did you come back already?"""
벌써,already,Pure Korean,Adverb,"떠난 지 3년밖에 안 됐는데 왜 벌써 왔어?""","""It's only been three years since you left, why did you come back already?"""
그동안,"in the meantime, during that time",Pure Korean,Noun,"어머니도 그동안 아들이 정말 보고 싶었지만, 꾹 참고 단호하게 말했어요.","During that time, his mother also really missed her son, but she held back and spoke firmly."
꾹,"resolutely, firmly",Pure Korean,Adverb,"어머니도 그동안 아들이 정말 보고 싶었지만, 꾹 참고 단호하게 말했어요.","His mother had really missed her son during that time, but she resolutely endured it and spoke firmly."
참다,"to endure, to hold back",Pure Korean,Verb,"어머니도 그동안 아들이 정말 보고 싶었지만, 꾹 참고 단호하게 말했어요.","His mother had really missed her son during that time, but she resolutely endured it and spoke firmly."
반기다,"to welcome, to greet",Pure Korean,Verb,한석봉은 어머니가 반기지 않아서 당황했어요.,Han Seok-bong was flustered because his mother didn't welcome him.
당황,"fluster, bewilderment","當 (당: face, encounter) + 慌 (황: flustered, confused)",Noun,한석봉은 어머니가 반기지 않아서 당황했어요.,Han Seok-bong was flustered because his mother didn't welcome him.
실력,"skill, ability","實 (실: real, actual) + 力 (력: power, strength, ability)",Noun,제 글씨 실력에 모든 사람들이 놀란다니까요.,"""Everyone is amazed by my calligraphy skills, you know."""
놀라다,"to be surprised, to be amazed",Pure Korean,Verb,제 글씨 실력에 모든 사람들이 놀란다니까요.,"""Everyone is amazed by my calligraphy skills, you know."""
어서,"quickly, come on",Pure Korean,Adverb,"좋다, 어서 들어오렴.""","""Good, come on in."""
앉히다,"to seat, to make sit",Pure Korean,Verb,어머니는 석봉을 앉히고 종이와 붓 그리고 떡과 칼을 준비했어요.,"His mother seated Seok-bong and prepared paper, a brush, rice cakes, and a knife."
칼,knife,Pure Korean,Noun,어머니는 석봉을 앉히고 종이와 붓 그리고 떡과 칼을 준비했어요.,"His mother seated Seok-bong and prepared paper, a brush, rice cakes, and a knife."
준비,preparation,"準 (준: standard, prepare) + 備 (비: prepare, equip)",Noun,어머니는 석봉을 앉히고 종이와 붓 그리고 떡과 칼을 준비했어요.,"His mother seated Seok-bong and prepared paper, a brush, rice cakes, and a knife."
불,"light, fire",Pure Korean,Noun,그리고 방에 불을 껐어요.,And then she turned off the light in the room.
끄다,"to turn off, to extinguish",Pure Korean,Verb,그리고 방에 불을 껐어요.,And then she turned off the light in the room.
이러다,"to do this, to be like this",Pure Korean,Verb,"""어머니, 왜 이러세요?","""Mother, why are you doing this?"""
갑자기,"suddenly, all of a sudden",Pure Korean,Adverb,"갑자기 왜 불을 끄시는 거예요?""","""Why are you suddenly turning off the light?"""
정말로,"truly, really",眞 (진: true) + 實 (실: real) + 로 (ro: adverbial suffix),Adverb,"""네가 정말로 글씨를 잘 쓴다면, 이렇게 어두운 곳에서도 완벽하게 쓸 수 있겠지.""","""If you really write calligraphy well, you should be able to write perfectly even in a dark place like this."""
완벽,"perfection, flawlessness","完 (완: complete, perfect) + 璧 (벽: jade disk, flawless)",Noun,"""네가 정말로 글씨를 잘 쓴다면, 이렇게 어두운 곳에서도 완벽하게 쓸 수 있겠지.""","""If you really write calligraphy well, you should be able to write perfectly even in a dark place like this."""
썰다,"to slice, to chop",Pure Korean,Verb,"""나는 내일 시장에 팔 떡을 썰 테니, 너는 글씨를 써라.""""","""I will slice rice cakes to sell at the market tomorrow, so you write calligraphy."""
터,"grounds, basis (as in 'intention/expectation')",Pure Korean,Noun,"""나는 내일 시장에 팔 떡을 썰 테니, 너는 글씨를 써라.""""","""I will slice rice cakes to sell at the market tomorrow, so you write calligraphy."""
자신,"confidence, oneself","自 (자: self, oneself) + 信 (신: trust, believe)",Noun,한석봉은 자신이 없었지만 열심히 글씨를 썼어요.,Han Seok-bong lacked confidence but diligently wrote calligraphy.
켜다,"to turn on, to light",Pure Korean,Verb,"10분 뒤, 어머니가 다시 불을 켰어요.","10 minutes later, his mother turned the light back on."
삐뚤빼뚤,crookedly,Pure Korean,Adverb,"불을 켜고 보니, 한석봉의 글씨는 삐뚤빼뚤 엉망이었어요.","When I turned on the light, Han Seok-bong's calligraphy was crooked and a mess."
엉망,mess,Pure Korean,Noun,"불을 켜고 보니, 한석봉의 글씨는 삐뚤빼뚤 엉망이었어요.","When I turned on the light, Han Seok-bong's calligraphy was crooked and a mess."
두께,thickness,Pure Korean,Noun,하지만 어머니가 썬 떡은 두께도 똑같고 모양도 아주 예뻤어요.,But the tteok (rice cakes) Mother sliced were all the same thickness and very pretty in shape.
똑같다,to be identical,Pure Korean,Adjective,하지만 어머니가 썬 떡은 두께도 똑같고 모양도 아주 예뻤어요.,But the tteok (rice cakes) Mother sliced were all the same thickness and very pretty in shape.
모양,shape,"模 (모: model, pattern) + 樣 (양: shape, form)",Noun,하지만 어머니가 썬 떡은 두께도 똑같고 모양도 아주 예뻤어요.,But the tteok (rice cakes) Mother sliced were all the same thickness and very pretty in shape.
명,master,"名 (명: name, fame, famous)",Noun,"""이런 글씨를 가지고 명필이라고 했니?","""You called this kind of handwriting 'master calligraphy'?"
필,writing,"筆 (필: brush, pen, writing)",Noun,"""이런 글씨를 가지고 명필이라고 했니?","""You called this kind of handwriting 'master calligraphy'?"
눈물,tears,Pure Korean,Noun,석봉은 눈물을 흘리면서 한양으로 돌아갔어요.,Seok-bong shed tears and returned to Hanyang.
흘리다,to shed,Pure Korean,Verb,석봉은 눈물을 흘리면서 한양으로 돌아갔어요.,Seok-bong shed tears and returned to Hanyang.
자만,arrogance,"自 (자: self) + 慢 (만: proud, slow)",Noun,"""내가 너무 자만했어.","""I was too arrogant."
부족,insufficient,"不 (부: not, un-) + 足 (족: suffice, adequate)",Noun,이렇게 부족한데 말이야.,And I'm so lacking (in skill/ability).
줄이다,to reduce,Pure Korean,Verb,한양으로 돌아간 후 석봉은 잠도 줄이고 놀지도 않으면서 공부에만 매달렸어요.,"After returning to Hanyang, Seok-bong dedicated himself solely to studying, reducing his sleep and not playing."
매달리다,to dedicate oneself to,Pure Korean,Verb,한양으로 돌아간 후 석봉은 잠도 줄이고 놀지도 않으면서 공부에만 매달렸어요.,"After returning to Hanyang, Seok-bong dedicated himself solely to studying, reducing his sleep and not playing."
언제,anytime,Pure Korean,Adverb,언제 어떤 상황에서도 글씨를 잘 쓸 수 있도록 최선을 다해 연습했어요.,"He practiced his best so that he could write well anytime, in any situation."
상황,situation,"狀 (상: shape, form) + 況 (황: situation, condition)",Noun,언제 어떤 상황에서도 글씨를 잘 쓸 수 있도록 최선을 다해 연습했어요.,"He practiced his best so that he could write well anytime, in any situation."
최선,best,"最 (최: most, -est) + 善 (선: good, virtuous)",Noun,언제 어떤 상황에서도 글씨를 잘 쓸 수 있도록 최선을 다해 연습했어요.,"He practiced his best so that he could write well anytime, in any situation."
결과,result,"結 (결: tie, connect, result) + 果 (과: fruit, result)",Noun,"그렇게 7년을 더 연습한 결과, 석봉은 조선에서 그 누구보다 글씨를 잘 쓰는 사람이 되었어요.","As a result of practicing for 7 more years, Seok-bong became the best calligrapher in Joseon, better than anyone else."
조선,Joseon,"朝 (조: morning, dynasty) + 鮮 (선: fresh, clear, Korea)",Noun,"그렇게 7년을 더 연습한 결과, 석봉은 조선에서 그 누구보다 글씨를 잘 쓰는 사람이 되었어요.","As a result of practicing for 7 more years, Seok-bong became the best calligrapher in Joseon, better than anyone else."
소문,rumor,"所 (소: place, that which) + 聞 (문: hear, listen)",Noun,"소문대로 정말 최고의 명필이 맞네요.""","Indeed, you are truly the best master calligrapher, just as the rumors say."""
최고,best,"最 (최: most, -est) + 高 (고: high)",Noun,"소문대로 정말 최고의 명필이 맞네요.""","Indeed, you are truly the best master calligrapher, just as the rumors say."""
맞다,to be correct,Pure Korean,Verb,"소문대로 정말 최고의 명필이 맞네요.""","Indeed, you are truly the best master calligrapher, just as the rumors say."""
마침내,finally,Pure Korean,Adverb,한석봉은 마침내 고향으로 돌아갔어요.,Han Seok-bong finally returned to his hometown.
기뻐하다,to be glad,Pure Korean,Verb,고향에 돌아온 석봉을 본 어머니는 무척 기뻐했어요.,"His mother, seeing Seok-bong return to his hometown, was very glad."
안다,to hug,Pure Korean,Verb,어머니는 석봉을 꼭 안아주면서 말했어요.,The mother hugged Seokbong tightly and spoke.
장하다,to be admirable,Pure Korean,Adjective,"""석봉아, 우리 아들 석봉아, 정말 장하다.""","""Seokbong, my son Seokbong, you are truly admirable."""
모자,mother and son,"母 (모: mother) + 子 (자: son, child)",Noun,두 모자는 눈물을 흘리면서 서로를 껴안았어요.,The mother and son hugged each other while shedding tears.
껴안다,to hug,Pure Korean,Verb,두 모자는 눈물을 흘리면서 서로를 껴안았어요.,The mother and son hugged each other while shedding tears.
일찍 돌아가시다,to pass away early (honorific),일찍 (early) + 돌아가다 (to return / euphemism for death) + -시- (honorific suffix),Phrase,"석봉의 아버지는 일찍 돌아가셔서, 석봉은 어머니와 둘이서 살았어요.","Seok-bong's father passed away early, so Seok-bong lived with just his mother."
다닐 수 없었거든요,"couldn't attend, you see",다니다 (to attend) + -ㄹ 수 없다 (cannot) + -았/었- (past) + -거든요 (reason/explanation),Grammar Clause,"석봉의 집은 아주 가난해서 서당에 다닐 수 없었거든요.","Seok-bong's family was very poor, so he couldn't attend the village school, you see."
사오셨어요,"bought and brought (honorific)",사다 (to buy) + 오다 (to come) + -시- (honorific) + -었- (past),Verb,"어머니가 종이와 붓을 사오셨어요.","His mother bought and brought back paper and a brush."
가진 것만으로도,even just by having...,가지다 (to have) + 것 (thing) + -만 (only) + -으로 (by) + -도 (even),Grammar Phrase,"한석봉은 종이와 붓을 가진 것만으로도 너무 기뻤어요.","Han Seok-bong was overjoyed even just by having paper and a brush."
기분이 날아갈 것 같다,to feel like one could fly (on cloud nine),기분 (mood) + 날아가다 (to fly away) + -ㄹ 것 같다 (seems like),Idiom,"종이에 글씨를 쓰는 느낌이 정말 좋아서 기분이 날아갈 것 같았어요.","The feeling of writing on paper was so good that he felt like he could fly."
쓸수록,the more one writes...,쓰다 (to write) + -ㄹ수록 (the more [A] the more [B]),Grammar Suffix,글자를 쓸수록 공부하고 싶은 마음이 더 커졌어요.,"The more he wrote letters, the more his desire to study grew."
제대로,properly / correctly,제 (proper) + 대로 (in accordance with),Adverb,더 제대로 배워보고 싶어요.,"I want to try learning more properly."
배워보다,to try learning,배우다 (to learn) + -아/어 보다 (to try doing),Compound Verb,더 제대로 배워보고 싶어요.,"I want to try learning more properly."
배우려면,if you want to learn...,배우다 (to learn) + -(으)려면 (if one intends to),Grammar Suffix,제대로 배우려면 한양으로 가서 공부를 해야 해.,"If you want to learn properly, you must go to Hanyang and study."
떨어져서 살다,to live apart / separated,떨어지다 (to be separated/fall away) + 살다 (to live),Phrase,그러면 어머니와 떨어져서 살아야 하는 거예요?,"Does that mean I have to live apart from you, Mother?"
덕분에,thanks to (positive cause),덕 (virtue/favor) + -분 (share/part) + -에 (at),Particle,글씨 덕분에 글의 내용이 더 좋아 보이는 것 같지 않아요?,"Don't you think the content looks better thanks to the handwriting?"
좋아 보이다,to look good / appear good,좋다 (to be good) + -아/어 보이다 (to look/appear),Grammar Pattern,글씨 덕분에 글의 내용이 더 좋아 보이는 것 같지 않아요?,"Don't you think the content looks better thanks to the handwriting?"
그러게 말이에요,"That's exactly what I'm saying / I know, right?",그러게 (so it is) + 말 (words/speech) + 이다 (to be),Idiom,그러게 말이에요. 이걸 도대체 누가 쓴 거래요?,"You can say that again. Who on earth wrote this?"
