Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
마치다,Verb,다음 날도 그 다음 날도 일을 마치고 돌아오면 항상 맛있는 음식이 준비되어 있었어요.,to finish,"The next day, and the day after that, whenever he finished work and returned, delicious food was always prepared.",Pure Korean
항상,Adverb,다음 날도 그 다음 날도 일을 마치고 돌아오면 항상 맛있는 음식이 준비되어 있었어요.,always,"The next day, and the day after that, whenever he finished work and returned, delicious food was always prepared.","恒 (항: constant, regular) + 常 (상: always, common)"
다녀가다,Verb,"""내일은 누가 다녀간 건지 꼭 알아내야겠어.""",to visit and leave,"""Tomorrow, I must find out who has been visiting.""",Pure Korean
척,Noun,다음 날 남자는 일을 하러 가는 척하고 멀리 숨어서 집을 지켜봤어요.,pretense,"The next day, the man pretended to go to work, hid far away, and watched the house.",Pure Korean
멀리,Adverb,다음 날 남자는 일을 하러 가는 척하고 멀리 숨어서 집을 지켜봤어요.,far away,"The next day, the man pretended to go to work, hid far away, and watched the house.",Pure Korean
숨다,Verb,다음 날 남자는 일을 하러 가는 척하고 멀리 숨어서 집을 지켜봤어요.,to hide,"The next day, the man pretended to go to work, hid far away, and watched the house.",Pure Korean
잠시,Adverb,잠시 후 우렁이를 넣어둔 항아리에서 밝은 빛이 나더니 한 여자가 항아리 밖으로 나왔어요.,for a moment,"A moment later, a bright light came from the jar where the pond snail was kept, and then a woman came out of the jar.","暫 (잠: temporary, brief) + 時 (시: time, hour)"
빛,Noun,잠시 후 우렁이를 넣어둔 항아리에서 밝은 빛이 나더니 한 여자가 항아리 밖으로 나왔어요.,light,"A moment later, a bright light came from the jar where the pond snail was kept, and then a woman came out of the jar.",Pure Korean
첫눈,Noun,남자는 여자에게 첫눈에 반했어요.,first sight,The man fell in love with the woman at first sight.,Pure Korean
반하다,Verb,남자는 여자에게 첫눈에 반했어요.,to fall in love with,The man fell in love with the woman at first sight.,Pure Korean
얼른,Adverb,남자는 얼른 뛰어가서 말했어요.,quickly,The man quickly ran over and spoke.,Pure Korean
뛰어가다,Verb,남자는 얼른 뛰어가서 말했어요.,to run over,The man quickly ran over and spoke.,Pure Korean
며칠,Noun,"""며칠 전에 우렁이 한 마리를 이 항아리에 넣으셨죠?",a few days,"""You put a snail in this pot a few days ago, didn't you?""",Pure Korean
용왕,Noun,저는 사실 바다 용왕님의 딸인데 아버지 말씀을 듣지 않아서 벌을 받고 우렁이로 변하게 됐어요.,Dragon King,"I am actually the daughter of the Sea Dragon King, but because I didn't listen to my father's words, I was punished and turned into a snail.",龍 (용: dragon) + 王 (왕: king)
말씀,Noun,저는 사실 바다 용왕님의 딸인데 아버지 말씀을 듣지 않아서 벌을 받고 우렁이로 변하게 됐어요.,words (honorific),"I am actually the daughter of the Sea Dragon King, but because I didn't listen to my father's words, I was punished and turned into a snail.",Pure Korean
벌,Noun,저는 사실 바다 용왕님의 딸인데 아버지 말씀을 듣지 않아서 벌을 받고 우렁이로 변하게 됐어요.,punishment,"I am actually the daughter of the Sea Dragon King, but because I didn't listen to my father's words, I was punished and turned into a snail.",Pure Korean
변하다,Verb,저는 사실 바다 용왕님의 딸인데 아버지 말씀을 듣지 않아서 벌을 받고 우렁이로 변하게 됐어요.,"to change, to transform","I am actually the daughter of the Sea Dragon King, but because I didn't listen to my father's words, I was punished and turned into a snail.","變 (변: change, transform)"
데리다,Verb,당신이 제 목소리를 듣고 이 집으로 저를 데리고 와줬어요.,to bring (a person/animal),You heard my voice and brought me to this house.,Pure Korean
뒤,Noun,저는 이제 며칠 뒤면 다시 사람이 돼요.,after,I will become human again a few days later.,Pure Korean
그동안,Noun,"그동안 고마웠어요.""",during that time,"""Thank you for everything during that time.""",Pure Korean
감동,Noun,남자는 여자의 따뜻한 말을 듣고 감동했어요.,deeply moved,The man was deeply moved after hearing the woman's warm words.,"感 (감: feel, sense) + 動 (동: move)"
덕분,Noun,당신 덕분에 며칠 동안 깨끗한 집에서 맛있는 음식을 먹을 수 있었어요.,thanks to,"Thanks to you, I was able to eat delicious food in a clean house for a few days.","德 (덕: virtue, grace) + 分 (분: part, share)"
진심,Noun,여자도 진심을 다해서 말하는 남자가 싫지 않았어요.,sincerity,The woman also didn't dislike the man who spoke with all his sincerity.,"眞 (진: true, real) + 心 (심: heart, mind)"
싫다,Adjective,여자도 진심을 다해서 말하는 남자가 싫지 않았어요.,to dislike,The woman also didn't dislike the man who spoke with all his sincerity.,Pure Korean
하루하루,Noun,그렇게 여자와 남자는 결혼해 행복한 하루하루를 보냈어요.,day by day,"In that way, the woman and the man married and spent happy days.",Pure Korean
소문나다,Verb,못되기로 소문난 원님이 말을 타고 지나가다가 여자를 보고 첫눈에 반했어요.,"to be rumored, to become known","The magistrate, known to be wicked, rode by on his horse, saw the woman, and fell in love at first sight.","所 (소: place, what is done) + 聞 (문: hear)"
원님,Noun,못되기로 소문난 원님이 말을 타고 지나가다가 여자를 보고 첫눈에 반했어요.,magistrate,"The magistrate, known to be wicked, rode by on his horse, saw the woman, and fell in love at first sight.","員 (원: official, member)"
지나가다,Verb,못되기로 소문난 원님이 말을 타고 지나가다가 여자를 보고 첫눈에 반했어요.,to pass by,"The magistrate, known to be wicked, rode by on his horse, saw the woman, and fell in love at first sight.",Pure Korean
여인,Noun,"""이 아름다운 여인은 누구냐?""","woman, lady","""Who is this beautiful woman?""",麗 (려/여: beautiful) + 人 (인: person)
가난,Noun,이렇게 아름다운 여인이 너같이 가난한 사람의 아내라고?,poverty,Such a beautiful woman is the wife of a poor person like you?,Pure Korean
내기,Noun,"나와 내기를 하자, 내일 당장 뒷산으로 와라.""","bet, wager","""Let's make a bet; come to the mountain behind the house immediately tomorrow.""",Pure Korean
당장,Noun,"나와 내기를 하자, 내일 당장 뒷산으로 와라.""",immediately,"""Let's make a bet; come to the mountain behind the house immediately tomorrow.""","當 (당: proper, due) + 場 (장: place, occasion)"
뒷산,Noun,"나와 내기를 하자, 내일 당장 뒷산으로 와라.""",mountain behind a house/village,"""Let's make a bet; come to the mountain behind the house immediately tomorrow.""",山 (산: mountain)
이기다,Verb,원님은 내기에서 남자가 이기면 큰돈을 주고 남자가 지면 아내를 데려가겠다고 했어요.,to win,"The magistrate said that if the man won the bet, he would give him a lot of money, and if the man lost, he would take his wife.",Pure Korean
데려가다,Verb,원님은 내기에서 남자가 이기면 큰돈을 주고 남자가 지면 아내를 데려가겠다고 했어요.,to take away (a person/animal),"The magistrate said that if the man won the bet, he would give him a lot of money, and if the man lost, he would take his wife.",Pure Korean
피하다,Verb,남자는 너무 억울했지만 내기를 피할 수 없었어요.,to avoid,"The man was very unjustly treated, but he couldn't avoid the bet.","避 (피: avoid, evade)"
어쩌면,Adverb,"""어쩌면 좋습니까?",what should I do,"""What should I do?""",Pure Korean
흑흑,Adverb,"흑흑흑.""",sobbing sound,"Waaah (sobbing sound).""",Pure Korean
흑,Noun,"흑흑흑.""",sob (sound),"Waaah (sobbing sound).""",Pure Korean
멈추다,Verb,집으로 돌아온 남자는 눈물이 멈추지 않았어요.,"to stop, to cease",The man who returned home could not stop his tears.,Pure Korean
끼다,Verb,그런 남자에게 여자는 손에 끼고 있던 반지를 건네주며 말했어요.,"to wear (on finger, wrist, etc.), to put on","To such a man, the woman handed over the ring she was wearing on her hand and said.",Pure Korean
반지,Noun,그런 남자에게 여자는 손에 끼고 있던 반지를 건네주며 말했어요.,ring,"To such a man, the woman handed over the ring she was wearing on her hand and said.",Pure Korean
건네다,Verb,그런 남자에게 여자는 손에 끼고 있던 반지를 건네주며 말했어요.,"to hand over, to pass","To such a man, the woman handed over the ring she was wearing on her hand and said.",Pure Korean
절대로,Adverb,"""저는 절대로 당신과 헤어지지 않을 거예요.","never, absolutely not","""I will absolutely never break up with you.""","絶 (절: cut off, absolute) + 對 (대: oppose, against)"
헤어지다,Verb,"""저는 절대로 당신과 헤어지지 않을 거예요.","to break up, to part (with someone)","""I will absolutely never break up with you.""",Pure Korean
곧바로,Adverb,남자는 곧바로 바다로 달려가 반지를 던졌어요.,"straight away, immediately",The man immediately ran to the sea and threw the ring.,Pure Korean
달려가다,Verb,남자는 곧바로 바다로 달려가 반지를 던졌어요.,"to run (to), to dash (to)",The man immediately ran to the sea and threw the ring.,Pure Korean
벌어지다,Verb,그리고 놀라운 일이 벌어졌어요.,"to happen, to occur",And an amazing thing happened.,Pure Korean
바닷속,Noun,바닷속에서 용왕의 신하들이 나타나 남자를 용왕 앞으로 데리고 갔어요.,"underwater, inside the sea","From under the sea, the Dragon King's ministers appeared and took the man to the Dragon King.",Pure Korean
신하,Noun,바닷속에서 용왕의 신하들이 나타나 남자를 용왕 앞으로 데리고 갔어요.,"minister, vassal","From under the sea, the Dragon King's ministers appeared and took the man to the Dragon King.","臣 (신: minister, subject) + 下 (하: below, under)"
제발,Adverb,"제발 도와주세요.""",please,"Please help me.""",Pure Korean
도움,Noun,남자의 말을 들은 용왕은 작은 병 하나를 주면서 도움이 필요할 때마다 그 병을 열어보라고 했어요.,"help, aid","Hearing the man's words, the Dragon King gave him a small bottle and told him to open it whenever he needed help.",Pure Korean
때,Noun,남자의 말을 들은 용왕은 작은 병 하나를 주면서 도움이 필요할 때마다 그 병을 열어보라고 했어요.,"time, occasion","Hearing the man's words, the Dragon King gave him a small bottle and told him to open it whenever he needed help.",Pure Korean
나무,Noun,"""나무를 더 빨리 심는 사람이 이기는 것으로 하자.""","tree, wood","""Let's agree that the person who plants trees faster wins.""",Pure Korean
심다,Verb,"""나무를 더 빨리 심는 사람이 이기는 것으로 하자.""","to plant, to sow","""Let's agree that the person who plants trees faster wins.""",Pure Korean
수많다,Adjective,그러자 그 병에서 수많은 사람이 나와서 남자와 함께 나무를 심기 시작했어요.,"numerous, a great number of","Then, numerous people came out of the bottle and began planting trees with the man.","數 (수: number, count) + 많다 (Pure Korean: many)"
못되다,Adjective,하지만 못된 원님은 포기하지 않았어요.,"mean, bad, ill-natured",But the mean magistrate did not give up.,Pure Korean
포기,Noun,하지만 못된 원님은 포기하지 않았어요.,"giving up, abandonment",But the mean magistrate did not give up.,"抛 (포: throw away, abandon) + 棄 (기: abandon, discard)"
마르다,Verb,그러자 그 안에서 작고 마른 말 한 마리가 나왔어요.,"to be dry, to be thin","Then, a small, thin horse came out of it.",Pure Korean
멋지다,Adjective,크고 멋진 원님의 배에 비해 남자의 배는 작고 초라했어요.,"cool, wonderful, magnificent","Compared to the magistrate's large and magnificent ship, the man's ship was small and shabby.",Pure Korean
갑자기,Adverb,갑자기 파도가 치기 시작하더니 파도가 원님의 배를 뒤집어버렸어요.,suddenly,"Suddenly, waves started crashing, and the waves overturned the magistrate's ship.",Pure Korean
파도,Noun,갑자기 파도가 치기 시작하더니 파도가 원님의 배를 뒤집어버렸어요.,wave,"Suddenly, waves started crashing, and the waves overturned the magistrate's ship.",波 (파: wave) + 濤 (도: great wave)
뻔,Noun,바다에 빠져 죽을 뻔한 원님은 이제 남자와 내기하는 것이 무서워졌어요.,verge (in 'almost'),"The magistrate, who had almost drowned in the sea, was now afraid to gamble with the man.",Pure Korean
데려오다,Verb,원님은 여자를 데려오는 것을 포기하고 약속했던 큰돈을 남자에게 주었어요.,to bring (someone),The magistrate gave up on bringing the woman and gave the promised large sum of money to the man.,Pure Korean
큰돈,Noun,원님은 여자를 데려오는 것을 포기하고 약속했던 큰돈을 남자에게 주었어요.,"a large sum of money, a fortune",The magistrate gave up on bringing the woman and gave the promised large sum of money to the man.,Pure Korean
부자,Noun,용왕이 준 병 덕분에 내기에서 이긴 남자는 그렇게 부자가 되어 아내와 함께 오래오래 행복하게 살았다고 해요.,"rich person, wealthy person","Thanks to the bottle given by the Dragon King, the man who won the bet became rich and lived happily ever after with his wife.","富 (부: rich, wealthy) + 者 (자: person, one who)"
오래오래,Adverb,용왕이 준 병 덕분에 내기에서 이긴 남자는 그렇게 부자가 되어 아내와 함께 오래오래 행복하게 살았다고 해요.,"for a long, long time; happily ever after","Thanks to the bottle given by the Dragon King, the man who won the bet became rich and lived happily ever after with his wife.",Pure Korean
혼잣말을 하다,Phrase,어느 날 논에서 열심히 일을 하던 남자가 혼잣말을 했어요.,to talk to oneself,"One day, the man who was working hard in the rice paddy talked to himself.",혼자 (alone) + ㅅ (genitive marker) + 말 (words) + 하다 (to do)
첫눈에 반하다,Phrase,남자는 여자에게 첫눈에 반했어요.,to fall in love at first sight,The man fell in love with the woman at first sight.,첫 (first) + 눈 (eye/glance) + 에 (at) + 반하다 (to be infatuated)
벌을 받다,Phrase,저는 아버지 말씀을 듣지 않아서 벌을 받고 우렁이로 변했어요.,to be punished,I was punished for not listening to my father and turned into a snail.,벌 (punishment) + 을 (object marker) + 받다 (to receive)
진심을 다하다,Phrase,진심을 다해서 말하는 남자가 싫지 않았어요.,to speak/act with all one's heart,She did not dislike the man who spoke with all his sincerity.,진심 (true heart/sincerity) + 을 (object marker) + 다하다 (to exhaust/devote entirely)
-는 척하다,Grammar,남자는 일을 하러 가는 척하고 멀리 숨어서 집을 지켜봤어요.,to pretend to,The man pretended to go to work and hid far away to watch the house.,Verb stem + -는 (modifier) + 척 (pretence) + 하다 (to do)
-아/어/여 버리다,Grammar,갑자기 파도가 치기 시작하더니 원님의 배를 뒤집어버렸어요.,to completely do something (implies finality/relief/regret),"Suddenly waves started crashing, and they completely overturned the magistrate's boat.",Verb stem + -아/어 (connective) + 버리다 (to throw away)
-(으)ㄹ 뻔하다,Grammar,바다에 빠져 죽을 뻔한 원님은 이제 내기하는 것이 무서워졌어요.,to almost do / to nearly happen,"The magistrate, who almost died by falling into the sea, now became terrified of making bets.",Verb stem + -(으)ㄹ (prospective modifier) + 뻔하다 (auxiliary adjective indicating narrowly missing something)
-기로 소문나다,Grammar/Phrase,못되기로 소문난 원님이 말을 타고 지나가다가 여자를 보았어요.,to be famous/rumored for,A magistrate famous for being wicked saw the woman while passing by on horseback.,Verb/Adj stem + -기 (noun modifier) + 로 (as/by) + 소문 (rumor) + 나다 (to break out)
깜짝 놀라다	Phrase	문을 열고 들어온 남자는 깜짝 놀랐어요.	to be startled / to be surprised	Opening the door and coming inside, the man was very surprised.	깜짝 (with a start/suddenly) + 놀라다 (to be surprised)
-기만 하다	Grammar	아니야 집에 가도 아무도 없어서 외롭기만 하지.	to only be / to do nothing but	No, even if I go home, there is no one there, so it will just be lonely.	Verb/Adj stem + -기 (noun modifier) + 만 (only) + 하다 (to do)
이게 무슨 일이야	Phrase	아니 이게 무슨 일이지? 집에 올 사람이 없는데.	What is going on? / What is happening?	Wait, what is going on? There is no one to come to my house.	이것 (this) + 이 (subject marker) + 무슨 (what kind of) + 일 (matter) + 이다 (to be)
-게 되다	Grammar	아버지 말씀을 듣지 않아서 벌을 받고 우렁이로 변하게 됐어요.	to end up (doing/becoming)	I was punished for not listening to my father and was turned (ended up turning) into a snail.	Verb/Adj stem + -게 (adverbial suffix) + 되다 (to become)
내기를 하다	Phrase	나와 내기를 하자, 내일 당장 뒷산으로 와라.	to make a bet	Let's make a bet; come to the mountain out back right away tomorrow.	내기 (bet) + 를 (object marker) + 하다 (to do)
어쩌면 좋아	Phrase	어쩌면 좋습니까? 원님을 제가 어떻게 이길 수 있겠어요?	What should I do?	What should I do? How could I possibly beat the magistrate?	어찌 (how) + 하 (to do) + 면 (if) + 좋다 (to be good)
절대로	Adverb	저는 절대로 당신과 헤어지지 않을 거예요.	absolutely / never (used with negative)	I will never part with you.	절대 (absolute) + 로 (particle indicating manner)
-다고 하다	Grammar	아내와 함께 오래오래 행복하게 살았다고 해요.	it is said that... / to quote	...it is said he lived happily with his wife for a long, long time.	Verb/Adj stem + -다 (declarative ending) + 고 (quotation particle) + 하다 (to say)
