Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
겨울,Noun,흥부는 가족들을 위해 먹을 것을 구하려고 했지만 겨울이라 먹을 것을 구하기가 어려웠어요.,winter,"Heungbu tried to find food for his family, but since it was winter, it was difficult to find food.",Pure Korean
아무것,Noun,"아버지 집에 먹을 게 아무것도 없어요.""","anything (used with negation, 'nothing')","""There's nothing to eat at father's house.""",Pure Korean
찾아가다,Verb,"오늘은 형님 집에 찾아가 볼게요.""",to go visit,"""Today, I'll go visit my elder brother's house.""",Pure Korean
어쩌다,Verb,흥부는 어쩔 수 없이 놀부를 찾아갔어요.,"to do what, to happen (in '어쩔 수 없다', meaning 'cannot help but')",Heungbu had no choice but to go visit Nolbu.,Pure Korean
굶다,Verb,"""형님, 아이들이 굶고 있습니다.",to starve,"""Brother, the children are starving.""",Pure Korean
제발,Adverb,"제발 쌀을 조금만 주세요.""",please,"""Please give us just a little rice.""",Pure Korean
쌀,Noun,"제발 쌀을 조금만 주세요.""",rice (uncooked),"""Please give us just a little rice.""",Pure Korean
빗자루,Noun,욕심 많은 놀부는 빗자루를 들고 달려가서 흥부를 때렸어요.,broom,"Greedy Nolbu grabbed a broom, ran over, and hit Heungbu.",Pure Korean
달려가다,Verb,욕심 많은 놀부는 빗자루를 들고 달려가서 흥부를 때렸어요.,"to run to, to run and go","Greedy Nolbu grabbed a broom, ran over, and hit Heungbu.",Pure Korean
때리다,Verb,욕심 많은 놀부는 빗자루를 들고 달려가서 흥부를 때렸어요.,"to hit, to strike","Greedy Nolbu grabbed a broom, ran over, and hit Heungbu.",Pure Korean
부인,Noun,욕심 많은 놀부의 부인도 주걱으로 흥부의 뺨을 찰싹 때렸어요.,wife,Greedy Nolbu's wife also slapped Heungbu's cheek with a rice paddle.,"婦 (부: woman, wife) + 人 (인: person)"
주걱,Noun,욕심 많은 놀부의 부인도 주걱으로 흥부의 뺨을 찰싹 때렸어요.,rice paddle,Greedy Nolbu's wife also slapped Heungbu's cheek with a rice paddle.,Pure Korean
뺨,Noun,욕심 많은 놀부의 부인도 주걱으로 흥부의 뺨을 찰싹 때렸어요.,cheek,Greedy Nolbu's wife also slapped Heungbu's cheek with a rice paddle.,Pure Korean
찰싹,Adverb,욕심 많은 놀부의 부인도 주걱으로 흥부의 뺨을 찰싹 때렸어요.,with a smack,Greedy Nolbu's wife also smacked Heungbu's cheek with a rice paddle.,Pure Korean
붙다,Verb,그러자 주걱에 붙어 있던 밥알이 흥부의 뺨에 달라붙었어요.,to stick,Then the grains of rice that were stuck to the rice paddle stuck to Heungbu's cheek.,Pure Korean
밥알,Noun,그러자 주걱에 붙어 있던 밥알이 흥부의 뺨에 달라붙었어요.,grain of rice (cooked),Then the grains of rice that were stuck to the rice paddle stuck to Heungbu's cheek.,Pure Korean
달라붙다,Verb,그러자 주걱에 붙어 있던 밥알이 흥부의 뺨에 달라붙었어요.,to stick to,Then the grains of rice that were stuck to the rice paddle stuck to Heungbu's cheek.,Pure Korean
배,Noun,흥부는 너무 배가 고파서 뺨에 붙은 밥알을 먹었어요.,stomach,Heungbu was so hungry that he ate the grains of rice stuck to his cheek.,Pure Korean
고프다,Adjective,흥부는 너무 배가 고파서 뺨에 붙은 밥알을 먹었어요.,to be hungry,Heungbu was so hungry that he ate the grains of rice stuck to his cheek.,Pure Korean
쪽,Noun,흥부는 아이들을 위해 밥알을 더 얻으려고 다른 쪽 뺨도 내밀었어요.,side,Heungbu stuck out his other cheek to get more rice for his children.,Pure Korean
내밀다,Verb,흥부는 아이들을 위해 밥알을 더 얻으려고 다른 쪽 뺨도 내밀었어요.,to stick out,Heungbu stuck out his other cheek to get more rice for his children.,Pure Korean
형수,Noun,"""형수님, 이쪽 뺨도 주걱으로 때려주세요.""",elder brother's wife,"""Sister-in-law, please hit this cheek with the rice paddle too.""",兄 (형: elder brother) + 嫂 (수: elder brother's wife)
당장,Noun,"""뭐, 당장 나가지 못해?""",immediately,"""What? Get out right now!""","當 (당: at the very moment, to bear) + 場 (장: place, scene)"
나가다,Verb,"""뭐, 당장 나가지 못해?""",to go out,"""What? Get out right now!""",Pure Korean
결국,Noun,흥부는 결국 밥알도 얻지 못하고 집으로 돌아가야 했어요.,eventually,Heungbu eventually couldn't even get rice and had to return home.,結 (결: to conclude) + 局 (국: situation)
제비,Noun,제비 한 쌍이 흥부네 지붕 밑에 둥지를 짓고 알을 낳았어요.,swallow (bird),A pair of swallows built a nest under Heungbu's roof and laid eggs.,Pure Korean
쌍,Noun,제비 한 쌍이 흥부네 지붕 밑에 둥지를 짓고 알을 낳았어요.,pair,A pair of swallows built a nest under Heungbu's roof and laid eggs.,"雙 (쌍: pair, twin)"
지붕,Noun,제비 한 쌍이 흥부네 지붕 밑에 둥지를 짓고 알을 낳았어요.,roof,A pair of swallows built a nest under Heungbu's roof and laid eggs.,Pure Korean
둥지,Noun,제비 한 쌍이 흥부네 지붕 밑에 둥지를 짓고 알을 낳았어요.,nest,A pair of swallows built a nest under Heungbu's roof and laid eggs.,Pure Korean
알,Noun,제비 한 쌍이 흥부네 지붕 밑에 둥지를 짓고 알을 낳았어요.,egg,A pair of swallows built a nest under Heungbu's roof and laid eggs.,Pure Korean
낳다,Verb,제비 한 쌍이 흥부네 지붕 밑에 둥지를 짓고 알을 낳았어요.,to lay (eggs),A pair of swallows built a nest under Heungbu's roof and laid eggs.,Pure Korean
곧,Adverb,곧 새끼 제비들이 태어났어요.,soon,"Soon, baby swallows were born.",Pure Korean
새끼,Noun,곧 새끼 제비들이 태어났어요.,baby (animal),"Soon, baby swallows were born.",Pure Korean
떨어지다,Verb,어느 날 새끼 제비 한 마리가 둥지에서 떨어져 다리를 다쳤어요.,to fall,"One day, a baby swallow fell from the nest and injured its leg.",Pure Korean
다치다,Verb,어느 날 새끼 제비 한 마리가 둥지에서 떨어져 다리를 다쳤어요.,to get injured,"One day, a baby swallow fell from the nest and injured its leg.",Pure Korean
치료,Noun,흥부는 새끼 제비의 다리를 잘 치료해 주었어요.,treatment,Heungbu treated the baby swallow's leg well.,治 (치: to cure) + 療 (료: to heal)
덕분,Noun,착한 흥부 덕분에 새끼 제비는 건강하게 자랐어요.,thanks to,"Thanks to kind Heungbu, the baby swallow grew up healthy.","德 (덕: virtue, benefit) + 分 (분: share)"
건강,Noun,착한 흥부 덕분에 새끼 제비는 건강하게 자랐어요.,health,"Thanks to kind Heungbu, the baby swallow grew up healthy.","健 (건: strong, healthy) + 康 (강: peaceful, healthy)"
자라다,Verb,착한 흥부 덕분에 새끼 제비는 건강하게 자랐어요.,to grow up,"Thanks to kind Heungbu, the baby swallow grew up healthy.",Pure Korean
가을,Noun,가을이 되자 제비 가족은 흥부네 집을 떠나 따뜻한 곳으로 갈 준비를 했어요.,autumn,"When autumn came, the swallow family prepared to leave Heungbu's house and go to a warm place.",Pure Korean
떠나다,Verb,가을이 되자 제비 가족은 흥부네 집을 떠나 따뜻한 곳으로 갈 준비를 했어요.,to leave,"When autumn came, the swallow family prepared to leave Heungbu's house and go to a warm place.",Pure Korean
준비,Noun,가을이 되자 제비 가족은 흥부네 집을 떠나 따뜻한 곳으로 갈 준비를 했어요.,preparation,"When autumn came, the swallow family prepared to leave Heungbu's house and go to a warm place.","準 (준: to prepare, standard) + 備 (비: to prepare, to provide)"
조심히,Adverb,"""조심히 가, 내년에 꼭 다시 와야 해.""",carefully,"""Go carefully, you must come back next year.""",Pure Korean
바라보다,Verb,흥부는 떠나는 제비 가족을 바라보며 말했어요.,to look at,Heungbu looked at the departing swallow family and spoke.,Pure Korean
빙글빙글,Adverb,그런데 제비 한 마리가 흥부의 머리 위를 빙글빙글 돌다가 입에 물고 있던 무언가를 툭 떨어뜨렸어요.,round and round,But one swallow spun round and round above Heungbu's head and then dropped something it was holding in its mouth with a thud.,Pure Korean
돌다,Verb,그런데 제비 한 마리가 흥부의 머리 위를 빙글빙글 돌다가 입에 물고 있던 무언가를 툭 떨어뜨렸어요.,"to spin, to turn",But one swallow spun round and round above Heungbu's head and then dropped something it was holding in its mouth with a thud.,Pure Korean
물다,Verb,그런데 제비 한 마리가 흥부의 머리 위를 빙글빙글 돌다가 입에 물고 있던 무언가를 툭 떨어뜨렸어요.,to hold in one's mouth,But one swallow spun round and round above Heungbu's head and then dropped something it was holding in its mouth with a thud.,Pure Korean
툭,Adverb,그런데 제비 한 마리가 흥부의 머리 위를 빙글빙글 돌다가 입에 물고 있던 무언가를 툭 떨어뜨렸어요.,with a thud,But one swallow spun round and round above Heungbu's head and then dropped something it was holding in its mouth with a thud.,Pure Korean
떨어뜨리다,Verb,그런데 제비 한 마리가 흥부의 머리 위를 빙글빙글 돌다가 입에 물고 있던 무언가를 툭 떨어뜨렸어요.,to drop,But one swallow spun round and round above Heungbu's head and then dropped something it was holding in its mouth with a thud.,Pure Korean
박,Noun,박씨였어요.,gourd,It was a gourd seed.,Pure Korean
씨,Noun,박씨였어요.,seed,It was a gourd seed.,Pure Korean
가져오다,Verb,제비가 박씨를 가져왔어요.,to bring,The swallow brought a gourd seed.,Pure Korean
심다,Verb,흥부는 제비가 선물한 박씨를 땅에 심고 열심히 길렀어요.,to plant,"Heungbu planted the gourd seed, a gift from the swallow, in the ground and diligently cultivated it.",Pure Korean
기르다,Verb,흥부는 제비가 선물한 박씨를 땅에 심고 열심히 길렀어요.,"to grow, to cultivate","Heungbu planted the gourd seed, a gift from the swallow, in the ground and diligently cultivated it.",Pure Korean
주렁주렁,Adverb,가을이 되자 커다란 박들이 주렁주렁 열렸어요.,"in clusters, abundantly","When autumn came, large gourds hung in clusters.",Pure Korean
열리다,Verb,가을이 되자 커다란 박들이 주렁주렁 열렸어요.,to be borne (fruit),"When autumn came, large gourds hung in clusters.",Pure Korean
부부,Noun,흥부 부부는 박을 하나 따서 자르기 시작했어요.,"couple, husband and wife",Heungbu and his wife picked a gourd and began to cut it.,夫婦 (부부) -> 夫 (부: husband) + 婦 (부: wife)
따다,Verb,흥부 부부는 박을 하나 따서 자르기 시작했어요.,to pick,Heungbu and his wife picked a gourd and began to cut it.,Pure Korean
자르다,Verb,흥부 부부는 박을 하나 따서 자르기 시작했어요.,to cut,Heungbu and his wife picked a gourd and began to cut it.,Pure Korean
시작,Noun,흥부 부부는 박을 하나 따서 자르기 시작했어요.,"start, beginning",Heungbu and his wife picked a gourd and began to cut it.,始作 (시작) -> 始 (시: begin) + 作 (작: make)
반,Noun,반 정도 잘랐을 때 펑 소리와 함께 박이 갈라지더니 그 안에서 쌀이 쏟아져 나왔어요.,half,"When they had cut about halfway, with a ""pang"" sound, the gourd split open, and rice poured out from inside.",半 (반) -> 半 (반: half)
때,Noun,반 정도 잘랐을 때 펑 소리와 함께 박이 갈라지더니 그 안에서 쌀이 쏟아져 나왔어요.,"time, moment","When they had cut about halfway, with a ""pang"" sound, the gourd split open, and rice poured out from inside.",Pure Korean
펑,Adverb,반 정도 잘랐을 때 펑 소리와 함께 박이 갈라지더니 그 안에서 쌀이 쏟아져 나왔어요.,with a bang,"When they had cut about halfway, with a ""pang"" sound, the gourd split open, and rice poured out from inside.",Pure Korean
갈라지다,Verb,반 정도 잘랐을 때 펑 소리와 함께 박이 갈라지더니 그 안에서 쌀이 쏟아져 나왔어요.,to split open,"When they had cut about halfway, with a ""pang"" sound, the gourd split open, and rice poured out from inside.",Pure Korean
쏟아지다,Verb,반 정도 잘랐을 때 펑 소리와 함께 박이 갈라지더니 그 안에서 쌀이 쏟아져 나왔어요.,to pour out,"When they had cut about halfway, with a ""pang"" sound, the gourd split open, and rice poured out from inside.",Pure Korean
깜짝,Adverb,흥부는 깜짝 놀랐어요.,"with a start, suddenly",Heungbu was greatly surprised.,Pure Korean
놀라다,Verb,흥부는 깜짝 놀랐어요.,to be surprised,Heungbu was greatly surprised.,Pure Korean
얼른,Adverb,얼른 다른 박도 잘라보았어요.,"quickly, promptly",He quickly cut open another gourd.,Pure Korean
보물,Noun,이번에는 펑 소리와 함께 박 속에서 보물이 쏟아져 나왔어요.,treasure,"This time, with a ""pang"" sound, treasures poured out from inside the gourd.",寶物 (보물) -> 寶 (보: treasure) + 物 (물: thing)
또,Adverb,또 그 다음 박에서는 수많은 하인이 나와 흥부에게 인사했어요.,"again, also","And from the next gourd, numerous servants emerged and greeted Heungbu.",Pure Korean
수많다,Adjective,또 그 다음 박에서는 수많은 하인이 나와 흥부에게 인사했어요.,to be numerous,"And from the next gourd, numerous servants emerged and greeted Heungbu.",數 (수: number) + Pure Korean '많다' (many)
하인,Noun,또 그 다음 박에서는 수많은 하인이 나와 흥부에게 인사했어요.,servant,"And from the next gourd, numerous servants emerged and greeted Heungbu.",下人 (하인) -> 下 (하: under) + 人 (인: person)
부자,Noun,그렇게 흥부는 하루 만에 마을에서 가장 큰 부자가 됐어요.,rich person,"Just like that, Heungbu became the wealthiest person in the village in just one day.",富者 (부자) -> 富 (부: rich) + 者 (자: person)
소식,Noun,흥부의 소식을 들은 놀부가 흥부를 찾아왔어요.,news,"Nolbu, who heard news of Heungbu, came to visit Heungbu.","消息 (소식) -> 消 (소: vanish, disappear) + 息 (식: breath, rest, news)"
찾아오다,Verb,흥부의 소식을 들은 놀부가 흥부를 찾아왔어요.,to come to visit,"Nolbu, who heard news of Heungbu, came to visit Heungbu.",Pure Korean
질투,Noun,놀부는 흥부가 부자가 된 것이 너무 부럽고 질투가 났어요.,jealousy,Nolbu was very envious and jealous that Heungbu had become rich.,"嫉妬 (질투) -> 嫉 (질: be jealous, envy) + 妬 (투: be jealous, envy)"
올라가다,Verb,흥부의 이야기를 들은 놀부는 산으로 올라가 제비를 찾아다녔어요.,to go up,"Nolbu, who heard Heungbu's story, went up the mountain and searched for swallows.",Pure Korean
다니다,Verb,흥부의 이야기를 들은 놀부는 산으로 올라가 제비를 찾아다녔어요.,to go around / to wander,"Nolbu, who heard Heungbu's story, went up the mountain and searched for swallows.",Pure Korean
마침,Adverb,마침 제비 한 마리를 발견했어요.,just in time / coincidentally,"Just in time, he found a swallow.",Pure Korean
발견,Noun,마침 제비 한 마리를 발견했어요.,discovery,"Just in time, he found a swallow.","發見 (발견) -> 發 (발: reveal, send out) + 見 (견: see, perceive)"
일부러,Adverb,욕심 많은 놀부는 제비의 다리를 일부러 부러뜨렸어요.,on purpose / intentionally,Greedy Nolbu intentionally broke the swallow's leg.,Pure Korean
부러뜨리다,Verb,욕심 많은 놀부는 제비의 다리를 일부러 부러뜨렸어요.,"to break (a limb, off)",Greedy Nolbu intentionally broke the swallow's leg.,Pure Korean
정말로,Adverb,다음 해 봄 제비가 정말로 놀부를 찾아와 박씨를 주었어요.,truly / really,"The following spring, a swallow truly came to Nolbu and gave him a gourd seed.","眞實 (정말, base word) -> 眞 (진: true, real) + 實 (실: fruit, reality)"
신,Noun,놀부는 신이 나서 박씨를 심고 열심히 길렀어요.,excitement / spirit,"Nolbu, filled with excitement, planted the gourd seed and diligently nurtured it.",Pure Korean
제일,Adverb,"""이제 내가 세상에서 제일 큰 부자가 될 거야.""",most / first / best,"""Now I'm going to become the richest person in the world.""","第一 (제일) -> 第 (제: order, sequence) + 一 (일: one, first)"
도깨비,Noun,그런데 박 속에서 나온 건 보물이 아니라 무서운 도깨비들이었어요.,goblin,"But what came out of the gourd wasn't treasure, but scary goblins.",Pure Korean
못되다,Adjective,도깨비들은 못된 놀부를 혼내주고 놀부의 집도 부수었어요.,to be wicked / to be bad,The goblins punished the wicked Nolbu and also destroyed Nolbu's house.,Pure Korean
혼내다,Verb,도깨비들은 못된 놀부를 혼내주고 놀부의 집도 부수었어요.,to scold / to punish,The goblins punished the wicked Nolbu and also destroyed Nolbu's house.,Pure Korean
부수다,Verb,도깨비들은 못된 놀부를 혼내주고 놀부의 집도 부수었어요.,to destroy / to break,The goblins punished the wicked Nolbu and also destroyed Nolbu's house.,Pure Korean
거지,Noun,놀부는 하루 만에 거지가 되었어요.,beggar,Nolbu became a beggar in just one day.,Pure Korean
벌,Noun,"""내가 동생한테 못되게 해서 벌을 받았나 봐.""",punishment,"""I guess I received punishment for being mean to my younger brother.""",Pure Korean
행동,Noun,놀부와 놀부의 부인은 흥부에게 못되게 행동한 걸 반성했어요.,action / behavior,Nolbu and Nolbu's wife reflected on their wicked actions towards Heungbu.,"行動 (행동) -> 行 (행: act, go) + 動 (동: move)"
반성,Noun,놀부와 놀부의 부인은 흥부에게 못되게 행동한 걸 반성했어요.,reflection / self-reflection,Nolbu and Nolbu's wife reflected on their wicked actions towards Heungbu.,"反省 (반성) -> 反 (반: reverse, anti, reflect) + 省 (성: reflect, examine)"
달려오다,Verb,그때 놀부의 소식을 들은 착한 흥부가 놀부의 집으로 달려왔어요.,to run over / to come running,"At that moment, good Heungbu, who heard news of Nolbu, came running to Nolbu's house.",Pure Korean
미안,Noun,"""동생아 정말 미안하다.",sorry / apology,"""Brother, I'm truly sorry.""","未安 (미안) -> 未 (미: not yet, not) + 安 (안: peace, comfort)"
잘못,Adverb,"내가 잘못했어.""",wrongly / incorrectly,I was wrong.,Pure Korean
진심,Noun,놀부는 진심으로 흥부에게 사과했어요.,sincerity / true heart,Nolbu sincerely apologized to Heungbu.,"眞心 (진심) -> 眞 (진: true, real) + 心 (심: heart, mind)"
용서,Noun,착한 흥부는 놀부를 용서하고 집으로 놀부 가족들을 데리고 왔어요.,forgiveness,Good Heungbu forgave Nolbu and brought Nolbu's family home.,"容恕 (용서) -> 容 (용: allow, tolerate) + 恕 (서: forgive, pardon)"
데리다,Verb,착한 흥부는 놀부를 용서하고 집으로 놀부 가족들을 데리고 왔어요.,to take (someone) / to bring (someone),Good Heungbu forgave Nolbu and brought Nolbu's family home.,Pure Korean
오순도순,Adverb,그리고 흥부와 놀부는 함께 오순도순 사이좋게 살았어요.,harmoniously / peacefully,And Heungbu and Nolbu lived together harmoniously and kindly.,Pure Korean
사이좋게 지내다,to get along well,"사이 (relationship) + 좋게 (good/adverb) + 지내다 (to spend time)",Phrase,형제끼리 항상 사이좋게 지내야 합니다.,"Brothers and sisters should always get along well with each other."
나눠 가지다,"to share, to divide and take","나누다 (to divide) + 어 (connector) + 가지다 (to take)",Phrase,이 케이크를 세 명이서 나눠 가지자.,"Let's divide and share this cake among the three of us."
~(이)라서,because it is [Noun],"이 (to be) + 라서 (because of/since)",Grammar Point,오늘은 휴일이라서 회사가 문을 닫았어요.,"The company is closed today because it is a holiday."
~지 못해?,won't you...? / you better... (strong command),"지 못하다 (cannot) + ? (question mark denoting rhetorical command)",Phrase,당장 방을 치우지 못해?,"Won't you clean your room right now?"
~인가 보다,it seems to be / I guess it is,"이 (to be) + ㄴ가 (question ending) + 보다 (to guess/see)",Grammar Point,저 사람이 새로 온 선생님인가 봐요.,"I guess that person is the new teacher."
빙글빙글,round and round,"빙글 (mimicking a turning or spinning motion)",Mimetic Word (Adverb),아이가 신나서 마당을 빙글빙글 돌고 있어요.,"The child is excited and spinning round and round in the yard."
툭,with a plop / dropping lightly,"툭 (sound/motion of something dropping suddenly)",Mimetic Word (Adverb),그는 책상 위에 가방을 툭 던졌다.,"He tossed his bag lightly onto the desk."
마음이 아프다,to be heartbroken / sad,"마음 (heart/mind) + 이 (subject marker) + 아프다 (to hurt)",Phrase,그 슬픈 뉴스를 듣고 정말 마음이 아팠어요.,"My heart hurt so much after hearing that sad news."
어쩔 수 없이,having no choice / inevitably,"어찌하다 (to do somehow) + ㄹ 수 없다 (cannot) + 이 (adverb maker)",Phrase,비가 너무 많이 와서 어쩔 수 없이 약속을 취소했다.,"It rained so much that I had no choice but to cancel the plans."
깜짝 놀라다,"to be startled, to jump in fright","깜짝 (sudden surprise) + 놀라다 (to be surprised)",Phrase,뒤에서 갑자기 소리가 나서 깜짝 놀랐어요.,"I was startled because a sound suddenly came from behind."
주렁주렁,hanging in clusters,"주렁주렁 (sound/look of many heavy things hanging)",Mimetic Word (Adverb),포도나무에 포도가 주렁주렁 열렸어요.,"Grapes are hanging in clusters on the grapevine."
오순도순,happily and harmoniously,"오순도순 (people gathering and talking affectionately)",Mimetic Word (Adverb),우리는 난로가에 모여 오순도순 이야기를 나눴다.,"We gathered by the stove and chatted harmoniously."
벌을 받다,to be punished,"벌 (punishment) + 을 (object marker) + 받다 (to receive)",Phrase,나쁜 짓을 하면 결국 벌을 받게 됩니다.,"If you do bad things, you will eventually be punished."
진심으로,sincerely / from the bottom of one's heart,"진심 (true heart/sincerity) + 으로 (with/by)",Adverbial Phrase,여러분의 도움에 진심으로 감사드립니다.,"I sincerely thank you all for your help."
돌아가시다,to pass away (honorific),"돌다 (to turn/return) + 아 (connector) + 가시다 (to go - honorific)",Verb,할아버지께서 작년 겨울에 돌아가셨습니다.,"My grandfather passed away last winter."
욕심이 많다,to be greedy,"욕심 (greed) + 이 (subject marker) + 많다 (to be many/much)",Phrase,그 아이는 장난감에 대한 욕심이 너무 많아요.,"That child is too greedy when it comes to toys."
신이 나다,to be excited,"신 (excitement/spirit) + 이 (subject marker) + 나다 (to emerge)",Phrase,내일 여행을 가서 아이들이 무척 신이 났어요.,"The children are very excited because we are going on a trip tomorrow."
찰싹,smack / slap,"찰싹 (sound of a flat object hitting)",Mimetic Word (Adverb),파도가 바위에 찰싹 부딪히는 소리가 들렸다.,"I heard the sound of the waves smacking against the rocks."
펑,"pop, bang","펑 (sound of an explosion or popping)",Mimetic Word (Adverb),풍선이 펑 하고 터져서 깜짝 놀랐어요.,"The balloon popped with a bang, so I was startled."
뺨을 때리다,to slap the cheek,"뺨 (cheek) + 을 (object marker) + 때리다 (to hit)",Phrase,드라마 주인공이 악당의 뺨을 때렸다.,"The main character of the drama slapped the villain's cheek."
