Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
다가오다,Verb,한숨을 쉬고 있는 아들에게 한 스님이 다가왔어요.,"to approach, to come closer",A monk approached the son who was sighing.,Pure Korean
일단,Adverb,일단 얼른 씻고 오렴.,"first, for now","""First, quickly wash up and come.""","一旦 (일단) -> 一 (일: one) + 旦 (단: morning, daybreak)"
얼른,Adverb,일단 얼른 씻고 오렴.,"quickly, promptly","""First, quickly wash up and come.""",Pure Korean
길다,Adjective,"그 긴 손톱도 자르고.""",to be long,"""And cut those long fingernails too.""",Pure Korean
자르다,Verb,"그 긴 손톱도 자르고.""",to cut,"""And cut those long fingernails too.""",Pure Korean
깎다,Verb,아들은 씻고 나서 손톱을 깎았어요.,"to cut (nails), to trim","After washing, the son cut his fingernails.",Pure Korean
마당,Noun,그리고 깎은 손톱을 마당에 휙 버리려고 했어요.,"yard, courtyard",And he tried to quickly throw the cut fingernails into the yard.,Pure Korean
휙,Adverb,그리고 깎은 손톱을 마당에 휙 버리려고 했어요.,"with a quick motion, quickly",And he tried to quickly throw the cut fingernails into the yard.,Pure Korean
버리다,Verb,그리고 깎은 손톱을 마당에 휙 버리려고 했어요.,to throw away,And he tried to quickly throw the clipped fingernails into the yard.,Pure Korean
놈,Noun,"""이놈!",rascal,"""You rascal!""",Pure Korean
함부로,Adverb,손톱을 함부로 버리면 안 되지.,carelessly,You shouldn't carelessly throw away fingernails.,Pure Korean
큰일,Noun,그러다 큰일 난다.,big trouble,"If you do that, you'll be in big trouble.",Pure Korean
나다,Verb,그러다 큰일 난다.,to happen,"If you do that, you'll be in big trouble.",Pure Korean
모으다,Verb,손톱을 잘 모아서 버린 다음 얼른 가서 자라.,to collect,"Collect your fingernails well, throw them away, and then hurry to sleep.",Pure Korean
자다,Verb,손톱을 잘 모아서 버린 다음 얼른 가서 자라.,to sleep,"Collect your fingernails well, throw them away, and then hurry to sleep.",Pure Korean
작다,Adjective,아들은 작은 목소리로 대답했어요.,small,The son answered in a small voice.,Pure Korean
목소리,Noun,아들은 작은 목소리로 대답했어요.,voice,The son answered in a small voice.,Pure Korean
바쁘다,Adjective,다음 날부터 아들은 일찍 일어나 일도 하고 공부도 하며 바쁘게 지냈어요.,to be busy,"From the next day, the son woke up early, worked, studied, and lived busily.",Pure Korean
달라지다,Verb,일과 공부 모두 어렵고 힘들었지만 아들은 조금씩 달라지고 있었어요.,to change,"Work and study were both difficult and hard, but the son was gradually changing.",Pure Korean
마치다,Verb,"어느 날 저녁, 아들이 공부를 마친 뒤 잠시 쉬고 있을 때였어요.",to finish,"One evening, it was when the son was resting for a moment after finishing his studies.",Pure Korean
뒤,Noun,"어느 날 저녁, 아들이 공부를 마친 뒤 잠시 쉬고 있을 때였어요.",after,"One evening, it was when the son was resting for a moment after finishing his studies.",Pure Korean
잠시,Adverb,"어느 날 저녁, 아들이 공부를 마친 뒤 잠시 쉬고 있을 때였어요.",for a moment,"One evening, it was when the son was resting for a moment after finishing his studies.","暫 (잠: temporary, for a moment) + 時 (시: time)"
때,Noun,"어느 날 저녁, 아들이 공부를 마친 뒤 잠시 쉬고 있을 때였어요.",time,"One evening, it was when the son was resting for a moment after finishing his studies.",Pure Korean
찍찍,Adverb,쥐 한 마리가 찍찍 소리를 내면서 아들에게 다가왔어요.,"squeak, squeak","A mouse came up to the son, making 'squeak, squeak' sounds.",Pure Korean
가만히,Adverb,쥐는 아들을 가만히 바라보았어요.,quietly,The mouse quietly gazed at the son.,Pure Korean
바라보다,Verb,쥐는 아들을 가만히 바라보았어요.,to gaze at,The mouse quietly gazed at the son.,Pure Korean
모습,Noun,그 모습이 신기했던 아들은 쥐에게 먹다가 남은 밥을 줬어요.,appearance,"The son, who found that sight amazing, gave the mouse leftover rice.",Pure Korean
남다,Verb,그 모습이 신기했던 아들은 쥐에게 먹다가 남은 밥을 줬어요.,to be left over,"The son, who found that sight amazing, gave the mouse leftover rice.",Pure Korean
찾아오다,Verb,그 후에도 쥐는 저녁이 되면 아들을 찾아왔어요.,to come to visit,"Even after that, the mouse would come to visit the son when evening came.",Pure Korean
점점,Adverb,"아들은 쥐가 점점 편해졌고, 자기 이야기를 하기 시작했어요.",gradually,"The son gradually became comfortable with the mouse, and began to tell his own stories.",漸 (점: gradually) + 漸 (점: gradually)
편하다,Adjective,"아들은 쥐가 점점 편해졌고, 자기 이야기를 하기 시작했어요.",to be comfortable,"The son gradually became comfortable with the mouse, and began to tell his own stories.",Pure Korean
이야기,Noun,"아들은 쥐가 점점 편해졌고, 자기 이야기를 하기 시작했어요.",story,"The son gradually became comfortable with the mouse, and began to tell his own stories.",Pure Korean
시작,Noun,"아들은 쥐가 점점 편해졌고, 자기 이야기를 하기 시작했어요.",start,"The son gradually became comfortable with the mouse, and began to tell his own stories.","始 (시: begin) + 作 (작: make, do)"
어서,Adverb,"""난 어서 빨리 집에 가고 싶어.""",quickly,"""I want to go home quickly.""",Pure Korean
마치,Adverb,그럴 때마다 쥐는 마치 아들의 이야기를 알아듣는 것처럼 아들을 바라보며 옆에 있었어요.,as if,"Each time, the mouse looked at the son and stayed by his side, as if understanding his stories.",Pure Korean
옆,Noun,그럴 때마다 쥐는 마치 아들의 이야기를 알아듣는 것처럼 아들을 바라보며 옆에 있었어요.,side,"Each time, the mouse looked at the son and stayed by his side, as if understanding his stories.",Pure Korean
청소,Noun,아들은 점점 스님이 볼 때만 청소하거나 공부하고 스님 말도 잘 안 듣기 시작했어요.,cleaning,"The son gradually started cleaning or studying only when the monk was watching, and also began to not listen to the monk's words well.","淸 (청: clear, pure) + 掃 (소: sweep)"
발톱,Noun,"""얘야, 깎은 손톱과 발톱을 잘 정리해서 버리라고 했지?""",toenail,"""Child, didn't I tell you to properly clean up and throw away your clipped fingernails and toenails?""",Pure Korean
정리,Noun,"""얘야, 깎은 손톱과 발톱을 잘 정리해서 버리라고 했지?""",tidy up,"“My child, didn't I tell you to tidy up the clipped fingernails and toenails well before throwing them away?”","整 (정: put in order, tidy) + 理 (리: reason, principle, manage)"
예전,Noun,'저 아이가 다시 예전처럼 게을러졌구나.',before,"'That child has become lazy again, just like before.'",Pure Korean
게으르다,Adjective,'저 아이가 다시 예전처럼 게을러졌구나.',to be lazy,"'That child has become lazy again, just like before.'",Pure Korean
어느덧,Adverb,어느덧 3년이 흘러 아들이 집에 돌아갈 때가 됐어요.,before one knows it,"Before I knew it, three years had passed, and it was time for my son to return home.",Pure Korean
흐르다,Verb,어느덧 3년이 흘러 아들이 집에 돌아갈 때가 됐어요.,to flow,"Before I knew it, three years had passed, and it was time for my son to return home.",Pure Korean
와,Adverb,"""와!",Wow!,“Wow!,Pure Korean
드디어,Adverb,"드디어 내일이면 집에 가는구나!""",finally,"Finally, tomorrow I'm going home!”",Pure Korean
신나다,Verb,아들은 신나서 짐을 싸고 깨끗하게 목욕도 했어요.,to be excited,"The son was excited, packed his bags, and took a clean bath.",Pure Korean
짐,Noun,아들은 신나서 짐을 싸고 깨끗하게 목욕도 했어요.,baggage,"The son was excited, packed his bags, and took a clean bath.",Pure Korean
싸다,Verb,아들은 신나서 짐을 싸고 깨끗하게 목욕도 했어요.,to pack,"The son was excited, packed his bags, and took a clean bath.",Pure Korean
목욕,Noun,아들은 신나서 짐을 싸고 깨끗하게 목욕도 했어요.,bath,"The son was excited, packed his bags, and took a clean bath.","沐 (목: wash hair, bathe) + 浴 (욕: bathe, wash body)"
마지막,Noun,그리고 마지막으로 손톱도 깎았어요.,last,"And lastly, he also cut his fingernails.",Pure Korean
귀찮다,Adjective,"""어휴, 귀찮아.""",to be troublesome,"“Ugh, it's troublesome.”",Pure Korean
생각나다,Verb,"손톱을 함부로 버리지 말라고 한 스님의 말이 생각났지만, 귀찮았던 아들은 깎은 손톱을 마당에 던져버렸어요.",to come to mind,"The monk's words not to carelessly discard fingernails came to mind, but the annoyed son threw the clipped fingernails into the yard.",Pure Korean
던지다,Verb,"손톱을 함부로 버리지 말라고 한 스님의 말이 생각났지만, 귀찮았던 아들은 깎은 손톱을 마당에 던져버렸어요.",to throw,"The monk's words not to carelessly discard fingernails came to mind, but the annoyed son threw the clipped fingernails into the yard.",Pure Korean
달려가다,Verb,"다음 날 아침, 아들은 집으로 달려갔어요.",to run to,"The next morning, the son ran home.",Pure Korean
똑같이,Adverb,아들과 똑같이 생긴 아이가 아들을 향해 말했어요.,exactly the same,A child who looked exactly like the son spoke towards the son.,Pure Korean
생기다,Verb,아들과 똑같이 생긴 아이가 아들을 향해 말했어요.,to look (like),A child who looked exactly like the son spoke towards the son.,Pure Korean
향하다,Verb,아들과 똑같이 생긴 아이가 아들을 향해 말했어요.,to face toward,A child who looked exactly like the son spoke towards the son.,"向 (향: direction, face toward)"
깜짝,Adverb,아들은 깜짝 놀랐어요.,with a start,The son was surprised with a start.,Pure Korean
놀라다,Verb,아들은 깜짝 놀랐어요.,to be surprised,The son was surprised with a start.,Pure Korean
거짓말,Noun,거짓말하지 마!,lie,Don't lie!,Pure Korean
진짜,Adverb,"내가 진짜 이 집 아들이야!""",truly,I truly am the son of this house!”,"眞 (진: true, real)"
결국,Adverb,두 아이는 결국 싸우기 시작했어요.,eventually,The two children eventually started fighting.,"結 (결: tie, connect, conclude) + 局 (국: bureau, office, situation)"
싸우다,Verb,두 아이는 결국 싸우기 시작했어요.,to fight,The two children eventually started fighting.,Pure Korean
뛰다,Verb,안에 있던 부부가 놀라서 밖으로 뛰어 나왔어요.,to run,The couple inside was surprised and ran out.,Pure Korean
나오다,Verb,안에 있던 부부가 놀라서 밖으로 뛰어 나왔어요.,to come out,The couple inside was surprised and ran out.,Pure Korean
세상,Noun,"""세상에, 이게 무슨 일이야?""",world,"“Oh my goodness, what is this situation?”","世 (세: world, generation) + 上 (상: above, top)"
번갈다,Verb,부부는 두 아들을 번갈아 쳐다보았어요.,to take turns,The couple alternately looked at their two sons.,Pure Korean
쳐다보다,Verb,부부는 두 아들을 번갈아 쳐다보았어요.,to look at,The couple alternately looked at their two sons.,Pure Korean
얼굴,Noun,"얼굴도 목소리도, 심지어 몸에 있는 작은 점까지도 모두 똑같았어요.",face,"Their face, their voice, and even the small moles on their body were all exactly the same.",Pure Korean
심지어,Adverb,"얼굴도 목소리도, 심지어 몸에 있는 작은 점까지도 모두 똑같았어요.",even,"Their face, their voice, and even the small moles on their body were all exactly the same.","甚 (심: very, extremely) + 至 (지: reach, arrive) + 於 (어: at, in, on)"
몸,Noun,"얼굴도 목소리도, 심지어 몸에 있는 작은 점까지도 모두 똑같았어요.",body,"Their face, their voice, and even the small moles on their body were all exactly the same.",Pure Korean
점,Noun,"얼굴도 목소리도, 심지어 몸에 있는 작은 점까지도 모두 똑같았어요.",mole,"Their face, their voice, and even the small moles on their body were all exactly the same.","點 (점: dot, point, spot)"
똑같다,Adjective,"얼굴도 목소리도, 심지어 몸에 있는 작은 점까지도 모두 똑같았어요.",be identical,"Their face, their voice, and even the small moles on their body were all exactly the same.",Pure Korean
데리다,Verb,결국 부부는 아이들을 데리고 원님을 찾아갔어요.,take (someone),"In the end, the couple took the children and went to find the magistrate.",Pure Korean
원님,Noun,결국 부부는 아이들을 데리고 원님을 찾아갔어요.,magistrate,"In the end, the couple took the children and went to find the magistrate.",員 (원: official)
찾아가다,Verb,결국 부부는 아이들을 데리고 원님을 찾아갔어요.,go find,"In the end, the couple took the children and went to find the magistrate.",Pure Korean
찾다,Verb,원님은 진짜 아들을 찾기 위해 물어봤어요.,find,The magistrate asked questions to find the real son.,Pure Korean
위하다,Verb,원님은 진짜 아들을 찾기 위해 물어봤어요.,to do for the sake of,The magistrate asked questions to find the real son.,Pure Korean
생신,Noun,"""부모님의 생신이 언제인지 말해봐라.""",birthday (honorific),"""Tell me when your parents' birthday is.""","生 (생: life, birth) + 辰 (신: day, date, time)"
당황,Noun,진짜 아들은 당황해서 잘 기억이 나지 않았어요.,bewilderment,The real son was flustered and couldn't remember well.,"唐 (당: sudden, absurd) + 慌 (황: flustered, confused)"
기억,Noun,진짜 아들은 당황해서 잘 기억이 나지 않았어요.,memory,The real son was flustered and couldn't remember well.,"記 (기: record, remember) + 憶 (억: remember, recall)"
월,Noun,"3월...""",month,"""March...""","月 (월: moon, month)"
더듬거리다,Verb,"진짜 아들이 더듬거리자, 가짜 아들이 재빨리 말했어요.",stammer,"When the real son stammered, the fake son quickly spoke.",Pure Korean
가짜,Noun,"진짜 아들이 더듬거리자, 가짜 아들이 재빨리 말했어요.",fake,"When the real son stammered, the fake son quickly spoke.",Pure Korean
재빨리,Adverb,"진짜 아들이 더듬거리자, 가짜 아들이 재빨리 말했어요.",quickly,"When the real son stammered, the fake son quickly spoke.",Pure Korean
벌,Noun,"저 가짜에게 벌을 주어라!""",punishment,"""Punish that impostor!""","罰 (벌: punishment, penalty)"
매,Noun,진짜 아들은 매를 맞고 쫓겨나 길에서 울기 시작했어요.,whipping stick,"The real son was whipped and chased away, and he began to cry on the road.",Pure Korean
맞다,Verb,진짜 아들은 매를 맞고 쫓겨나 길에서 울기 시작했어요.,be hit,"The real son was whipped and chased away, and he began to cry on the road.",Pure Korean
쫓겨나다,Verb,진짜 아들은 매를 맞고 쫓겨나 길에서 울기 시작했어요.,be expelled,"The real son was whipped and chased away, and he began to cry on the road.",Pure Korean
길,Noun,진짜 아들은 매를 맞고 쫓겨나 길에서 울기 시작했어요.,road,"The real son was whipped and chased away, and he began to cry on the road.",Pure Korean
울다,Verb,진짜 아들은 매를 맞고 쫓겨나 길에서 울기 시작했어요.,cry,"The real son was whipped and chased away, and he began to cry on the road.",Pure Korean
나쁘다,Adjective,"""부모님 생신도 기억하지 못하다니, 난 나쁜 아들이야.",be bad,"""I can't even remember my parents' birthday; I'm a bad son.""",Pure Korean
이제,Adverb,"이제 어디로 가야 하지?""",now,"""Where should I go now?""",Pure Korean
갑자기,Adverb,그때 갑자기 스님의 얼굴이 떠올랐어요.,suddenly,"Just then, the monk's face suddenly came to mind.",Pure Korean
떠오르다,Verb,그때 갑자기 스님의 얼굴이 떠올랐어요.,come to mind,"Just then, the monk's face suddenly came to mind.",Pure Korean
흘리다,Verb,아들은 눈물을 흘리며 스님에게 있었던 일을 다 이야기했어요.,shed,The son shed tears and told the monk everything that had happened.,Pure Korean
가지,Noun,스님은 아들의 이야기를 듣더니 한 가지 방법을 알려줬어요.,kind,The monk listened to the son's story and then told him one method.,Pure Korean
알리다,Verb,스님은 아들의 이야기를 듣더니 한 가지 방법을 알려줬어요.,inform,The monk listened to the son's story and then told him one method.,Pure Korean
고양이,Noun,"""고양이를 숨기고 집으로 가서 가짜 앞에서 고양이를 꺼내 보아라.""",cat,"Hide the cat, go home, and take out the cat in front of the fake one.",Pure Korean
숨기다,Verb,"""고양이를 숨기고 집으로 가서 가짜 앞에서 고양이를 꺼내 보아라.""",to hide,"Hide the cat, go home, and take out the cat in front of the fake one.",Pure Korean
꺼내다,Verb,"""고양이를 숨기고 집으로 가서 가짜 앞에서 고양이를 꺼내 보아라.""",to take out,"Hide the cat, go home, and take out the cat in front of the fake one.",Pure Korean
품속,Noun,아들은 근처에서 고양이를 찾아 품속에 숨겨서 집으로 갔어요.,bosom / in one's arms,"The son found a cat nearby, hid it in his bosom/arms, and went home.","品 (품: bosom, chest) + 속 (속: inside, interior)"
지르다,Verb,부부는 진짜 아들을 보고 소리를 질렀어요.,to shout,The couple saw their real son and shouted.,Pure Korean
내쫓다,Verb,"저 가짜를 얼른 내쫓아요!""",to expel / to drive out,Quickly drive out that fake one!,Pure Korean
속,Noun,그때 진짜 아들이 옷 속에서 고양이를 꺼냈어요.,inside,Then the real son took out the cat from inside his clothes.,Pure Korean
바로,Adverb,고양이는 바로 가짜 아들에게 달려갔어요.,immediately / right away,The cat immediately ran towards the fake son.,Pure Korean
펑,Adverb,그러자 놀라운 일이 생겼어요. '펑',bang / pop (sound),Then something amazing happened. 'Bang!',Pure Korean
변하다,Verb,하는 소리와 함께 가짜 아들이 쥐로 변한 거예요!,to change / to transform,"With that sound, the fake son transformed into a mouse!","變 (변: change, transform) + 하다 (하다: to do, make)"
안다,Verb,부부와 아들은 서로 안고 눈물을 흘렸어요.,to hug / to embrace,The couple and their son hugged each other and shed tears.,Pure Korean
며칠,Noun,"며칠 뒤, 부부와 아들은 스님을 찾아갔어요.",a few days,"A few days later, the couple and their son went to find the monk.",Pure Korean
감사,Noun,"""스님, 정말 감사합니다.",gratitude / thanks,"Monk, thank you very much.","感謝 (감사: gratitude) -> 感 (감: feel, sense) + 謝 (사: thank, apologize)"
알다,Verb,"그런데 고양이를 데리고 가면 된다는 걸 어떻게 아셨나요?""",to know,But how did you know that bringing a cat would work?,Pure Korean
오래,Adverb,"""오래 산 동물들은 사람의 손톱이나 발톱을 먹고 그 사람으로 변할 수 있죠.",for a long time,Animals that have lived for a long time can eat human fingernails or toenails and transform into that person.,Pure Korean
동물,Noun,"""오래 산 동물들은 사람의 손톱이나 발톱을 먹고 그 사람으로 변할 수 있죠.",animal,Animals that have lived for a long time can eat human fingernails or toenails and transform into that person.,動物 (동물: animal) -> 動 (동: move) + 物 (물: thing)
행동,Noun,아들은 자기 행동을 깊이 반성했습니다.,action / behavior,The son deeply regretted his actions.,"行動 (행동: action, behavior) -> 行 (행: go, act) + 動 (동: move)"
깊이,Adverb,아들은 자기 행동을 깊이 반성했습니다.,deeply,The son deeply regretted his actions.,Pure Korean
반성,Noun,아들은 자기 행동을 깊이 반성했습니다.,reflection / regret,The son deeply regretted his actions.,"反省 (반성: reflection) -> 反 (반: contrary, reverse, anti-) + 省 (성: reflect, examine)"
말씀,Noun,그 뒤로 아들은 새로운 사람이 되어 공부도 열심히 하고 부모님 말씀도 잘 들어서 마을에서 늘 칭찬을 받았다고 합니다.,words / remarks (honorific),"After that, the son became a new person, studied hard, listened well to his parents' words, and was always praised in the village.",Pure Korean
들다,Verb,그 뒤로 아들은 새로운 사람이 되어 공부도 열심히 하고 부모님 말씀도 잘 들어서 마을에서 늘 칭찬을 받았다고 합니다.,to listen to,"After that, the son became a new person, studied hard, listened well to his parents' words, and was always praised in the village.",Pure Korean
늘,Adverb,그 뒤로 아들은 새로운 사람이 되어 공부도 열심히 하고 부모님 말씀도 잘 들어서 마을에서 늘 칭찬을 받았다고 합니다.,always,"After that, the son became a new person, studied hard, listened well to his parents' words, and was always praised in the village.",Pure Korean
칭찬,Noun,그 뒤로 아들은 새로운 사람이 되어 공부도 열심히 하고 부모님 말씀도 잘 들어서 마을에서 늘 칭찬을 받았다고 합니다.,praise,"After that, the son became a new person, studied hard, listened well to his parents' words, and was always praised in the village.","稱讚 (칭찬: praise) -> 稱 (칭: name, call, praise) + 讚 (찬: praise, laud)"
말을 (잘) 듣다,Phrase,아이들이 부모님 말을 잘 들어요.,to listen/obey,"The children listen to their parents well.","말 (speech) + 듣다 (to hear/listen)"
놀고먹다,Phrase,일하지 않고 집에서 놀고먹기만 하면 안 됩니다.,to live in idleness,"You shouldn't just live in idleness at home without working.","놀다 (to play) + 먹다 (to eat)"
한숨을 쉬다,Phrase,그는 걱정이 많아서 한숨을 쉬었어요.,to sigh,"He sighed because he had many worries.","한숨 (big breath/sigh) + 쉬다 (to breathe/rest)"
큰일(이) 나다,Phrase,손톱을 함부로 버리면 큰일이 날 수 있어요.,to be in big trouble / a disaster occurs,"If you throw away fingernails carelessly, you could be in big trouble.","큰 (big) + 일 (matter/event) + 나다 (to happen)"
매를 맞다,Phrase,거짓말을 한 소년은 결국 매를 맞았어요.,to be beaten/punished,"The boy who lied was eventually punished.","매 (rod/cane) + 맞다 (to be hit)"
번갈아 쳐다보다,Phrase,부부는 두 아들을 번갈아 쳐다보았습니다.,to look back and forth,"The couple looked back and forth between the two sons.","번갈아 (alternately) + 쳐다보다 (to look at)"
~기로 하다,Grammar Point,내일부터 일찍 일어나기로 했어요.,to decide to,"I decided to wake up early starting tomorrow.","기 (nominalizer) + 로 (direction/choice) + 하다 (to do)"
~도록 하다,Grammar Point,매일 한국어를 공부하도록 하세요.,to make sure to / to ensure,"Make sure to study Korean every day.","도록 (degree/limit marker) + 하다 (to do)"
~고 나서,Grammar Point,숙제를 하고 나서 친구를 만나요.,after doing,"I meet my friend after doing my homework.","고 (and) + 나다 (to finish/exit) + 서 (connector)"
~으면 안 되다,Grammar Point,이곳에서 담배를 피우면 안 됩니다.,must not / it is not okay if,"You must not smoke here.","으면 (if) + 안 (not) + 되다 (to be okay/possible)"
~을 때마다,Grammar Point,그 쥐는 저녁이 될 때마다 나타났어요.,every time / whenever,"That rat appeared every time it became evening.","을 때 (when) + 마다 (every)"
~곤 하다,Grammar Point,주말에는 자주 산에 가곤 해요.,to habitually do / used to do,"I often go to the mountains on weekends.","고 (and) + 는 (topic marker) + 하다 (to do)"
~ㄴ지,Grammar Point,부모님의 생신이 언제인지 물어봤어요.,indirect question marker,"He asked when his parents' birthdays were.","ㄴ (modifier) + 지 (uncertainty/duration marker)"
~기 위해(서),Grammar Point,진짜 아들을 찾기 위해 고양이를 데려갔어요.,in order to,"He took a cat in order to find the real son.","기 (nominalizer) + 위(爲 - for/sake) + 해 (to do)"
~더니,Grammar Point,비가 오더니 갑자기 날씨가 추워졌어요.,observed cause/sequence,"It rained, and then the weather suddenly got cold.","더 (recall) + 니 (connector)"
~아/어 주다,Grammar Point,스님이 좋은 방법을 알려줬어요.,to do for someone's benefit,"The monk told (him) a good method.","아/어 (connector) + 주다 (to give)"
~기 시작하다,Grammar Point,두 아이가 길에서 싸우기 시작했어요.,to start doing,"The two children started fighting on the street.","기 (nominalizer) + 시작 (始作 - start) + 하다 (to do)"
~자마자,Grammar Point,집에 도착하자마자 잠이 들었어요.,as soon as,"I fell asleep as soon as I arrived home.","자 (as) + 마자 (right after)"
