Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
때문,Noun,길동은 아버지의 집에서 일하는 노비가 낳은 아들이었기 때문이에요.,"reason, cause",That's because Gildong was the son born to a slave who worked in his father's house.,Pure Korean
아무리,Adverb,"길동은 양반의 아들로 인정받을 수 없었기 때문에 아버지를 아버지라고 부를 수 없었고, 아무리 무술을 잘해도 벼슬을 얻을 수도 없었어요.","no matter how, however much","Because Gildong could not be recognized as a yangban's son, he couldn't call his father 'father,' and no matter how good he was at martial arts, he couldn't obtain an official position.",Pure Korean
이러다,Verb,"""늦은 시간에 왜 여기서 이러고 있느냐?""","to do/be like this, to act like this","""Why are you doing this here at this late hour?""",Pure Korean
위로,Noun,하지만 길동을 위로했다가 길동이 자만하게 될까 봐 일부러 엄하게 말했어요.,"comfort, consolation","However, he deliberately spoke sternly, fearing that comforting Gildong might make him arrogant.","慰 (위: comfort, console) + 勞 (로: toil, effort)"
자만,Noun,하지만 길동을 위로했다가 길동이 자만하게 될까 봐 일부러 엄하게 말했어요.,"arrogance, conceit","However, he deliberately spoke sternly, fearing that comforting Gildong might make him arrogant.","自 (자: self) + 慢 (만: arrogant, slow)"
일부러,Adverb,하지만 길동을 위로했다가 길동이 자만하게 될까 봐 일부러 엄하게 말했어요.,"deliberately, on purpose","However, he deliberately spoke sternly, fearing that comforting Gildong might make him arrogant.",Pure Korean
엄하다,Adjective,하지만 길동을 위로했다가 길동이 자만하게 될까 봐 일부러 엄하게 말했어요.,"to be strict, to be stern","However, he deliberately spoke sternly, fearing that comforting Gildong might make him arrogant.","嚴 (엄: strict, severe) + 하다 (하: do, be)"
어쩌다,Verb,"""어쩔 수 없다는 것을 잘 알지 않느냐.",to happen (in 'cannot be helped' context),"""Don't you know well that it cannot be helped.""",Pure Korean
살아가다,Verb,다들 이렇게 살아간다.,"to live on, to get by",Everyone lives like this.,Pure Korean
괜하다,Adjective,"괜한 소리 하지 말고 어서 들어와서 자라.""","to be useless, to be for nothing","""Don't say useless things and come in quickly to sleep.""",Pure Korean
어서,Adverb,"괜한 소리 하지 말고 어서 들어와서 자라.""","quickly, promptly","""Don't say useless things and come in quickly to sleep.""",Pure Korean
진심,Noun,홍길동은 아버지의 진심을 알고는 있었지만 너무 속상했어요.,"sincerity, true heart","Hong Gildong knew his father's true feelings, but he was very upset.","眞 (진: true, real) + 心 (심: heart, mind)"
속상하다,Adjective,홍길동은 아버지의 진심을 알고는 있었지만 너무 속상했어요.,"to be upset, to be frustrated","Hong Gildong knew his father's true feelings, but he was very upset.",Pure Korean
들리다,Verb,길동이 잠을 자려고 누웠는데 문 밖에서 작은 소리가 들렸어요.,to be heard,"Gildong lay down to sleep, and a small sound was heard from outside the door.",Pure Korean
조용히,Adverb,길동은 안 좋은 느낌이 들어서 조용히 일어나 문 옆에 섰어요.,"quietly, silently","Gildong had a bad feeling, so he quietly got up and stood by the door.","靜 (조: quiet) + 容 (용: appearance, manner) + 히 (hi: adverbial suffix)"
잠시,Adverb,잠시 후 문이 열리더니 누군가 칼을 들고 방으로 들어왔어요.,"for a moment, briefly","A moment later, the door opened, and someone came into the room holding a sword.","暫 (잠: temporary, brief) + 時 (시: time, hour)"
재빨리,Adverb,길동은 재빨리 그 사람을 공격해서 칼을 빼앗았어요.,"quickly, swiftly",Gildong swiftly attacked the person and took away their sword.,Pure Korean
공격,Noun,길동은 재빨리 그 사람을 공격해서 칼을 빼앗았어요.,attack,Gildong swiftly attacked the person and took away their sword.,"攻 (공: attack) + 擊 (격: strike, hit)"
부인,Noun,알고 보니 그 사람은 아버지의 다른 부인이 보낸 사람이었어요.,wife,It turned out that the person was sent by his father's other wife.,"夫 (부: husband, adult male) + 人 (인: person) or 婦 (부: wife, woman) + 人 (인: person)"
미워하다,Verb,자기 아들보다 훌륭한 홍길동을 미워해서 죽이려고 했던 거예요.,to hate,"He hated Hong Gildong, who was more outstanding than his own son, and tried to kill him.",Pure Korean
찾아가다,Verb,길동은 다음 날 아침 어머니를 찾아가 말했어요.,to go and visit,"The next morning, Gildong went to his mother and spoke.",Pure Korean
어젯밤,Noun,"""어머니, 어젯밤에 누군가가 저를 죽이려고 했습니다.",last night,"""Mother, someone tried to kill me last night.""",Pure Korean
떠나다,Verb,"제가 떠나야 어머니도 안전하실 거예요.""",to leave,"Only if I leave will mother also be safe.""",Pure Korean
안전,Noun,"제가 떠나야 어머니도 안전하실 거예요.""",safety,"Only if I leave will mother also be safe.""","安 (안: peace, safety) + 全 (전: whole, complete)"
도적,Noun,소리가 나는 곳으로 가보니 도적들이 모여서 대장을 뽑고 있었어요.,bandit,"When I went to where the sound was coming from, I saw bandits gathered and electing a leader.","盜 (도: steal, thief) + 賊 (적: robber, bandit)"
모이다,Verb,소리가 나는 곳으로 가보니 도적들이 모여서 대장을 뽑고 있었어요.,to gather,"When I went to where the sound was coming from, I saw bandits gathered and electing a leader.",Pure Korean
대장,Noun,소리가 나는 곳으로 가보니 도적들이 모여서 대장을 뽑고 있었어요.,leader,"When I went to where the sound was coming from, I saw bandits gathered and electing a leader.","大 (대: big, great) + 將 (장: general, commander)"
바위,Noun,"""저 바위를 드는 사람이 우리의 대장이다!""",rock,"""The person who lifts this rock will be our leader!""",Pure Korean
당당,Adverb,힘이라면 자신 있었던 홍길동이 당당하게 앞으로 나가 말했어요.,confidently,"Hong Gildong, who was confident in his strength, stepped forward confidently and spoke.","堂 (당: hall) + 堂 (당: hall) - originally implying magnificence, now denotes confidence/dignity."
무시,Noun,도적들은 나이가 어려 보이는 길동을 무시했어요.,disregard,"The bandits disregarded Gildong, who looked young.","無 (무: no, not have) + 視 (시: see, look)"
하하,Adverb,"""하하!",Haha,"""Haha!""",Pure Korean
번쩍,Adverb,길동이 바위를 번쩍 들어 올렸어요.,instantly (lifted with a flash),Gildong instantly lifted the rock.,Pure Korean
이때,Noun,이때까지 그 바위를 드는 사람은 아무도 없었어요.,until then,"Until this time, no one had ever lifted that rock.",Pure Korean
괴롭히다,Verb,양반들은 사람들을 괴롭혀서 더 부자가 되고 가난한 사람들은 더 가난해지고 있습니다.,to torment,"The noblemen torment people to become richer, and the poor become even poorer.",Pure Korean
부자,Noun,양반들은 사람들을 괴롭혀서 더 부자가 되고 가난한 사람들은 더 가난해지고 있습니다.,rich person,"The noblemen torment people to become richer, and the poor become even poorer.","富 (부: rich, wealthy) + 者 (자: person, one who)"
가난,Noun,양반들은 사람들을 괴롭혀서 더 부자가 되고 가난한 사람들은 더 가난해지고 있습니다.,poverty,"The noblemen torment people to become richer, and the poor become even poorer.","貧 (빈: poor) + 寒 (한: cold, poor)"
혼내다,Verb,이런 양반들을 혼내주고 양반들이 빼앗은 것을 다시 사람들에게 돌려줍시다.,to punish,Let's punish these noblemen and return what they stole back to the people.,Pure Korean
돌려주다,Verb,이런 양반들을 혼내주고 양반들이 빼앗은 것을 다시 사람들에게 돌려줍시다.,to return,Let's punish these noblemen and return what they stole back to the people.,Pure Korean
지혜,Noun,도적들은 나이는 어리지만 지혜롭고 능력이 뛰어난 길동의 말을 듣기로 했어요.,wisdom,"The bandits decided to listen to Gildong, who was young but wise and exceptionally capable.","智 (지: wisdom, intelligence) + 慧 (혜: wisdom, bright)"
뛰어나다,Adjective,도적들은 나이는 어리지만 지혜롭고 능력이 뛰어난 길동의 말을 듣기로 했어요.,to be outstanding,"The bandits decided to listen to Gildong, who was young but wise and exceptionally capable.",Pure Korean
나쁘다,Adjective,그때부터 홍길동과 도적들은 나쁜 방법으로 부자가 된 사람들의 돈을 빼앗아 가난한 사람들에게 나누어 주었어요.,to be bad,"From then on, Hong Gildong and the bandits seized money from those who became rich through bad methods and distributed it to the poor.",Pure Korean
활빈당,Noun,그리고 길동과 도적들은 자신들을 활빈당이라고 부르기 시작했어요.,Hwalbindang,And Gildong and the bandits began to call themselves Hwalbindang.,"活 (활: live, revive) + 貧 (빈: poor) + 黨 (당: party, group)"
시작,Noun,그리고 길동과 도적들은 자신들을 활빈당이라고 부르기 시작했어요.,start,And Gildong and the bandits began to call themselves Hwalbindang.,"始 (시: begin, start) + 作 (작: make, do)"
살리다,Verb,가난한 사람들을 살린다는 뜻이다.,to save,It means to save the poor.,Pure Korean
유명,Noun,시간이 흐를수록 활빈당은 유명해졌고 홍길동을 따르는 사람들도 점점 많아졌어요.,famous,"As time passed, Hwalbindang became famous, and the number of people following Hong Gildong gradually increased.","有 (유: have, exist) + 名 (명: name)"
점점,Adverb,시간이 흐를수록 활빈당은 유명해졌고 홍길동을 따르는 사람들도 점점 많아졌어요.,gradually,"As time passed, Hwalbindang became famous, and the number of people following Hong Gildong gradually increased.","漸 (점: gradually, steep) + 漸 (점: gradually, steep)"
왕,Noun,그러자 왕도 활빈당을 알게 되었어요.,king,Then even the king became aware of Hwalbindang.,王 (왕: king)
신하,Noun,왕이 신하들에게 물었어요.,minister,The king asked his ministers.,"臣 (신: minister, subject) + 下 (하: below, lower)"
싫어하다,Verb,나쁜 방법으로 부자가 된 양반들은 활빈당을 아주 싫어했어요.,to dislike,The noblemen who became rich through bad methods greatly disliked Hwalbindang.,Pure Korean
거짓말,Noun,그래서 거짓말을 했어요.,lie,So I told a lie.,Pure Korean
훔치다,Verb,"""활빈당은 착한 사람들의 돈을 훔치는 아주 못된 도적들입니다.",to steal,"""Hwalbindang are very bad bandits who steal money from good people.""",Pure Korean
못되다,Adjective,"""활빈당은 착한 사람들의 돈을 훔치는 아주 못된 도적들입니다.",bad (in nature/character),"""Hwalbindang are very bad bandits who steal money from good people.""",Pure Korean
당장,Noun,"지금 당장 그들을 잡아야 합니다.""","immediately, right now","We must catch them right now.""","當 (당: at that moment) + 場 (장: place, occasion)"
반드시,Adverb,"특히 그 대장인 홍길동을 반드시 잡아와라!""","certainly, without fail","Especially bring back Hong Gildong, their leader, without fail!""",Pure Korean
도술,Noun,"신하들이 홍길동을 잡으려고 하자, 홍길동은 도술을 부려서 자신과 똑같이 생긴 일곱 명의 가짜 홍길동을 만들었어요.","magic, sorcery","As the ministers tried to catch Hong Gildong, he used magic to create seven fake Hong Gildongs who looked exactly like him.","道 (도: Tao, spiritual path) + 術 (술: art, skill)"
부리다,Verb,"신하들이 홍길동을 잡으려고 하자, 홍길동은 도술을 부려서 자신과 똑같이 생긴 일곱 명의 가짜 홍길동을 만들었어요.","to use, to wield","As the ministers tried to catch Hong Gildong, he used magic to create seven fake Hong Gildongs who looked exactly like him.",Pure Korean
똑같이,Adverb,"신하들이 홍길동을 잡으려고 하자, 홍길동은 도술을 부려서 자신과 똑같이 생긴 일곱 명의 가짜 홍길동을 만들었어요.","exactly the same, identically","As the ministers tried to catch Hong Gildong, he used magic to create seven fake Hong Gildongs who looked exactly like him.",Pure Korean
가짜,Noun,"신하들이 홍길동을 잡으려고 하자, 홍길동은 도술을 부려서 자신과 똑같이 생긴 일곱 명의 가짜 홍길동을 만들었어요.","fake, counterfeit","As the ministers tried to catch Hong Gildong, he used magic to create seven fake Hong Gildongs who looked exactly like him.",Pure Korean
이곳저곳,Noun,그렇게 여덟 명이 된 홍길동이 이곳저곳에서 보이자 신하들은 길동을 잡을 수가 없었어요.,"here and there, everywhere","As the eight Hong Gildongs appeared here and there, the ministers couldn't catch Gildong.",Pure Korean
동,Noun,사람들은 가짜 홍길동이 있는 줄도 모르고 이곳저곳에서 보이는 홍길동을 보고 '동에서 번쩍하고 서에서 번쩍한다'라고 했어요.,east,"People, not knowing there were fake Hong Gildongs, saw Hong Gildong appearing here and there and said, 'He flashes in the east and flashes in the west.'",東 (동: east)
서,Noun,사람들은 가짜 홍길동이 있는 줄도 모르고 이곳저곳에서 보이는 홍길동을 보고 '동에서 번쩍하고 서에서 번쩍한다'라고 했어요.,west,"People, not knowing there were fake Hong Gildongs, saw Hong Gildong appearing here and there and said, 'He flashes in the east and flashes in the west.'",西 (서: west)
외치다,Verb,시간이 흐르자 사람들은 자신들을 도와준 홍길동을 잡지 말라고 외치기 시작했어요.,"to shout, to yell","As time passed, people began to shout not to catch Hong Gildong, who had helped them.",Pure Korean
고민,Noun,그러자 왕은 고민에 빠졌어요.,"dilemma, worry","Thereupon, the king fell into a dilemma.","苦 (고: bitter, suffering) + 悶 (민: worried, vexed)"
벌,Noun,'이렇게 뛰어난 사람이라면 벌을 주지 않고 오히려 나라를 위해 일하게 해야겠다.',"punishment, penalty","'If he is such an outstanding person, instead of punishing him, I should make him work for the country.'",Pure Korean
며칠,Noun,그러자 며칠 후 홍길동이 스스로 왕을 찾아왔어요.,"a few days, several days","A few days later, Hong Gildong himself came to the king.",Pure Korean
스스로,Adverb,그러자 며칠 후 홍길동이 스스로 왕을 찾아왔어요.,"by oneself, oneself","A few days later, Hong Gildong himself came to the king.",Pure Korean
찾아오다,Verb,그러자 며칠 후 홍길동이 스스로 왕을 찾아왔어요.,"to come to visit, to come to find","A few days later, Hong Gildong himself came to the king.",Pure Korean
거절,Noun,그리고 벼슬을 거절하며 말했어요.,"refusal, rejection",And he refused the official position and said.,拒 (거: refuse) + 絶 (절: cut off)
대신,Noun,대신 가난한 사람들을 위해 쌀과 돈을 나누어주세요.,"instead, in place of","Instead, please distribute rice and money to the poor.",代 (대: substitute) + 身 (신: person)
쌀,Noun,대신 가난한 사람들을 위해 쌀과 돈을 나누어주세요.,uncooked rice,"Instead, please distribute rice and money to the poor.",Pure Korean
그러면,Adverb,"그러면 저는 조용히 떠나겠습니다.""","then, in that case","""Then I will quietly leave.""",Pure Korean
이끌다,Verb,이후 홍길동은 활빈당을 이끌고 바다를 건너 율도라는 섬으로 갔어요.,"to lead, to guide","Afterwards, Hong Gildong led the Hwalbindang, crossed the sea, and went to an island called Yuldo.",Pure Korean
건너다,Verb,이후 홍길동은 활빈당을 이끌고 바다를 건너 율도라는 섬으로 갔어요.,to cross (over),"Afterwards, Hong Gildong led the Hwalbindang, crossed the sea, and went to an island called Yuldo.",Pure Korean
율도,Noun,이후 홍길동은 활빈당을 이끌고 바다를 건너 율도라는 섬으로 갔어요.,Yuldo (a fictional island name),"Afterwards, Hong Gildong led the Hwalbindang, crossed the sea, and went to an island called Yuldo.",栗 (율: chestnut) + 島 (도: island)
섬,Noun,이후 홍길동은 활빈당을 이끌고 바다를 건너 율도라는 섬으로 갔어요.,island,"Afterwards, Hong Gildong led the Hwalbindang, crossed the sea, and went to an island called Yuldo.",Pure Korean
율도국,Noun,그리고 그곳에 양반과 노비가 없이 모두 똑같이 잘 사는 율도국이라는 나라를 세우고 행복하게 살았다고 해요.,Yuldoguk (the fictional country),"And it is said that he established a country called Yuldoguk there, where everyone lived equally well without yangban or slaves, and lived happily.",栗 (율: chestnut) + 島 (도: island) + 國 (국: country)
아버지를 아버지라고 부르다	Phrase	길동은 아버지를 아버지라고 부르지 못해 슬퍼했다.	to call one's father 'father'	Gildong was sad because he could not call his father 'father'.	아버지 (father) + ~라고 (as) + 부르다 (to call)
갑갑하다	Grammar/Adjective	좁은 방에 오래 있으니 마음이 갑갑해요.	to feel frustrated/suffocated	Being in a small room for a long time makes me feel suffocated.	Pure Korean adjective describing emotional or physical stuffiness
~지 않을 수 있겠습니까?	Grammar Suffix	이 상황에서 화가 나지 않을 수 있겠습니까?	How can one not...? (Rhetorical)	How can one not get angry in this situation?	~지 않다 (not) + ~을 수 있다 (can) + ~겠습니까 (rhetorical formal question)
마음이 아프다	Phrase	아픈 유기견들을 보면 마음이 너무 아파요.	to be heartbroken/heartsick	When I see sick abandoned dogs, my heart aches deeply.	마음 (heart/mind) + 이 (subject marker) + 아프다 (to be sick/painful)
~ㄹ까 봐	Grammar Suffix	시험에 떨어질까 봐 밤새 공부했어요.	for fear that / worried that	I studied all night for fear that I might fail the exam.	~ㄹ까 (shall we/wondering if) + 봐 (from 보다, to see/experience)
어쩔 수 없다	Phrase	비가 너무 많이 와서 약속을 취소하는 것은 어쩔 수 없었어요.	it cannot be helped / no choice	It couldn't be helped that we canceled the appointment because it rained too much.	어찌할 (what to do) + 수 (way/method) + 없다 (to not exist)
잘 알지 않느냐	Grammar/Expression	내가 너를 얼마나 아끼는지 네가 잘 알지 않느냐.	Don't you know well?	Don't you know well how much I cherish you?	잘 (well) + 알다 (to know) + ~지 않다 (negation) + ~느냐 (rhetorical question)
살아가다	Grammar/Verb	우리는 서로 도우며 살아가야 합니다.	to live on / to get along in life	We must live on while helping each other.	살다 (to live) + 아/어 가다 (to continue doing into the future)
괜한 소리	Phrase	괜한 소리 하지 말고 공부나 열심히 해라.	useless talk / pointless complaining	Do not say useless things and just study hard.	괜하다 (to be unnecessary/pointless) + 소리 (sound/talk)
~고는 있다	Grammar Suffix	머리로는 알고는 있지만 마음대로 잘 안 돼요.	to be doing indeed (emphasis)	I do indeed know it with my head, but it doesn't work out the way I want.	~고 있다 (progressive) + 는 (topic/emphasis marker embedded)
속상하다	Grammar/Adjective	노력한 만큼 결과가 안 나와서 너무 속상해요.	to be upset / distressed / hurt	I am so upset because the results didn't turn out as much as I worked.	속 (inside/stomach) + 상하다 (to go bad/be damaged)
안 좋은 느낌이 들다	Phrase	어두운 골목길을 걸을 때 안 좋은 느낌이 들었어요.	to get a bad feeling / ominous hunch	I got a bad feeling when walking down the dark alleyway.	안 좋은 (not good) + 느낌 (feeling) + 이 (subject marker) + 들다 (to enter)
재빨리	Adverb	소방관들이 화재 현장에 도착해서 재빨리 불을 껐어요.	quickly / swiftly / nimbly	The firefighters arrived at the fire scene and quickly put out the fire.	재빠르다 (to be quick/nimble) + ~이 (adverbializer)
빼앗다	Grammar/Verb	욕심 많은 형이 동생의 장난감을 빼앗았어요.	to snatch / take away by force	The greedy older brother snatched his younger brother's toy away.	Pure Korean verb
~했던 거예요	Grammar Suffix	그때 제가 말했던 것은 다 거짓말이었던 거예요.	It was because... / The fact is...	The fact is, everything I said at that time was a lie.	~했~ (past) + 던 (retrospective modifier) + 것 (thing) + 이다 (to be)
~어야	Grammar Suffix	열심히 연습해야 시험에 합격할 수 있어요.	only if / must... in order to	Only if you practice hard can you pass the exam.	Connective particle establishing an essential condition
어디선가	Adverb	어디선가 달콤한 냄새가 풍겨왔어요.	from somewhere	A sweet smell drifted in from somewhere.	어디 (where) + 에서 (from) + 인가 (uncertainty marker)
소리가 나다	Phrase	컴퓨터에서 이상한 소리가 나기 시작했어요.	to make a sound / a sound occurs	A strange sound started coming out from the computer.	소리 (sound) + 가 (subject marker) + 나다 (to emerge/occur)
~보니	Grammar Suffix	매일 운동을 해 보니 몸이 아주 가벼워졌어요.	upon doing... I found that	Upon exercising every day, I found that my body became very light.	~고 보니 / ~어 보니 (try doing and discovering a result)
자신 있다	Phrase	저는 한국어 말하기 시험에 자신 있어요.	to be confident	I am confident in the Korean speaking test.	자신 (self-confidence) + 있다 (to exist/have)
당당하게	Adverb	그는 자신의 잘못을 당당하게 인정했어요.	proudly / confidently / boldly	He confidently acknowledged his mistake.	당당하다 (to be dignified/confident) + ~게 (adverbializer)
~어 보이다	Grammar Suffix	오늘 아주 피곤해 보이는데 무슨 일 있어요?	to look like / appear to be	You look very tired today; is something the matter?	아/어 (connective particle) + 보이다 (to be seen/appear)
번쩍 들어 올리다	Phrase	역도는 무거운 바벨을 번쩍 들어 올렸어요.	to lift up with ease in one motion	The weightlifter lifted the heavy barbell up with ease.	번쩍 (mimetic word for sudden/effortless lift) + 들어 올리다 (to lift up)
~어 달라고 하다	Grammar Suffix	아이가 엄마에게 장난감을 사 달라고 했어요.	to ask someone to do a favor	The child asked their mother to buy a toy for them.	~어 주다 (to do for someone) + 달라고 (requesting for self) + 하다 (to say/ask)
혼내주다	Grammar/Verb	경찰이 나쁜 행동을 한 도둑을 혼내주었어요.	to punish / teach a lesson / scold	The police punished the thief who did bad deeds.	혼 (spirit/mind) + 내다 (to draw out) + 주다 (to give the action)
돌려주다	Grammar/Verb	친구에게 빌린 책을 오늘 돌려주었어.	to return / give back	I returned the book I borrowed from my friend today.	돌리다 (to turn/shift) + 주다 (to give)
~읍시다	Grammar Suffix	우리 같이 열심히 공부해 봅시다.	Let's... (formal polite proposal)	Let's try studying hard together.	Formal hortative sentence ending
만세	Noun/Exclamation	대한민국 만세! 라고 사람들이 외쳤다.	Hurrah! / Long live!	People shouted, 'Long live the Republic of Korea!'	萬歲 (Sino-Korean: Ten thousand years of longevity/prosperity)
반드시	Adverb	이번에는 반드시 약속을 지키겠습니다.	without fail / certainly / by all means	This time, I will keep my promise without fail.	Pure Korean adverb indicating absolute certainty
~려고 하자	Grammar Suffix	외출하려고 하자 갑자기 비가 내리기 시작했어요.	just as someone was about to / when trying to	Just as I was about to go out, it suddenly started to rain.	~려고 하다 (intend to do) + ~자 (as soon as)
도술을 부리다	Phrase	도사님이 신기한 도술을 부려 비를 내리게 했다.	to perform magic / practice sorcery	The Taoist master performed marvelous magic to make it rain.	도술 (道術: supernatural art) + 을 + 부리다 (to practice/wield/manage)
똑같이 생기다	Phrase	그 쌍둥이는 얼굴이 똑같이 생겼어요.	to look exactly identical	Those twins look exactly identical in the face.	똑같이 (exactly the same) + 생기다 (to look like/appear)
이곳저곳	Noun	봄이 오자 길가에 이곳저곳 꽃이 피었습니다.	here and there / everywhere	As spring arrived, flowers bloomed here and there along the roadside.	이곳 (this place) + 저곳 (that place)
~자	Grammar Suffix	선생님이 교실에 들어오시자 학생들이 조용해졌어요.	when / as soon as (consecutive/causal connection)	As soon as the teacher entered the classroom, the students became quiet.	Connective clause particle
고민에 빠지다	Phrase	그는 진로 문제 때문에 깊은 고민에 빠졌어요.	to fall into deep worry / dilemma	He fell into deep worry due to his career path options.	고민 (苦悶: agony/worry) + 에 (into) + 빠지다 (to fall/sink)
오히려	Adverb	약을 먹었는데 오히려 병이 더 심해진 것 같아요.	rather / on the contrary / instead	I took medicine, but on the contrary, the illness seems to have become worse.	Pure Korean adverb indicating an unexpected contrast
나라를 위해	Phrase	그 영웅은 나라를 위해 목숨을 바쳤습니다.	for the country / for the sake of the nation	The hero sacrificed his life for the country.	나라 (country) + 를 + 위해 (for the sake of)
~어야겠다	Grammar Suffix	날씨가 추우니 따뜻한 외투를 입어야겠다.	I should / I must / think I will have to	Since the weather is cold, I think I should wear a warm coat.	~어야 하다 (must) + ~겠다 (volition/conjecture)
~며 / ~으며	Grammar Suffix	그녀는 환하게 웃으며 나에게 인사를 건넸다.	while / and (simultaneous or formal listing)	She handed me a greeting while smiling brightly.	Connective particle for concurrent states or actions
바다를 건너	Phrase	그들은 새로운 삶을 찾아 바다를 건너 이주했습니다.	crossing the sea	They crossed the sea and migrated in search of a new life.	바다 (sea) + 를 + 건너다 (to cross)
