Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
생각나다,Verb,그리고 무를 먹으면 죽는다고 한 노인의 말이 생각났어요.,to recall / to remember / to come to mind,And he remembered the old man's words that he would die if he ate a radish.,Pure Korean
차라리,Adverb,"차라리 무를 먹고 죽는 게 낫겠어.""",rather / preferably,"""I'd rather eat a radish and die.""",Pure Korean
벌어지다,Verb,그때 펑 소리가 나더니 신기한 일이 벌어졌어요.,to happen / to occur,"Then, with a bang, a strange thing happened.",Pure Korean
모습,Noun,게으름뱅이가 다시 사람의 모습으로 변했어요.,form,The lazy person changed back into a human form.,Pure Korean
거짓말,Noun,노인이 거짓말을 한 거예요.,lie,The old man told a lie.,Pure Korean
부지런,Noun,그리고 그 후로 게으름뱅이는 누구보다 더 열심히 일하는 부지런한 사람이 되었어요.,diligent,"And after that, the lazy person became a diligent person who worked harder than anyone else.",Pure Korean
게으름을 피우다,Phrase,시험 기간인데 게으름을 피우면 안 돼.,to slack off / to act lazy,You shouldn't slack off during the exam period.,게으름 (laziness) + 피우다 (to let bloom/to emit)
말을 걸다,Phrase,처음 보는 사람이 나에게 말을 걸었다.,to initiate a conversation / to speak to,A stranger initiated a conversation with me.,말 (words/speech) + 걸다 (to hang/to initiate)
알고 보니,Phrase,알고 보니 우리는 같은 고향 출신이었다.,as it turns out / come to find out,"As it turned out, we were from the same hometown.",알다 (to know) + -고 보니 (grammar pattern: realizing after experiencing)
~아/어 보다,Grammar Point,이 맛있는 케이크를 한 번 먹어 보세요.,to try doing [verb] / to do [verb] and see,Please try eating this delicious cake.,-아/어 (connector) + 보다 (to see)
~게 되다,Grammar Point,다음 달에 한국으로 출장을 가게 되었어요.,to end up doing / to get to do,I ended up going on a business trip to Korea next month.,-게 (adverbial suffix) + 되다 (to become)
차라리 ~는 게 낫다,Grammar Point,비가 오는데 차라리 집에 있는 게 낫겠어.,would rather [do something] / it is better to,"It's raining, so I would rather stay at home.",차라리 (rather) + -는 게 (the act of) + 낫다 (to be better)
~지 못해?,Phrase,당장 일어나서 일하지 못해?,won't you...? / can't you...? (strong command),Won't you wake up and work right now?,-지 못하다 (cannot) + ? (rhetorical question for strong command)
