Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
결혼,Noun,곧 두 사람은 결혼을 하기 위해 하늘나라 임금님을 찾아갔어요.,"marriage, wedding","Soon, the two went to see the King of the Heavenly Realm to get married.","結 (결: tie, bind) + 婚 (혼: marriage)"
찾아가다,Verb,곧 두 사람은 결혼을 하기 위해 하늘나라 임금님을 찾아갔어요.,"to go and visit, to seek out","Soon, the two went to see the King of the Heavenly Realm to get married.",Pure Korean
허락,Noun,"허락해 주세요.""","permission, consent","Please grant us permission.""","許 (허: allow, permit) + 諾 (락: consent, assent)"
축하,Noun,"""직녀 공주님, 결혼 축하드려요!""",congratulation,"""Princess Jik-nyeo, congratulations on your marriage!""","祝 (축: celebrate, congratulate) + 賀 (하: congratulate, wish well)"
드리다,Verb,"""직녀 공주님, 결혼 축하드려요!""",to give (honorific),"""Princess Jiknyeo, congratulations on your marriage!""",Pure Korean
뒤,Noun,견우와 직녀는 결혼한 뒤에 매일 놀러 다니기만 했어요.,after,"After getting married, Gyeonwoo and Jiknyeo only went out to play every day.",Pure Korean
혼,Noun,두 사람이 일을 하지 않는다는 이야기를 들은 임금님은 두 사람을 불러 혼을 냈어요.,scolding,"The King, who heard that the two of them were not working, called them and scolded them.",Pure Korean
용서,Noun,"""한 번만 용서해 주세요.",forgiveness,"""Please forgive me just this once.","容 (용: tolerate, allow) + 恕 (서: forgive, pardon)"
지키다,Verb,하지만 곧 두 사람은 약속을 지키지 않고 다시 놀러 다니기 시작했어요.,to keep,"However, soon the two of them didn't keep their promise and started going out to play again.",Pure Korean
시작,Noun,하지만 곧 두 사람은 약속을 지키지 않고 다시 놀러 다니기 시작했어요.,start,"However, soon the two of them didn't keep their promise and started going out to play again.","始 (시: begin, start) + 作 (작: make, create)"
돌보다,Verb,견우는 계속 소를 돌보지 않았고 직녀는 베를 짜지 않았어요.,to take care of,"Gyeonwoo kept not taking care of the cow, and Jiknyeo kept not weaving.",Pure Korean
결국,Adverb,결국 임금님은 두 사람을 다시 불렀어요.,eventually,"Eventually, the King called the two of them again.","結 (결: tie, connect, end) + 局 (국: bureau, situation)"
도저히,Adverb,"""도저히 안 되겠다.",absolutely (impossible),"""This is absolutely impossible.","都 (도: all, entirely) + 底 (저: bottom, lowest)"
당장,Noun,"지금 당장 직녀는 은하수 서쪽으로, 견우는 은하수 동쪽으로 가라!""",immediately,"""Jiknyeo, go to the west side of the Milky Way immediately, and Gyeonwoo, go to the east side of the Milky Way!""","當 (당: equivalent, at the time of) + 場 (장: place, scene)"
은하수,Noun,"지금 당장 직녀는 은하수 서쪽으로, 견우는 은하수 동쪽으로 가라!""",Milky Way,"""Jiknyeo, go to the west side of the Milky Way immediately, and Gyeonwoo, go to the east side of the Milky Way!""",銀 (은: silver) + 河 (하: river) + 水 (수: water)
서쪽,Noun,"지금 당장 직녀는 은하수 서쪽으로, 견우는 은하수 동쪽으로 가라!""",west side,"""Jiknyeo, go to the west side of the Milky Way immediately, and Gyeonwoo, go to the east side of the Milky Way!""","西 (서: west) + 쪽 (Pure Korean: side, direction)"
동쪽,Noun,"지금 당장 직녀는 은하수 서쪽으로, 견우는 은하수 동쪽으로 가라!""",east side,"""Jiknyeo, go to the west side of the Milky Way immediately, and Gyeonwoo, go to the east side of the Milky Way!""","東 (동: east) + 쪽 (Pure Korean: side, direction)"
벌,Noun,하늘나라 임금님은 견우와 직녀에게 벌을 내렸어요.,punishment,The King of the Heavens gave Gyeonwoo and Jiknyeo a punishment.,Pure Korean
내리다,Verb,하늘나라 임금님은 견우와 직녀에게 벌을 내렸어요.,to impose,The King of the Heavens gave Gyeonwoo and Jiknyeo a punishment.,Pure Korean
잘못,Adverb,"""잘못했어요.",wrongly,"""I was wrong.",Pure Korean
기회,Noun,"한 번만 더 기회를 주세요.""",chance,"""Please give us one more chance.""","機 (기: machine, opportunity) + 會 (회: gather, occasion)"
흘리다,Verb,견우와 직녀는 눈물을 흘리며 말했어요.,to shed,"Gyeonwoo and Jiknyeo said, shedding tears.",Pure Korean
약하다,Adjective,그 모습에 임금님은 마음이 약해졌어요.,to be weak,"At that sight, the King's heart softened.",Pure Korean
월,Noun,"칠월 칠석에는 은하수를 사이에 두고 만나도록 해라.""",month,"""On the 7th day of the 7th month (Chilseok), they shall meet across the Milky Way.""","月 (월: moon, month)"
칠석,Noun,"칠월 칠석에는 은하수를 사이에 두고 만나도록 해라.""",Chilseok (7th day of 7th lunar month),"""On the 7th day of the 7th month (Chilseok), they shall meet across the Milky Way.""",七 (칠: seven) + 夕 (석: evening)
두다,Verb,"칠월 칠석에는 은하수를 사이에 두고 만나도록 해라.""",to place,"""On the 7th day of the 7th month (Chilseok), they shall meet across the Milky Way.""",Pure Korean
헤어지다,Verb,그렇게 견우와 직녀는 헤어지게 됐어요.,to separate,"And so, Gyeonwoo and Jiknyeo ended up parting ways.",Pure Korean
때,Noun,"""공주님, 다시 만날 때까지 잘 지내야 해요.""",time,"""Princess, you must fare well until we meet again.""",Pure Korean
지내다,Verb,"""공주님, 다시 만날 때까지 잘 지내야 해요.""",to fare,"""Princess, you must fare well until we meet again.""",Pure Korean
농사,Noun,견우는 열심히 농사를 지었고 직녀는 열심히 베를 짰어요.,farming,"Gyeonwoo diligently farmed, and Jiknyeo diligently wove cloth.","農 (농: agriculture, farm) + 事 (사: matter, affair)"
마침내,Adverb,그리고 마침내 칠월 칠석이 됐어요.,finally,"And finally, Chilseok (the 7th day of the 7th month) arrived.",Pure Korean
달려가다,Verb,견우와 직녀는 은하수로 달려갔어요.,to run to,Gyeonwoo and Jiknyeo ran towards the Milky Way.,Pure Korean
서다,Verb,두 사람은 은하수 바로 앞에 서서 서로를 찾았어요.,to stand,The two of them stood right in front of the Milky Way and looked for each other.,Pure Korean
계세,Noun,"""직녀 공주님, 거기 계세요?""",to be (honorific form of '있다'),"""Princess Jiknyeo, are you there?""",Pure Korean
넓다,Adjective,그런데 은하수가 너무 넓어서 견우와 직녀는 서로의 얼굴을 볼 수 없었어요.,to be wide,"However, the Milky Way was so wide that Gyeon-woo and Jik-nyeo couldn't see each other's faces.",Pure Korean
건너다,Verb,은하수를 건널 수 없었던 두 사람은 눈물을 흘리며 서로의 이름만 불렀어요.,to cross,"The two, unable to cross the Milky Way, shed tears and called out only each other's names.",Pure Korean
변하다,Verb,견우와 직녀가 흘린 눈물이 비로 변해 땅으로 떨어졌어요.,"to change, to turn into",The tears shed by Gyeon-woo and Jik-nyeo turned into rain and fell to the ground.,"變 (변: change, alter) + 化 (화: change, become, transform)"
땅,Noun,견우와 직녀가 흘린 눈물이 비로 변해 땅으로 떨어졌어요.,"ground, land",The tears shed by Gyeon-woo and Jik-nyeo turned into rain and fell to the ground.,Pure Korean
떨어지다,Verb,견우와 직녀가 흘린 눈물이 비로 변해 땅으로 떨어졌어요.,to fall,The tears shed by Gyeon-woo and Jik-nyeo turned into rain and fell to the ground.,Pure Korean
매년,Adverb,그렇게 매년 칠월 칠석이 되면 견우와 직녀는 아침 일찍부터 은하수로 달려갔어요.,every year,"And so, every year on Chil-wol Chil-seok, Gyeon-woo and Jik-nyeo would run to the Milky Way early in the morning.","每年: 每 (매: every, each) + 年 (년: year)"
펑펑,Adverb,두 사람은 서로의 이름을 부르며 눈물을 펑펑 흘렸어요.,"profusely, copiously (describes crying heavily)",The two called out each other's names and cried profusely.,Pure Korean
때문,Noun,두 사람의 눈물 때문에 땅에는 비가 아주 많이 내렸어요.,"reason, cause (because of)","Because of their tears, a lot of rain fell on the ground.",Pure Korean
홍수,Noun,비 때문에 홍수가 나서 동물들이 살 집을 잃기도 했어요.,flood,"Because of the rain, there was a flood, and some animals lost their homes.","洪水: 洪 (홍: flood, vast) + 水 (수: water)"
잃다,Verb,비 때문에 홍수가 나서 동물들이 살 집을 잃기도 했어요.,to lose,"Because of the rain, there was a flood, and some animals lost their homes.",Pure Korean
이렇게,Adverb,이렇게 칠월 칠석만 되면 홍수가 나자 동물들은 걱정이 많아졌어요.,"like this, in this way","As floods occurred like this every Chil-wol Chil-seok, the animals became very worried.",Pure Korean
어쩌다,Verb,"""칠월 칠석마다 홍수가 나면 어쩌지?","to do what, what to do","""What if floods happen every Chil-wol Chil-seok?""",Pure Korean
날아다니다,Verb,"그때, 하늘 위를 날아다니던 까마귀와 까치가 말했어요.",to fly around,"Just then, crows and magpies flying in the sky spoke.",Pure Korean
까마귀,Noun,"그때, 하늘 위를 날아다니던 까마귀와 까치가 말했어요.",crow,"Just then, crows and magpies flying in the sky spoke.",Pure Korean
까치,Noun,"그때, 하늘 위를 날아다니던 까마귀와 까치가 말했어요.",magpie,"Just then, crows and magpies flying in the sky spoke.",Pure Korean
다리,Noun,"""견우 님과 직녀 공주님이 만날 수 있도록 우리가 다리를 만들면 어떨까?""",bridge,"""How about we make a bridge so that Lord Gyeon-woo and Princess Jik-nyeo can meet?""",Pure Korean
이어서,Adverb,"""우리가 몸을 이어서 다리를 만들면, 두 사람이 다리 위에서 만날 수 있을 거야.","to join, to connect","""If we join our bodies to make a bridge, the two can meet on the bridge.",Pure Korean
울다,Verb,"그럼 두 사람이 울지 않을 거고 홍수가 날 일도 없을 거야.""","to cry, to weep","Then the two won't cry, and there won't be any floods.""",Pure Korean
와,Adverb,"""와, 좋은 생각이야!""",Wow,"""Wow, that's a great idea!""",Pure Korean
돌아오다,Verb,칠월 칠일이 다시 돌아왔어요.,"to come back, to return",The seventh day of the seventh month returned again.,Pure Korean
날아가다,Verb,까마귀와 까치는 아침 일찍 은하수로 날아갔어요.,to fly away,Crows and magpies flew to the Milky Way early in the morning.,Pure Korean
어서,Adverb,"""자, 어서 다리를 만들자.""","quickly, come on","""Come on, let's quickly make the bridge.""",Pure Korean
밟다,Verb,"빨리 우리를 밟고 가세요!""",to step on,"Please quickly step on us and go!""",Pure Korean
조심,Noun,견우와 직녀는 까마귀와 까치가 만든 다리 위를 조심스럽게 걸어갔어요.,"caution, care",Gyeon-woo and Jik-nyeo carefully walked across the bridge made by the crows and magpies.,"操心: 操 (조: grasp, operate, manage) + 心 (심: heart, mind)"
걸어가다,Verb,견우와 직녀는 까마귀와 까치가 만든 다리 위를 조심스럽게 걸어갔어요.,to walk (along),Gyeon-woo and Jik-nyeo carefully walked across the bridge made by the crows and magpies.,Pure Korean
안다,Verb,두 사람은 서로를 안으며 기뻐했어요.,"to hug, to embrace",The two hugged each other and rejoiced.,Pure Korean
기뻐하다,Verb,두 사람은 서로를 안으며 기뻐했어요.,"to be delighted, to rejoice",The two hugged each other and rejoiced.,Pure Korean
덕분,Noun,"까마귀와 까치가 만들어준 다리 덕분에 견우와 직녀는 더 이상 울지 않았고, 홍수도 나지 않았어요.","thanks to, due to (a favor)","Thanks to the bridge made by the crows and magpies, Gyeon-woo and Jik-nyeo no longer cried, and there were no more floods.","德分: 德 (덕: virtue, benevolence, favor) + 分 (분: share, portion)"
이상,Noun,"까마귀와 까치가 만들어준 다리 덕분에 견우와 직녀는 더 이상 울지 않았고, 홍수도 나지 않았어요.",more than; no longer,"Thanks to the bridge made by the crows and magpies, Gyeon-woo and Jik-nyeo no longer cried, and there were no more floods.","以上: 以 (이: by, with, using) + 上 (상: above, up, on top)"
이때,Noun,"그리고 이때부터 매년 칠월 칠석의 밤하늘을 보면 아주 밝게 빛나는 두 별을 볼 수 있는데, 견우와 직녀가 서로를 만나 기뻐서 밝게 빛나는 거라고 해요.","at this time, then","And from this time on, if you look at the night sky on Chil-wol Chil-seok every year, you can see two very brightly shining stars, and they say it's Gyeon-woo and Jik-nyeo shining brightly out of joy from meeting each other.",Pure Korean
밝다,Adjective,"그리고 이때부터 매년 칠월 칠석의 밤하늘을 보면 아주 밝게 빛나는 두 별을 볼 수 있는데, 견우와 직녀가 서로를 만나 기뻐서 밝게 빛나는 거라고 해요.",bright,"And from this time onwards, if you look at the night sky every year on Chilseok (the seventh day of the seventh month), you can see two stars shining very brightly, and it is said that Gyeonwoo and Jiknyeo are shining brightly because they are happy to meet each other.",Pure Korean
빛나다,Verb,"그리고 이때부터 매년 칠월 칠석의 밤하늘을 보면 아주 밝게 빛나는 두 별을 볼 수 있는데, 견우와 직녀가 서로를 만나 기뻐서 밝게 빛나는 거라고 해요.",to shine,"And from this time onwards, if you look at the night sky every year on Chilseok (the seventh day of the seventh month), you can see two stars shining very brightly, and it is said that Gyeonwoo and Jiknyeo are shining brightly because they are happy to meet each other.",Pure Korean
별,Noun,"그리고 이때부터 매년 칠월 칠석의 밤하늘을 보면 아주 밝게 빛나는 두 별을 볼 수 있는데, 견우와 직녀가 서로를 만나 기뻐서 밝게 빛나는 거라고 해요.",star,"And from this time onwards, if you look at the night sky every year on Chilseok (the seventh day of the seventh month), you can see two stars shining very brightly, and it is said that Gyeonwoo and Jiknyeo are shining brightly because they are happy to meet each other.",Pure Korean
아주 먼 옛날,Phrase,"아주 먼 옛날, 하늘나라 임금님에게 직녀라는 딸이 있었어요.",a very long time ago,"A very long time ago, the King of the Heavens had a daughter named Jiknyeo.",Pure Korean
마음씨,Noun,직녀는 마음씨가 착하고 베를 잘 짜는 걸로 유명했어요.,heart / disposition,Jiknyeo was famous for her kind heart and her weaving skills.,Pure Korean
베(를) 짜다,Verb Phrase,직녀는 매일 부지런하게 베를 짰어요.,to weave cloth,Jiknyeo wove diligently every day.,Pure Korean
반짝반짝,Adverb (Ideophone),직녀가 짠 옷감은 반짝반짝 빛이 났어요.,twinkling / brightly,"The fabric Jiknyeo wove shone brightly, twinkling.",Pure Korean
어쩜,Adverb,직녀 공주님은 어쩜 저렇게 착하고 부지런하실까요?,how on earth / how can it be,"How can Princess Jiknyeo be so kind and diligent?",Pure Korean
소를 몰다,Verb Phrase,소를 몰고 있는 한 청년을 만나게 됐어요.,to herd cows,She met a young man herding cows.,Pure Korean
사랑에 빠지다,Verb Phrase,견우와 직녀는 처음 본 순간부터 서로 사랑에 빠졌어요.,to fall in love,"From the moment they first saw each other, Gyeonu and Jiknyeo fell in love.",Pure Korean
혼(을) 내다,Verb Phrase,두 사람이 일을 하지 않는다는 이야기를 들은 임금님은 두 사람을 불러 혼을 냈어요.,to scold,"Hearing that the two were not working, the King called them in and scolded them.",Sino-Korean (혼 魂) + Pure Korean
약속을 지키다,Verb Phrase,하지만 곧 두 사람은 약속을 지키지 않고 다시 놀러 다니기 시작했어요.,to keep a promise,"However, the two soon broke their promise (did not keep it) and started playing around again.",Sino-Korean (약속 約束) + Pure Korean
마음이 약해지다,Verb Phrase,그 모습에 임금님은 마음이 약해졌어요.,to soften one's heart / to weaken in resolve,Seeing them like that the King's heart softened.,Pure Korean (마음) + Sino-Korean (약 弱) + Pure Korean
은하수,Noun,"지금 당장 직녀는 은하수 서쪽으로, 견우는 은하수 동쪽으로 가라!",Milky Way,"Right this instant, Jiknyeo, go to the west of the Milky Way, and Gyeonu, go to the east of the Milky Way!",Sino-Korean (은하수 銀河水)
눈물을 흘리다,Verb Phrase,견우와 직녀는 눈물을 흘리며 말했어요.,to shed tears,"Gyeonu and Jiknyeo said, shedding tears.",Pure Korean
~로 변하다,Grammar Pattern / Verb,"견우와 직녀가 흘린 눈물이 비로 변해 땅으로 떨어졌어요.",to turn into / to change into,The tears shed by Gyeonu and Jiknyeo turned into rain and fell to the earth.,Sino-Korean (변 變) + Pure Korean
펑펑,Adverb (Ideophone),두 사람은 서로의 이름을 부르며 눈물을 펑펑 흘렸어요.,profusely / pouring down,The two called each other's names and cried profusely.,Pure Korean
홍수가 나다,Verb Phrase,비 때문에 홍수가 나서 동물들이 살 집을 잃기도 했어요.,to flood / a flood occurs,"Because of the rain, floods occurred and animals even lost their homes.",Sino-Korean (홍수 洪水) + Pure Korean
몸을 잇다,Verb Phrase,"우리가 몸을 이어서 다리를 만들면, 두 사람이 다리 위에서 만날 수 있을 거야.",to connect bodies,"If we connect our bodies to make a bridge, the two can meet on the bridge.",Pure Korean
~기로 유명하다,Grammar Pattern,견우는 하늘나라에서 부지런하기로 유명한 농부였어요.,famous for doing / being X,Gyeonu was a farmer famous in the heavens for his diligence.,Sino-Korean (유명 有名) + Pure Korean
~기만 하다,Grammar Pattern,견우와 직녀는 결혼한 뒤에 매일 놀러 다니기만 했어요.,to do nothing but X / to only do X,After getting married Gyeonu and Jiknyeo did nothing but play and hang out every day.,Pure Korean
조심스럽게,Adverb,견우와 직녀는 까마귀와 까치가 만든 다리 위를 조심스럽게 걸어갔어요.,carefully / cautiously,Gyeonu and Jiknyeo carefully walked across the bridge made by the crows and magpies.,Sino-Korean (조심 操心) + Pure Korean
서로를 안다,Verb Phrase,두 사람은 서로를 안으며 기뻐했어요.,to embrace each other,The two embraced each other in joy.,Pure Korean
