Korean,English,Etymology,Part of Speech,Example Sentence,Sentence Translation
매년,"every year, annually",毎 (매: every) + 年 (년: year),Adverb,"'뽀로로야, 우리 펭귄들은 매년 긴 여행을 한단다.","'Pororo, we penguins go on a long journey every year.'"
길다,to be long,Pure Korean,Adjective,"'뽀로로야, 우리 펭귄들은 매년 긴 여행을 한단다.","'Pororo, we penguins go on a long journey every year.'"
여행,"trip, journey, travel","旅 (여: travel, journey) + 行 (행: go, path)",Noun,"'뽀로로야, 우리 펭귄들은 매년 긴 여행을 한단다.","'Pororo, we penguins go on a long journey every year.'"
하다,"to do, to make",Pure Korean,Verb,"'뽀로로야, 우리 펭귄들은 매년 긴 여행을 한단다.","'Pororo, we penguins go on a long journey every year.'"
알,egg,Pure Korean,Noun,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
낳다,"to lay (eggs), to give birth",Pure Korean,Verb,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
새끼,"young (animal), offspring",Pure Korean,Noun,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
키우다,"to raise, to rear",Pure Korean,Verb,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
위하다,"to do for, to be for the sake of",Pure Korean,Verb,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
특별,special,"特 (특: special, unique) + 別 (별: distinguish, separate)",Noun,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
장소,"place, location","場 (장: place, field) + 所 (소: place, location)",Noun,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
이동,"movement, transfer","移 (이: move, shift) + 動 (동: move, change)",Noun,우리는 알을 낳고 새끼를 키우기 위해 특별한 장소로 이동해.','We move to a special place to lay eggs and raise our young.'
반짝이다,"to sparkle, to twinkle",Pure Korean,Verb,뽀로로는 눈을 반짝이며 물었습니다.,Pororo's eyes sparkled as he asked.
정말,"really, truly","正 (정: correct, proper) + 말 (Pure Korean: word, speech)",Adverb,'정말요?,'Really?'
가다,to go,Pure Korean,Verb,어디로 가는 거예요?','Where are you going?'
거,"thing (grammatical particle, contraction of 것)",Pure Korean,Noun,어디로 가는 거예요?','Where are you going?'
멀리,far,Pure Korean,Adverb,엄마 펭귄은 '그곳은 아주 멀리 떨어진 곳이야. 우리는 그곳까지 걸어가야 해.'라고 말했습니다.,"Mama Penguin said, 'That place is very far away. We have to walk there.'"
떨어지다,to be away (from a place),Pure Korean,Verb,엄마 펭귄은 '그곳은 아주 멀리 떨어진 곳이야. 우리는 그곳까지 걸어가야 해.'라고 말했습니다.,"Mama Penguin said, 'That place is very far away. We have to walk there.'"
걸어가다,to walk (to),Pure Korean,Verb,엄마 펭귄은 '그곳은 아주 멀리 떨어진 곳이야. 우리는 그곳까지 걸어가야 해.'라고 말했습니다.,"Mama Penguin said, 'That place is very far away. We have to walk there.'"
말,"words, speech",Pure Korean,Noun,엄마 펭귄은 '그곳은 아주 멀리 떨어진 곳이야. 우리는 그곳까지 걸어가야 해.'라고 말했습니다.,"Mama Penguin said, 'That place is very far away. We have to walk there.'"
다음,next,Pure Korean,Noun,"다음 날 아침, 펭귄들은 여행을 시작했습니다.","The next morning, the penguins began their journey."
아침,morning,Pure Korean,Noun,"다음 날 아침, 펭귄들은 여행을 시작했습니다.","The next morning, the penguins began their journey."
시작,"start, beginning","始 (시: begin, start) + 作 (작: make, do)",Noun,"다음 날 아침, 펭귄들은 여행을 시작했습니다.","The next morning, the penguins began their journey."
줄,"line, row",Pure Korean,Noun,펭귄들은 줄을 맞춰서 천천히 걸어갔습니다.,The penguins walked slowly in a line.
맞추다,"to align, to form (a line)",Pure Korean,Verb,펭귄들은 줄을 맞춰서 천천히 걸어갔습니다.,The penguins walked slowly in a line.
천천히,slowly,Pure Korean,Adverb,펭귄들은 줄을 맞춰서 천천히 걸어갔습니다.,The penguins walked slowly in a line.
부르다,"to call, to name",Pure Korean,Verb,이 행진을 펭귄들의 행진이라고 부릅니다.,This march is called the March of the Penguins.
처음,"first time, beginning",Pure Korean,Noun,뽀로로는 처음으로 긴 여행을 하는 것이라서 너무 신이 났습니다.,Pororo was so excited because it was his first long journey.
너무,"so, very, too",Pure Korean,Adverb,뽀로로는 처음으로 긴 여행을 하는 것이라서 너무 신이 났습니다.,Pororo was so excited because it was his first long journey.
신,"excitement, spirit",Pure Korean,Noun,뽀로로는 처음으로 긴 여행을 하는 것이라서 너무 신이 났습니다.,Pororo was so excited because it was his first long journey.
나다,"to arise, to come out, to happen",Pure Korean,Verb,뽀로로는 처음으로 긴 여행을 하는 것이라서 너무 신이 났습니다.,Pororo was so excited because it was his first long journey.
뒤뚱뒤뚱,"waddling, wobbling",Pure Korean,Adverb,뽀로로는 뒤뚱뒤뚱 걷는 친구 펭귄 크롱과 함께 걸었습니다.,"Pororo walked with his friend penguin Crong, who walked with a waddle."
친구,friend,"親 (친: intimate, close) + 舊 (구: old, former)",Noun,뽀로로는 뒤뚱뒤뚱 걷는 친구 펭귄 크롱과 함께 걸었습니다.,"Pororo walked with his friend penguin Crong, who walked with a waddle."
크다,"to be big, to be large",Pure Korean,Adjective,뽀로로는 뒤뚱뒤뚱 걷는 친구 펭귄 크롱과 함께 걸었습니다.,"Pororo walked with his friend penguin Crong, who walked with a waddle."
롱,part of a proper noun (Crong); no independent meaning in this context,Pure Korean (as part of a proper noun),Noun,뽀로로는 뒤뚱뒤뚱 걷는 친구 펭귄 크롱과 함께 걸었습니다.,"Pororo walked with his friend penguin Crong, who walked with a waddle."
빨리,"quickly, fast",Pure Korean,Adverb,"'크롱아, 우리 빨리 가자!'","'Crong, let's go quickly!'"
크롱크롱,Crong-Crong (onomatopoeic sound),Pure Korean,Noun,크롱은 '크롱크롱!' 하고 대답하며 뽀로로를 따라갔습니다.,"Crong replied, 'Crong-Crong!' and followed Pororo."
따라가다,"to follow, to go after",Pure Korean,Verb,크롱은 '크롱크롱!' 하고 대답하며 뽀로로를 따라갔습니다.,"Crong replied, 'Crong-Crong!' and followed Pororo."
덮이다,to be covered,Pure Korean,Verb,펭귄들은 눈 덮인 길을 걸었습니다.,The penguins walked on a snow-covered path.
길,"road, path, way",Pure Korean,Noun,펭귄들은 눈 덮인 길을 걸었습니다.,The penguins walked on a snow-covered path.
넘어지다,"to fall down, to tumble",Pure Korean,Verb,"어떤 펭귄은 넘어지기도 하고, 어떤 펭귄은 미끄러지기도 했습니다.","Some penguins fell down, and some slipped."
미끄러지다,"to slip, to slide",Pure Korean,Verb,"어떤 펭귄은 넘어지기도 하고, 어떤 펭귄은 미끄러지기도 했습니다.","Some penguins fell down, and some slipped."
하지만,"but, however",Pure Korean,Adverb,하지만 펭귄들은 서로 도와주면서 계속 걸어갔습니다.,"However, the penguins kept walking, helping each other."
계속,"continuously, keep (doing something)","繼 (계: connect, succeed) + 續 (속: continue, follow)",Adverb,하지만 펭귄들은 서로 도와주면서 계속 걸어갔습니다.,"However, the penguins kept walking, helping each other."
힘들다,to be tiring,Pure Korean,Adjective,뽀로로는 걷다가 힘들어서 잠시 쉬고 싶었습니다.,"Pororo was walking and got tired, so he wanted to rest for a moment."
잠시,for a moment,"暫 (잠: temporary, for a while) + 時 (시: time)",Adverb,뽀로로는 걷다가 힘들어서 잠시 쉬고 싶었습니다.,"Pororo was walking and got tired, so he wanted to rest for a moment."
쉬다,to rest,Pure Korean,Verb,뽀로로는 걷다가 힘들어서 잠시 쉬고 싶었습니다.,"Pororo was walking and got tired, so he wanted to rest for a moment."
조금,a little,Pure Korean,Noun,"하지만 엄마 펭귄은 '뽀로로야, 조금만 더 힘내! 곧 도착할 거야.'라고 격려했습니다.","However, Mama Penguin encouraged him, saying, 'Pororo, cheer up a little more! We'll arrive soon.'"
더,more,Pure Korean,Adverb,"하지만 엄마 펭귄은 '뽀로로야, 조금만 더 힘내! 곧 도착할 거야.'라고 격려했습니다.","However, Mama Penguin encouraged him, saying, 'Pororo, cheer up a little more! We'll arrive soon.'"
힘내다,to cheer up,Pure Korean,Verb,"하지만 엄마 펭귄은 '뽀로로야, 조금만 더 힘내! 곧 도착할 거야.'라고 격려했습니다.","However, Mama Penguin encouraged him, saying, 'Pororo, cheer up a little more! We'll arrive soon.'"
곧,soon,Pure Korean,Adverb,"하지만 엄마 펭귄은 '뽀로로야, 조금만 더 힘내! 곧 도착할 거야.'라고 격려했습니다.","However, Mama Penguin encouraged him, saying, 'Pororo, cheer up a little more! We'll arrive soon.'"
도착,arrival,"到 (도: arrive, reach) + 着 (착: attach, arrive)",Noun,"하지만 엄마 펭귄은 '뽀로로야, 조금만 더 힘내! 곧 도착할 거야.'라고 격려했습니다.","However, Mama Penguin encouraged him, saying, 'Pororo, cheer up a little more! We'll arrive soon.'"
격려,encouragement,"激 (격: incite, excite) + 勵 (려: encourage, urge)",Noun,"하지만 엄마 펭귄은 '뽀로로야, 조금만 더 힘내! 곧 도착할 거야.'라고 격려했습니다.","However, Mama Penguin encouraged him, saying, 'Pororo, cheer up a little more! We'll arrive soon.'"
중,during,"中 (중: middle, during)",Noun,여행 중에 펭귄들은 여러 가지 어려움을 겪었습니다.,"During their journey, the penguins experienced various difficulties."
가지,kind,Pure Korean,Noun,여행 중에 펭귄들은 여러 가지 어려움을 겪었습니다.,"During their journey, the penguins experienced various difficulties."
어려움,difficulty,Pure Korean,Noun,여행 중에 펭귄들은 여러 가지 어려움을 겪었습니다.,"During their journey, the penguins experienced various difficulties."
겪다,to experience,Pure Korean,Verb,여행 중에 펭귄들은 여러 가지 어려움을 겪었습니다.,"During their journey, the penguins experienced various difficulties."
갑자기,suddenly,Pure Korean,Adverb,갑자기 눈보라가 몰아쳐서 앞이 잘 보이지 않았습니다.,"Suddenly, a snowstorm raged, making it difficult to see ahead."
눈보라,snowstorm,Pure Korean,Noun,갑자기 눈보라가 몰아쳐서 앞이 잘 보이지 않았습니다.,"Suddenly, a snowstorm raged, making it difficult to see ahead."
몰아치다,to rage,Pure Korean,Verb,갑자기 눈보라가 몰아쳐서 앞이 잘 보이지 않았습니다.,"Suddenly, a snowstorm raged, making it difficult to see ahead."
앞,front,Pure Korean,Noun,갑자기 눈보라가 몰아쳐서 앞이 잘 보이지 않았습니다.,"Suddenly, a snowstorm raged, making it difficult to see ahead."
보이다,to be visible,Pure Korean,Verb,갑자기 눈보라가 몰아쳐서 앞이 잘 보이지 않았습니다.,"Suddenly, a snowstorm raged, making it difficult to see ahead."
어깨,shoulder,Pure Korean,Noun,펭귄들은 서로의 어깨를 잡고 길을 잃지 않도록 조심했습니다.,The penguins held onto each other's shoulders and were careful not to lose their way.
잃다,to lose,Pure Korean,Verb,펭귄들은 서로의 어깨를 잡고 길을 잃지 않도록 조심했습니다.,The penguins held onto each other's shoulders and were careful not to lose their way.
조심,caution,"操 (조: grasp, manage) + 心 (심: heart, mind)",Noun,펭귄들은 서로의 어깨를 잡고 길을 잃지 않도록 조심했습니다.,The penguins held onto each other's shoulders and were careful not to lose their way.
또,also,Pure Korean,Adverb,"또, 얼음이 깨져서 바다에 빠질 뻔한 펭귄도 있었습니다.","Also, there was a penguin that almost fell into the sea when the ice broke."
얼음,ice,Pure Korean,Noun,"또, 얼음이 깨져서 바다에 빠질 뻔한 펭귄도 있었습니다.","Also, there was a penguin that almost fell into the sea when the ice broke."
깨지다,to be broken,Pure Korean,Verb,"또, 얼음이 깨져서 바다에 빠질 뻔한 펭귄도 있었습니다.","Also, there was a penguin that almost fell into the sea when the ice broke."
바다,sea,Pure Korean,Noun,"또, 얼음이 깨져서 바다에 빠질 뻔한 펭귄도 있었습니다.","Also, there was a penguin that almost fell into the sea when the ice broke."
빠지다,to fall into,Pure Korean,Verb,"또, 얼음이 깨져서 바다에 빠질 뻔한 펭귄도 있었습니다.","Also, there was a penguin that almost fell into the sea when the ice broke."
뻔,almost (as in 'almost did'),Pure Korean,Noun,"또, 얼음이 깨져서 바다에 빠질 뻔한 펭귄도 있었습니다.","Also, there was a penguin that almost fell into the sea when the ice broke."
다행히,fortunately,"多 (다: many, much) + 幸 (행: luck, fortune)",Adverb,다행히 다른 펭귄들이 재빨리 구해 주어서 무사했습니다.,"Fortunately, the other penguins quickly rescued them, so they were safe."
재빨리,quickly,Pure Korean,Adverb,다행히 다른 펭귄들이 재빨리 구해 주어서 무사했습니다.,"Fortunately, the other penguins quickly rescued them, so they were safe."
구하다,to rescue,"救 (구: save, rescue) + 하다 (하: do)",Verb,다행히 다른 펭귄들이 재빨리 구해 주어서 무사했습니다.,"Fortunately, the other penguins quickly rescued them, so they were safe."
무사,"safe, unharmed","無 (무: not, un-, without) + 事 (사: matter, affair, incident)",Noun,다행히 다른 펭귄들이 재빨리 구해 주어서 무사했습니다.,"Fortunately, the other penguins quickly rescued them, so they were safe."
걱정,"worry, concern",Pure Korean,Noun,"뽀로로는 걱정했지만, 친구들과 함께라서 용기를 낼 수 있었습니다.","Pororo was worried, but since he was with his friends, he was able to gather courage."
용기,"courage, bravery","勇 (용: brave, courageous) + 氣 (기: spirit, energy, air)",Noun,"뽀로로는 걱정했지만, 친구들과 함께라서 용기를 낼 수 있었습니다.","Pororo was worried, but since he was with his friends, he was able to gather courage."
내다,"to gather, to show (in the context of '용기를 내다')",Pure Korean,Verb,"뽀로로는 걱정했지만, 친구들과 함께라서 용기를 낼 수 있었습니다.","Pororo was worried, but since he was with his friends, he was able to gather courage."
수,"ability, way, possibility (used in '-ㄹ 수 있다' construction)",Pure Korean,Noun,"뽀로로는 걱정했지만, 친구들과 함께라서 용기를 낼 수 있었습니다.","Pororo was worried, but since he was with his friends, he was able to gather courage."
밤,night,Pure Korean,Noun,펭귄들은 밤에는 함께 모여서 잠을 잤습니다.,"At night, the penguins gathered together and slept."
잠,sleep,Pure Korean,Noun,펭귄들은 밤에는 함께 모여서 잠을 잤습니다.,"At night, the penguins gathered together and slept."
자다,to sleep,Pure Korean,Verb,펭귄들은 밤에는 함께 모여서 잠을 잤습니다.,"At night, the penguins gathered together and slept."
등,back (body part),Pure Korean,Noun,서로의 등을 기대고 추위를 피했습니다.,They leaned their backs against each other to avoid the cold.
기대다,"to lean on, to rely on",Pure Korean,Verb,서로의 등을 기대고 추위를 피했습니다.,They leaned their backs against each other to avoid the cold.
피하다,"to avoid, to escape","避 (피: avoid, evade)",Verb,서로의 등을 기대고 추위를 피했습니다.,They leaned their backs against each other to avoid the cold.
밤하늘,night sky,밤 (Pure Korean: night) + 하늘 (Pure Korean: sky),Noun,뽀로로는 밤하늘의 별을 보면서 신기했습니다.,Pororo was amazed as he looked at the stars in the night sky.
별,star,Pure Korean,Noun,뽀로로는 밤하늘의 별을 보면서 신기했습니다.,Pororo was amazed as he looked at the stars in the night sky.
보다,"to see, to look at",Pure Korean,Verb,뽀로로는 밤하늘의 별을 보면서 신기했습니다.,Pororo was amazed as he looked at the stars in the night sky.
와,Wow! (interjection),Pure Korean,Adverb,"'와, 별이 정말 많다!' 뽀로로가 말했습니다. 크롱은 옆에서 '크롱크롱!' 하고 뽀로로의 말에 동의했습니다.","'Wow, there are so many stars!' Pororo said. Crong agreed with Pororo's words, saying 'Crong Crong!' beside him."
옆,side,Pure Korean,Noun,"'와, 별이 정말 많다!' 뽀로로가 말했습니다. 크롱은 옆에서 '크롱크롱!' 하고 뽀로로의 말에 동의했습니다.","'Wow, there are so many stars!' Pororo said. Crong agreed with Pororo's words, saying 'Crong Crong!' beside him."
'크롱크,(sound of Crong's cry),Pure Korean,Noun,"'와, 별이 정말 많다!' 뽀로로가 말했습니다. 크롱은 옆에서 '크롱크롱!' 하고 뽀로로의 말에 동의했습니다.","'Wow, there are so many stars!' Pororo said. Crong agreed with Pororo's words, saying 'Crong Crong!' beside him."
동의,agreement,"同 (동: same, together) + 意 (의: meaning, intention, idea)",Noun,"'와, 별이 정말 많다!' 뽀로로가 말했습니다. 크롱은 옆에서 '크롱크롱!' 하고 뽀로로의 말에 동의했습니다.","'Wow, there are so many stars!' Pororo said. Crong agreed with Pororo's words, saying 'Crong Crong!' beside him."
며칠,a few days,Pure Korean,Noun,며칠 동안 펭귄들은 계속 걸었습니다.,"For a few days, the penguins kept walking."
동안,"during, for (a period of time)",Pure Korean,Noun,며칠 동안 펭귄들은 계속 걸었습니다.,"For a few days, the penguins kept walking."
드디어,"finally, at last",Pure Korean,Adverb,드디어 펭귄들은 목적지에 도착했습니다.,"Finally, the penguins arrived at their destination."
목적지,destination,"目 (목: eye, item, purpose) + 的 (적: -ic, -ive, target) + 地 (지: ground, place)",Noun,드디어 펭귄들은 목적지에 도착했습니다.,"Finally, the penguins arrived at their destination."
수많다,"to be numerous, countless","數 (수: number, count) + 많다 (Pure Korean: many)",Adjective,그곳은 수많은 펭귄들이 모여 있는 넓은 땅이었습니다.,It was a wide land where numerous penguins had gathered.
넓다,"to be wide, to be spacious",Pure Korean,Adjective,그곳은 수많은 펭귄들이 모여 있는 넓은 땅이었습니다.,It was a wide land where numerous penguins had gathered.
땅,"land, ground",Pure Korean,Noun,그곳은 수많은 펭귄들이 모여 있는 넓은 땅이었습니다.,It was a wide land where numerous penguins had gathered.
인사,greeting,"人 (인: person, human) + 事 (사: matter, affair)",Noun,"펭귄들은 서로 인사를 나누고, 반갑게 맞이했습니다.",The penguins exchanged greetings with each other and welcomed them warmly.
나누다,"to share, to exchange",Pure Korean,Verb,"펭귄들은 서로 인사를 나누고, 반갑게 맞이했습니다.",The penguins exchanged greetings with each other and welcomed them warmly.
만나다,to meet,Pure Korean,Verb,뽀로로는 새로운 친구들을 많이 만났습니다.,Pororo met many new friends.
위,"top, above, on",Pure Korean,Noun,"뽀로로는 친구들과 함께 눈 위에서 뛰어놀고, 미끄럼을 타면서 즐거운 시간을 보냈습니다.","Pororo played and slid on the snow with his friends, having a joyful time."
뛰어놀다,"to play around, to run and play",Pure Korean,Verb,"뽀로로는 친구들과 함께 눈 위에서 뛰어놀고, 미끄럼을 타면서 즐거운 시간을 보냈습니다.","Pororo played and slid on the snow with his friends, having a joyful time."
미끄럼,"slide, sliding",Pure Korean,Noun,"뽀로로는 친구들과 함께 눈 위에서 뛰어놀고, 미끄럼을 타면서 즐거운 시간을 보냈습니다.","Pororo played with his friends on the snow, sliding and having a good time."
타다,"to ride, to take",Pure Korean,Verb,"뽀로로는 친구들과 함께 눈 위에서 뛰어놀고, 미끄럼을 타면서 즐거운 시간을 보냈습니다.","Pororo played with his friends on the snow, sliding and having a good time."
시간,time,"時 (시: time) + 間 (간: between, interval)",Noun,"뽀로로는 친구들과 함께 눈 위에서 뛰어놀고, 미끄럼을 타면서 즐거운 시간을 보냈습니다.","Pororo played with his friends on the snow, sliding and having a good time."
보내다,"to spend, to send",Pure Korean,Verb,"뽀로로는 친구들과 함께 눈 위에서 뛰어놀고, 미끄럼을 타면서 즐거운 시간을 보냈습니다.","Pororo played with his friends on the snow, sliding and having a good time."
지키다,"to protect, to guard, to keep",Pure Korean,Verb,뽀로로는 엄마 펭귄 옆에서 알을 따뜻하게 지켜 주었습니다.,Pororo protected the egg warmly next to the mother penguin.
아빠,"father, dad",Pure Korean,Noun,뽀로로는 자기가 아빠가 된 것처럼 기뻤습니다.,Pororo was happy as if he had become a father.
되다,to become,Pure Korean,Verb,뽀로로는 자기가 아빠가 된 것처럼 기뻤습니다.,Pororo was happy as if he had become a father.
기쁘다,"to be happy, to be joyful",Pure Korean,Adjective,뽀로로는 자기가 아빠가 된 것처럼 기뻤습니다.,Pororo was happy as if he had become a father.
작다,"to be small, to be little",Pure Korean,Adjective,"어느 날, 알에서 작은 아기 펭귄이 태어났습니다.","One day, a small baby penguin was born from the egg."
태어나다,to be born,Pure Korean,Verb,"어느 날, 알에서 작은 아기 펭귄이 태어났습니다.","One day, a small baby penguin was born from the egg."
