Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
소희,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
진짜,Adverb,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
지내다,Verb,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
미안,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
월급,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
스파게티,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
피자,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
맨날,Adverb,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
한식,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
이탈리안,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
음식점,Noun,"희영: “소희야! 진짜 오랜만이다! 잘 지냈어? 내가 요즘 연락을 너무 못해서 미안해.”
소희: “야~ 괜찮아. 우리가 보통 친구야? 그 정도쯤은 이해할 수 있어! 우리 맛있는 거 먹자!”
희영: “그래! 내가 살게! 나 이번에 월급도 받았어! 뭐 먹을래? 아 진짜 오랜만에 만나니까 너무 좋다! 비싼 거 먹어도 돼!”
소희: “진짜? 그럼 우리 스파게티랑 피자 먹자. 나 요즘에 맨날 한식만 먹었는데, 친구 만났으니 이탈리안 음식 먹자! 너도 피자 좋아하지?”
희영: “당연하지! 피자 안 좋아하는 사람이 어디 있어! 나 맛있는 음식점 알아~ 가자!”",,,
신나다,Verb,오랜만에 친구와 신나게 수다를 떨면서 스파게티와 피자를 먹었다.,,,
수다,Noun,오랜만에 친구와 신나게 수다를 떨면서 스파게티와 피자를 먹었다.,,,
떨다,Verb,오랜만에 친구와 신나게 수다를 떨면서 스파게티와 피자를 먹었다.,,,
잠시,Adverb,오랜만에 친구와 수다를 떠니 잠시 있고 있었던 옛 날 생각이 많이 났다.,,,
근무,Noun,소희는 현재 한 직장에서 2 년 째 근무 중인데 이제 곧 승진을 한다고 했다.,,,
승진,Noun,소희는 현재 한 직장에서 2 년 째 근무 중인데 이제 곧 승진을 한다고 했다.,,,
지,Noun,"고등학교 때부터 모든 지 열심히 했는데, 직장에서도 항상 열심히 일을 해서 좋은 결실을 맺었다.",,,
결실,Noun,"고등학교 때부터 모든 지 열심히 했는데, 직장에서도 항상 열심히 일을 해서 좋은 결실을 맺었다.",,,
맺다,Verb,"고등학교 때부터 모든 지 열심히 했는데, 직장에서도 항상 열심히 일을 해서 좋은 결실을 맺었다.",,,
질투,Noun,보통 친구들이 좋은 일이 생기면 질투가 날 수도 있는데 친 자매 같이 생각하는 소희가 승진을 한다고 하니 나도 기분이 너무 좋다.,,,
자매,Noun,보통 친구들이 좋은 일이 생기면 질투가 날 수도 있는데 친 자매 같이 생각하는 소희가 승진을 한다고 하니 나도 기분이 너무 좋다.,,,
때문,Noun,나는 아직 일을 시작한 지 얼마 안 됐기 때문에 언제 승진을 할지는 모르겠지만 하루하루 열심히 일을 하면 좋은 결실을 맺을 거라고 생각한다.,,,
긍정,Noun,새로운 직장에서 내일은 더 긍정적인 자세로 일을 할 것이다.,,,
자세,Noun,새로운 직장에서 내일은 더 긍정적인 자세로 일을 할 것이다.,,,
돌아오다,Verb,집에 돌아와서 샤워를 하고 내가 가장 좋아하는 바디로션을 발랐다.,,,
바디,Noun,집에 돌아와서 샤워를 하고 내가 가장 좋아하는 바디로션을 발랐다.,,,
로션,Noun,집에 돌아와서 샤워를 하고 내가 가장 좋아하는 바디로션을 발랐다.,,,
바르다,Verb,집에 돌아와서 샤워를 하고 내가 가장 좋아하는 바디로션을 발랐다.,,,
향기,Noun,달콤한 향기에 기분이 좋아지는 로션이다.,,,
또,Adverb,내일은 또 다시 바쁜 하루가 시작되겠지만 오늘 하루 열심히 충전을 했으니 내일이 두렵지 않다!,,,
충전,Noun,내일은 또 다시 바쁜 하루가 시작되겠지만 오늘 하루 열심히 충전을 했으니 내일이 두렵지 않다!,,,
우울,Noun,몇 달 전에 스물아홉 살이 되어서 우울했는데 이제는 전혀 우울하지 않다.,,,
전혀,Adverb,몇 달 전에 스물아홉 살이 되어서 우울했는데 이제는 전혀 우울하지 않다.,,,
당당,Adverb,오히려 스물아홉 살에 열심히 일하는 당당한 여자가 될 것 같은 좋은 느낌이 든다.,,,
