Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
진짜,Adverb,"나: “엄마, 나 진짜 고마워. 오늘은 내가 태어나서 가장 행복한 날이야. 나는 비록 아빠와 함께 있지 않지만, 엄마가 나를 사랑해줘서 너무 행복해. 엄마 내가 미래에 꼭 훌륭한 사람이 될게. 그리고 엄마한테 맛있는 거 많이 사줄게. 진짜 사랑해.”","really, truly","Me: “Mom, I'm really thankful. Today is the happiest day since I was born. Although I'm not with Dad, I'm so happy that you love me. Mom, I'll definitely become a great person in the future. And I'll buy you lots of delicious food. I truly love you.”",Pure Korean
비록,Adverb,"나: “엄마, 나 진짜 고마워. 오늘은 내가 태어나서 가장 행복한 날이야. 나는 비록 아빠와 함께 있지 않지만, 엄마가 나를 사랑해줘서 너무 행복해. 엄마 내가 미래에 꼭 훌륭한 사람이 될게. 그리고 엄마한테 맛있는 거 많이 사줄게. 진짜 사랑해.”","although, even though","Me: “Mom, I'm really thankful. Today is the happiest day since I was born. Although I'm not with Dad, I'm so happy that you love me. Mom, I'll definitely become a great person in the future. And I'll buy you lots of delicious food. I truly love you.”",Pure Korean
한동안,Noun,엄마는 한동안 아무 말도 안하고 내 두 눈을 쳐다봤다.,for a while,Mom didn't say anything for a while and just looked into my eyes.,Pure Korean
말없이,Adverb,엄마는 말없이 나를 안아 줬다.,"silently, without a word",Mom hugged me without a word.,Pure Korean
안다,Verb,엄마는 말없이 나를 안아 줬다.,"hug, embrace",Mom hugged me without a word.,Pure Korean
생일날,Noun,"엄마와 나는 5 년 전에 돌아가신 아빠를 생각하고 있다는 것을. ‘오늘 같은 생일날에, 아빠와 함께 할 수 있다면 더 더욱 행복했을 것이다…’",birthday,"Mom and I were thinking about Dad, who passed away 5 years ago. 'If I could be with Dad on a birthday like today, I would have been even happier...'","生 (생: life, birth) + 日 (일: day, sun) + 날 (Pure Korean: day)"
불평,Noun,몇몇 아이들은 불평할 수도 있다.,complaint,Some children might complain.,"不 (불: not, un-) + 平 (평: even, fair; related to discontent)"
정리,Noun,나는 엄마를 도와 정리를 했다.,"organize, tidy up",I helped Mom tidy up.,"整 (정: put in order, adjust) + 理 (리: manage, arrange)"
거실,Noun,거실을 깨끗하게 정리하고 엄마한테 진심으로 감사하다는 말을 전했다.,living room,"After tidying up the living room cleanly, I sincerely expressed my gratitude to Mom.","居 (거: live, dwell) + 室 (실: room)"
진심,Noun,거실을 깨끗하게 정리하고 엄마한테 진심으로 감사하다는 말을 전했다.,"sincerity, true heart","After tidying up the living room cleanly, I sincerely expressed my gratitude to Mom.","眞 (진: true, real) + 心 (심: heart, mind)"
감사,Noun,거실을 깨끗하게 정리하고 엄마한테 진심으로 감사하다는 말을 전했다.,"gratitude, thanks","After tidying up the living room cleanly, I sincerely expressed my gratitude to Mom.","感 (감: feel, sense) + 謝 (사: thank, apologize)"
생,Noun,"오늘은 내 생에 가장 행복한 날, 처음으로 생일잔치를 한 날이었다!",life,"Today was the happiest day of my life, the first time I had a birthday party!","生 (생: life, birth, live)"
잔치,Noun,"오늘은 내 생에 가장 행복한 날, 처음으로 생일잔치를 한 날이었다!","party, feast","Today was the happiest day of my life, the first time I had a birthday party!",Pure Korean
열심히,Phrase/Adverb,시험을 위해 열심히 공부했어요.,diligently / with all one's might,"I studied hard for the exam.","열심 (熱心 - passionate heart) + 히 (adverb suffix)"
춤을 추다,Phrase/Verb,아이들이 무대에서 춤을 추고 있어요.,to dance a dance / to dance,"The children are dancing on the stage.","춤 (noun form of dance) + 추다 (cognate verb to dance)"
각자,Phrase/Noun,회의가 끝난 후 각자의 자리로 돌아갔다.,each person / respectively,"After the meeting ended, everyone returned to their respective seats.","각 (各 - each) + 자 (自 - self)"
돌아가다,Phrase/Verb,일이 끝나면 집으로 돌아갈 거예요.,to return / to go back,"When work is done, I will go back home.","돌다 (to turn/veer) + 가다 (to go)"
울음,Grammar/Noun,아기의 울음이 그치지 않았다.,crying / weeping,"The baby's crying did not stop.","울다 (to cry) + -음 (nominalizing suffix)"
-을 수(가) 없다,Grammar/Pattern,너무 아파서 걸을 수가 없었어요.,cannot do [X] (inability/impossibility),"It hurt so much that I couldn't walk.","-을/ㄹ 수 없다 (potential grammar) + -가 (subject particle for emphasis)"
조그만,Grammar/Adjective,길가에 조그만 꽃이 피어 있었다.,small / tiny / little,"A tiny flower was blooming by the roadside.","조그맣다 (to be small, ㅎ-irregular) + -ㄴ (noun-modifying suffix)"
태어나다,Phrase/Verb,저는 서울에서 태어났어요.,to be born,"I was born in Seoul.","태 (胎 - prenatal/birth) + 어나다 (to emerge/come forth)"
가장,Phrase/Adverb,이 영화가 올해 가장 재미있어요.,most / best (superlative),"This movie is the most interesting one this year.","Pure Korean adverb"
-어/아서,Grammar/Pattern,한국에 와서 친구를 많이 만났어요.,time sequence (since doing [X] / and then),"Since coming to Korea, I have met many friends.","-어/아 (clausal connector) + 서 (sequential marker)"
-야 / -이야,Grammar/Pattern,여기가 내 고향이야.,casual present tense copula (to be),"This place is my hometown.","이다 (to be) conjugated in informal casual style (반말)"
비록,Phrase/Adverb,비록 몸은 힘들지만 마음은 행복해요.,even though / although,"Even though my body is tired, my heart is happy.","Pure Korean adverb (often framed with -지만)"
한동안,Phrase/Noun,그 친구와 한동안 연락이 끊겼었다.,for a while / for some time,"I lost touch with that friend for a while.","한 (one/complete) + 동안 (duration/period)"
아무... -도,Grammar/Pattern,교실에 아무도 없었어요.,any... at all (used with negative verbs),"There was no one in the classroom.","아무 (any) + Noun + -도 (even/also)"
쳐다보다,Phrase/Verb,그 사람은 나를 똑바로 쳐다봤다.,to look at / stare at / gaze at,"That person stared straight at me.","쳐 (intensive prefix) + 다보다 (to look down/at)"
함께,Phrase/Adverb,우리 함께 저녁 먹을까요?,together,"Shall we eat dinner together?","Pure Korean adverb (refined/literary alternative to 같이)"
보내다,Phrase/Verb,이번 주말을 어떻게 보낼 거예요?,to spend time / to send,"How are you going to spend this weekend?","Pure Korean verb"
사실,Phrase/Noun,그 소문은 결국 사실로 밝혀졌다.,fact / reality / truth,"That rumor turned out to be a fact in the end.","사 (事 - affair/matter) + 실 (實 - reality/truth)"
-다는 사실,Grammar/Pattern,그가 성공했다는 사실이 믿기지 않는다.,the fact that [X],"The fact that he succeeded is unbelievable.","-다고 하는 (indirect quotation modifier) contracted to -다는 + 사실 (fact)"
-(으)로,Grammar/Particle,그 소식으로 많은 사람이 위로를 받았다.,because of / by means of (cause/reason),"Many people received comfort because of that news.","Directional/instrumental particle serving a causal role"
몇몇,Phrase/Noun,몇몇 직원은 야근을 해야 했다.,a few / some / several,"A few employees had to work overtime.","Reduplication of 몇 (how many/some)"
불평하다,Phrase/Verb,그는 날씨에 대해 불평하기 시작했다.,to complain / grumble / express dissatisfaction,"He started to complain about the weather.","불 (不 - not) + 평 (平 - level/even) + 하다 (to do)"
-(으)ㄹ 수도 있다,Grammar/Pattern,내일은 비가 올 수도 있어요.,might / could possibly,"It might rain tomorrow.","-(으)ㄹ 수 있다 (can) + -도 (also/even) implying an added possibility"
진심으로,Phrase/Adverb,진심으로 축하드립니다.,sincerely / from the bottom of my heart,"I congratulate you sincerely.","진심 (眞心 - true heart) + 으로 (with/by means of)"
전하다,Phrase/Verb,그에게 제 고마운 마음을 전해 주세요.,to convey / deliver / pass on,"Please convey my gratitude to him.","전 (傳 - to transmit/pass on) + 하다 (to do)"
잔치,Phrase/Noun,할아버지의 칠순 잔치에 다녀왔어요.,feast / banquet / party,"I attended my grandfather's 70th birthday feast.","Pure Korean noun carrying a traditional, warm connotation"
