Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
진짜,Adverb,"나: “엄마, 나 진짜 고마워. 오늘은 내가 태어나서 가장 행복한 날이야. 나는 비록 아빠와 함께 있지 않지만, 엄마가 나를 사랑해줘서 너무 행복해. 엄마 내가 미래에 꼭 훌륭한 사람이 될게. 그리고 엄마한테 맛있는 거 많이 사줄게. 진짜 사랑해.”","really, truly","Me: “Mom, I'm really thankful. Today is the happiest day since I was born. Although I'm not with Dad, I'm so happy that you love me. Mom, I'll definitely become a great person in the future. And I'll buy you lots of delicious food. I truly love you.”",Pure Korean
비록,Adverb,"나: “엄마, 나 진짜 고마워. 오늘은 내가 태어나서 가장 행복한 날이야. 나는 비록 아빠와 함께 있지 않지만, 엄마가 나를 사랑해줘서 너무 행복해. 엄마 내가 미래에 꼭 훌륭한 사람이 될게. 그리고 엄마한테 맛있는 거 많이 사줄게. 진짜 사랑해.”","although, even though","Me: “Mom, I'm really thankful. Today is the happiest day since I was born. Although I'm not with Dad, I'm so happy that you love me. Mom, I'll definitely become a great person in the future. And I'll buy you lots of delicious food. I truly love you.”",Pure Korean
한동안,Noun,엄마는 한동안 아무 말도 안하고 내 두 눈을 쳐다봤다.,for a while,Mom didn't say anything for a while and just looked into my eyes.,Pure Korean
말없이,Adverb,엄마는 말없이 나를 안아 줬다.,"silently, without a word",Mom hugged me without a word.,Pure Korean
안다,Verb,엄마는 말없이 나를 안아 줬다.,"hug, embrace",Mom hugged me without a word.,Pure Korean
생일날,Noun,"엄마와 나는 5 년 전에 돌아가신 아빠를 생각하고 있다는 것을. ‘오늘 같은 생일날에, 아빠와 함께 할 수 있다면 더 더욱 행복했을 것이다…’",birthday,"Mom and I were thinking about Dad, who passed away 5 years ago. 'If I could be with Dad on a birthday like today, I would have been even happier...'","生 (생: life, birth) + 日 (일: day, sun) + 날 (Pure Korean: day)"
불평,Noun,몇몇 아이들은 불평할 수도 있다.,complaint,Some children might complain.,"不 (불: not, un-) + 平 (평: even, fair; related to discontent)"
정리,Noun,나는 엄마를 도와 정리를 했다.,"organize, tidy up",I helped Mom tidy up.,"整 (정: put in order, adjust) + 理 (리: manage, arrange)"
거실,Noun,거실을 깨끗하게 정리하고 엄마한테 진심으로 감사하다는 말을 전했다.,living room,"After tidying up the living room cleanly, I sincerely expressed my gratitude to Mom.","居 (거: live, dwell) + 室 (실: room)"
진심,Noun,거실을 깨끗하게 정리하고 엄마한테 진심으로 감사하다는 말을 전했다.,"sincerity, true heart","After tidying up the living room cleanly, I sincerely expressed my gratitude to Mom.","眞 (진: true, real) + 心 (심: heart, mind)"
감사,Noun,거실을 깨끗하게 정리하고 엄마한테 진심으로 감사하다는 말을 전했다.,"gratitude, thanks","After tidying up the living room cleanly, I sincerely expressed my gratitude to Mom.","感 (감: feel, sense) + 謝 (사: thank, apologize)"
생,Noun,"오늘은 내 생에 가장 행복한 날, 처음으로 생일잔치를 한 날이었다!",life,"Today was the happiest day of my life, the first time I had a birthday party!","生 (생: life, birth, live)"
잔치,Noun,"오늘은 내 생에 가장 행복한 날, 처음으로 생일잔치를 한 날이었다!","party, feast","Today was the happiest day of my life, the first time I had a birthday party!",Pure Korean
