Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
적응하다,Verb,적응 못 할걸요?,to adjust/adapt,I bet you won't be able to adjust.,Sino-Korean 適應: 適 fit + 應 respond
자기,Noun,자기가 모임을 주최하고 리드했던 사람이에요.,oneself,They're someone who hosted and led their own meetup.,Native Korean
주최하다,Verb,자기가 모임을 주최하고 자기가 모임을 리드했던 사람일수록,to host/organize (an event),The more someone is a person who's hosted and led their own meetup...,Sino-Korean 主催: 主 host + 催 organize
리드하다,Verb,저는 이제 모임 리드하고 싶은 마음이 전혀 없어요.,to lead,I have zero desire to lead a meetup anymore.,Loanword (lead) + 하다
본인,Noun,본인이 원했든 원하지 않았든 계속 리드를 해야 하는 입장이었어요.,oneself (formal),"Whether they wanted to or not, they were in a position of always having to lead.",Sino-Korean 本人: 本 origin/self + 人 person
입장,Noun,리드를 안 하는 입장이 되면 좀 적응 못 하던데요?,"position, standpoint","When they end up in a position where they're not leading, they don't adjust well.",Sino-Korean 立場: 立 stand + 場 place
방문하다,Verb,TalkToMeInKorean.com을 방문해 주세요.,to visit,Please visit TalkToMeInKorean.com.,Sino-Korean 訪問: 訪 visit + 問 ask
친하다,Adjective,친구로 지낸 지 13년 정도 됐죠?,to be close (with someone),We've been friends for about 13 years now.,Native Korean
비슷하다,Adjective,여러분과 얼마나 비슷한지 한번 잘 들어보세요.,to be similar,Listen closely and see how similar it is to your own experience.,Native Korean
아니면,Adverb,좀 남편 때문에 생기는 경우가 있는 거 같아요.,or else / otherwise,Or it seems there are cases where it happens because of my husband.,Native Korean
적다,Adjective,새로운 친구를 사귈 기회가 많이 적어졌죠.,to be few/little,There are a lot fewer chances to make new friends.,Native Korean
거의,Adverb,새로운 친구를 만난 적이 거의 없는 거 같아요.,almost,I don't think I've almost ever met any new friends.,Native Korean
주로,Adverb,아이 때문에 주로 많이 생기고요.,mainly/chiefly,They mostly come about because of my kid.,Sino-Korean 主 (main) + 로 (adverbial particle)
경우,Noun,저는 또 최근에 이런 경우가 있더라고요.,"case, situation",I noticed this kind of case recently too.,Sino-Korean 境遇: 境 boundary + 遇 encounter
최근,Noun,저는 또 최근에 이런 경우가 있더라고요.,"recently, the latest",I noticed this kind of case recently too.,Sino-Korean 最近: 最 most + 近 near
배우자,Noun,그 친구의 배우자를 또 이제 알게 되고,spouse,I got to know that friend's spouse too.,Sino-Korean 配偶者: 配偶 pairing + 者 person
취미,Noun,취미를 통해서 새로운 친구를 사귀는 거는 정말 어려운 거 같아요.,hobby,Making new friends through a hobby seems really hard.,Sino-Korean 趣味: 趣 interest + 味 taste
어른,Noun,어른이 되고 나서는 어려운 거 같아요.,adult,It seems hard once you become an adult.,Native Korean
낮아지다,Verb,예전보다 기대치가 많이 낮아졌죠.,to become lower/decrease,Your expectations have gotten a lot lower than before.,낮다 (to be low) + 아/어지다 (become)
이유,Noun,아무 이유 없이 남들이 하는 모임에 참가하는 사람으로 가 보고 싶어요.,reason,"I want to try going as someone who just joins others' meetups, with no particular reason.",Sino-Korean 理由: 理 reason + 由 cause
전혀,Adverb,저는 이제 모임 리드하고 싶은 마음이 전혀 없어요.,(not) at all,I have zero desire to lead a meetup anymore.,Sino-Korean 全 (entirely) + 혀 (native intensifying ending)
회화,Noun,'영어 회화 모임' 이런 거 있으면 그냥 가는 거죠.,conversation (language practice),"If there's something like an ""English conversation meetup,"" I'd just go.",Sino-Korean 會話: 會 meet + 話 speak
원하다,Verb,본인이 원했든 원하지 않았든,to want,Whether they wanted it or not.,Native Korean
직업,Noun,그래서 직업이 너무 한 가지잖아요. 다 크리에이터.,"job, occupation","So we all have the exact same job, don't we. All creators.",Sino-Korean 職業: 職 post + 業 trade
가지,Noun,그래서 직업이 너무 한 가지잖아요.,"kind, type (counter)",We all have the exact same [one] kind of job.,Native Korean
서로,Adverb,서로 잘 이해할 수 있어서 좋긴 해요.,"mutually, each other",It's nice because we can understand each other well.,Native Korean
법,Noun,원래 알던 사람만 알고 지내라는 법은 없잖아요.,"rule, law",There's no rule that says you can only stick with people you already know.,Sino-Korean 法: law/rule
맞추다,Verb,새로운 사람한테 내가 맞추기가 힘든 거 같아요.,to adjust/match oneself (to someone),It seems hard for me to adjust myself to a new person.,Native Korean
자기소개,Noun,자기소개를 처음부터 해야 되잖아요.,self-introduction,You have to introduce yourself all over again from scratch.,Sino-Korean 自己紹介: 自己 self + 紹介 introduce
자신,Noun,저 자신을 잘 모를 때도 있어요.,"oneself, self",There are times I don't even know myself well.,Sino-Korean 自身: 自 self + 身 body
첫인상,Noun,"남들이 저를, 첫인상을 어떻게 생각하는지에 대해서 잘 몰랐고",first impression,I didn't really know what kind of first impression I gave other people.,Native 첫 (first) + Sino-Korean 印象 (impression)
만약,Adverb,만약에 안다면 좀 다르게 생각하는 경우가 많았었거든요.,"if, in the event that","If I did find out, it was often pretty different than I expected.",Sino-Korean 萬若: 萬 ten-thousand + 若 if
의무,Noun,당연히 친구를 만나야 된다는 약간 의무감에 노력을 해서 만들었는데,"duty, obligation","Out of a sense of obligation that of course I should meet friends, I made an effort.",Sino-Korean 義務: 義 duty + 務 task
존재하다,Verb,그런 법이 존재하는 건 아니에요.,to exist,It's not that such a rule exists.,Sino-Korean 存在: 存 exist + 在 be present
부족하다,Adjective,기존에 있었던 친구들하고 잘 지내기에도 시간이 부족하다는 생각이 드는 거예요.,"to be insufficient, lacking",I find myself thinking I don't even have enough time to spend properly with the friends I already have.,Sino-Korean 不足: 不 not + 足 enough
공감,Noun,충분히 공감합니다.,"sympathy, empathy",I really relate to that.,Sino-Korean 共感: 共 together + 感 feel
알고 지내다,Verb phrase,친구까진 아니더라도 그냥 알고 지내는 사람.,to know each other and stay in touch,"Not quite friends, just people you know and keep in touch with.",알다 (know) + 고 (connector) + 지내다 (spend time/get along)
대화가 통하다,Phrase,저랑 대화가 잘 통하는 사람이 있었으면 좋겠어요.,"to click with someone, to communicate well",I hope there's someone I really click with.,대화 (conversation) + 가 통하다 (goes through)
두고 보다,Phrase,두고 볼게요.,to wait and see,I'll wait and see.,두다 (put aside) + 고 + 보다 (watch)
정신이 없다,Phrase,아이 키우느라 정신이 없어요.,to be overwhelmed/frazzled (too busy to think straight),I'm swamped from raising my kid.,정신 (mind/spirit) + 이 없다 (there isn't)
밤을 새우다,Verb phrase,시험공부하느라 밤을 새웠어요.,to stay up all night,I pulled an all-nighter studying for the exam.,밤 (night) + 을 + 새우다 (stay awake through)
-(으)ㄴ 지 되다,Grammar pattern,한국에 온 지 3년 됐어요.,it's been [time] since ___,It's been 3 years since I came to Korea.,past modifier -(으)ㄴ + 지 (since) + 되다 (become)/지나다 (pass)
-잖아요,Grammar pattern,오늘 제 생일이잖아요.,you know.../as you know (reminder of shared info),"It's my birthday today, you know.",verb/adj stem + 잖아요
-더라도,Grammar pattern,비싸더라도 살 거예요.,even if/even though (concessive),"Even if it's expensive, I'll buy it.",verb/adj stem + 더라도
-까지 (extent),Grammar pattern,그렇게까지 화낼 필요는 없었어요.,even to the point of / as far as (upper limit on a scale),There was no need to get angry to that extent.,"까지 (until/as far as, extended to abstract scales)"
-을/를 통해서,Grammar pattern,친구를 통해서 그 소식을 들었어요.,through/via,I heard the news through a friend.,통하다 (go through/connect) + 아서 (connector)
-던,Grammar pattern,어렸을 때 살던 동네예요.,retrospective past modifier (used to be / was in the process of),It's the neighborhood I used to live in as a kid.,-더- (retrospective) + -(으)ㄴ (modifier)
-게 되다,Grammar pattern,한국어를 배우게 됐어요.,"to come to / end up ___ing (change of state, not by one's own will)",I ended up learning Korean.,verb stem + 게 + 되다 (become)
N(이)라고 하다,Grammar pattern,친구가 바쁘다고 했어요.,to quote/report a statement,My friend said they're busy.,plain-form clause + 라고/다고 + 하다
-나(요)?,Grammar pattern,이게 맞나?,self-questioning ending (I wonder if.../do I really...?),"Is this right, I wonder?",verb stem + 나(요)
-느라(고),Grammar pattern,공부하느라 바빠서 연락을 못 했어요.,because busy doing (leads to a negative/hindering result),I was so busy studying that I couldn't get in touch.,verb stem + 느라(고)
-거든요,Grammar pattern,저 오늘 못 가요. 약속이 있거든요.,"sentence-final ending giving a reason/background (you see, because)","I can't go today. I have plans, you see.",verb/adj stem + 거든요
-고 하니까,Grammar pattern,날씨도 좋고 하니까 산책 갈까요?,since/as things are (softened reason),"Since the weather's nice and all, shall we go for a walk?",하다 (loosely echoing quoting) + -(으)니까 (because)
-기도 하다,Grammar pattern,이해하기도 쉬운 책이에요.,-기 (nominalizer) + 도 (also/even) + verb/adj,It's also an easy-to-understand book.,verb stem + 기 (nominalizer) + 도
-(으)ㄹ걸요,Grammar pattern,아마 비 올걸요.,I bet.../probably (confident guess),I bet it'll rain.,verb/adj stem + -(으)ㄹ걸요
-(으)ㄹ수록,Grammar pattern,나이가 들수록 건강이 중요해요.,"the more..., the more...","The older you get, the more health matters.",verb/adj stem + -(으)ㄹ수록
-던데요,Grammar pattern,어제 보니까 사람 많던데요.,retrospective observation (I noticed that.../from what I saw),I noticed there were a lot of people there yesterday.,-더- (retrospective) + -ㄴ데요
-든(지) ... -든(지),Grammar pattern,비가 오든 안 오든 갈 거예요.,whether... or... (irrelevant alternatives),"Whether it rains or not, I'm going.",verb/adj stem + 든(지) x2
-(으)ㄴ 적 있다/없다,Grammar pattern,가 본 적 없어요.,to have/not have ever done ___ (bound noun 적 = occasion),I've never been (there).,modifier + 적 (occasion) + 있다/없다
-아/어 보니까,Grammar pattern,먹어 보니까 진짜 맵더라고요.,"when I tried/checked, [I found/realized]...","When I tried eating it, it was really spicy.",-아/어 보다 (try) + -(으)니까 (discovery)
-는지/-(으)ㄴ지,Grammar pattern,어떤 사람인지 몰라요.,embedded question (whether/what/how...),I don't know what kind of person they are.,question clause + 는지/(으)ㄴ지
-고 싶은 마음이 있다,Phrase,혼자 여행 가고 싶은 마음도 있어요.,there's a part of me that wants to... (softer than -고 싶어요),There's also a part of me that wants to travel alone.,-고 싶다 (want to) + -은 마음 (feeling) + 이 있다
