Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
세뇌,Noun,생일을 그럼 10년 동안 세뇌를 시켰는데 어떻게 잊어버리겠어요.,brainwashing,"You've brainwashed me about my birthday for 10 years, how could I forget it?",Sino-Korean 洗腦: 洗 wash + 腦 brain
혈액형,Noun,그러면 제 혈액형은?,blood type,Then what's my blood type?,Sino-Korean 血液型: 血 blood + 液 liquid + 型 type
순순히,Adverb,그냥 제가 말할게요. 순순히 말을 할게요.,"readily, obediently, without resistance",I'll just tell you. I'll admit it readily.,Sino-Korean 順順히: 順 obedient (doubled) + 히 (adverb suffix)
생활,Noun,이게 매일매일 벌어지는 저의 생활이기 때문에,"(daily) life, living",Since this is my everyday life that happens day after day,Sino-Korean 生活: 生 life + 活 living
간단히,Adverb,그냥 뭐 간단히 몇 개 말할 수 있죠.,"simply, briefly",I can just easily name a few examples.,Sino-Korean 簡單히: 簡 simple + 單 single + 히 (adverb suffix)
벌어지다,Verb,이게 매일매일 벌어지는 저의 생활이기 때문에,"to happen, occur, unfold",Since this is my everyday life that happens day after day,"Native Korean, from 벌이다 (to hold/open up)"
기본으로,Adverb,핸드폰은 기본으로 어디에 뒀는지 몰라요.,"basically, by default",I basically never know where I put my phone.,Sino-Korean 基本 (基 foundation + 本 origin) + 으로
두다,Verb,핸드폰은 기본으로 어디에 뒀는지 몰라요.,"to put, place, leave (something)",I basically never know where I put my phone.,Native Korean
무시하다,Verb,제가 너무 자주 그렇게 물어보니까 좀 무시하는 거 같아요.,to ignore,I ask so often that she seems to be kind of ignoring me.,Sino-Korean 無視: 無 without + 視 look/regard
정수기,Noun,저희 정수기는 한 번 딱 누르면 물이 한 이 정도만 딱 나오게끔 되어 있어요.,water purifier/dispenser,"Our water purifier is set up so that when you press it once, it dispenses just about this much water.",Sino-Korean 淨水器: 淨 purify + 水 water + 器 device
누르다,Verb,한 번 딱 누르면 물이 한 이 정도만 딱 나오게끔 되어 있어요.,to press (ㄹ-irregular),"When you press it once, it dispenses just about this much water.",Native Korean
나오다,Verb,물이 한 이 정도만 딱 나오게끔 되어 있는 정수기예요.,to come out,A purifier set up so only about this much water comes out.,Native Korean
굉장히,Adverb,그럼 그게 굉장히 편하잖아요.,"enormously, extremely","That's really convenient, isn't it?",Sino-Korean 宏壯히: 宏 grand + 壯 magnificent + 히 (adverb suffix)
컵,Noun,컵을 정수기 갖다 두고 그걸 탁 누르고,cup,I put a cup by the purifier and press it firmly,Loanword (English 'cup')
넘치다,Verb,물이 넘치지 않으니까 너무 좋더라고요.,to overflow,"The water won't overflow, so I really love it.",Native Korean
순간,Noun,정수기를 눌러서 물이 나오는 순간에 제가 다른 일을 하면,"moment, instant","If right when I press the purifier and the water starts coming out, I go do something else",Sino-Korean 瞬間: 瞬 blink + 間 interval
딱,Adverb,한 번 딱 누르면 물이 나오게끔 되어 있어요.,"exactly, precisely, just (crisp); also a snapping/pressing sound","When you press it once precisely, water comes out just so.",Native Korean mimetic word
따르다,Verb,이미 누가 물을 따라 놨네요.,to pour (a liquid); ㄹ-irregular (distinct homonym from 따르다 'to follow'),Someone's already poured the water.,Native Korean
과거,Noun,과거의 내가.,the past,Past me.,Sino-Korean 過去: 過 pass + 去 go
미래,Noun,과거의 내가 미래의 나를 위해서 물도 따라 놓고 핸드폰도 여기 두고.,the future,"Past me pouring water and leaving the phone here, all for future me.",Sino-Korean 未來: 未 not yet + 來 come
식다,Verb,한 시간 뒤에 기억이 나서 가면 그 물이 식어 있잖아요.,"to cool down, get cold","An hour later I remember and go, and by then the water's gone cold.",Native Korean
초,Noun,그거 나오는 데 한 10초 걸리거든요.,second (unit of time),It takes about 10 seconds to come out.,Sino-Korean 秒 (second)
부엌,Noun,근데 부엌에 할 일이 너무 많잖아요.,kitchen,But there's so much to do in the kitchen.,Native Korean
아깝다,Adjective,그 서 있는 시간이 쪼금 아깝더라고요.,"to be a waste (of time/money/etc), precious",That standing time feels a bit wasted.,Native Korean
치우다,Verb,딱 눈에 보이는 것들 치워야 되잖아요.,"to clean up, put away, tidy",I have to put away the things I can see right in front of me.,Native Korean
공기,Noun,공기가 건조하니까.,air,Because the air is dry.,Sino-Korean 空氣: 空 empty + 氣 energy/air
건조하다,Adjective,공기가 건조하니까.,to be dry,Because the air is dry.,Sino-Korean 乾燥: 乾 dry + 燥 parched
심지어,Adverb,저는 심지어 뭐 길을 가다가 경은 씨 차만 보여도 알겠어요.,even (emphasis),I can even recognize just your car from a distance while walking.,Sino-Korean 甚至於: 甚 very + 至 reach + 於 at
최근,Noun/Adverb,"그리고 최근에는, 이제... 제가 유치원에 아이를 데려다주는데",recently,"And recently, well... I drop my kid off at kindergarten",Sino-Korean 最近: 最 most + 近 near/recent
유치원,Noun,제가 유치원에 아이를 데려다주는데,kindergarten,I drop my kid off at kindergarten,Sino-Korean 幼稚園: 幼 young + 稚 immature + 園 garden
데리다,Verb,제가 유치원에 아이를 데려다주는데,"to take/bring (a person) along, usually as 데려다주다 'to take someone somewhere'",I drop my kid off at kindergarten,Native Korean
다들,Adverb/Pronoun,"다들 보통은 많이, 매일매일 보면 기억을 하잖아요.","everyone, all of them",Everyone usually remembers if they see something every day.,"Native Korean, from 다 (all) + 들 (plural)"
카톡,Noun,그러면은 다른 엄마들이 카톡이 와요.,KakaoTalk (the messaging app; abbreviation),Then the other moms message me on KakaoTalk.,"Abbreviation of 카카오톡 (KakaoTalk, brand name)"
지나가다,Verb,"너 지금, 민송이 엄마, 지나간 거 아니야?",to pass by,"Minsong's mom, didn't you just drive past?","Native Korean, 지나다 (pass) + 가다 (go)"
화들짝,Adverb,전 너무 화들짝 놀라는 거죠.,"with a sudden start, startled",I'm so startled.,Native Korean mimetic word
머릿속,Noun,"처음부터 기억 속에, 머릿속에 뭔가 저장이 안 되는 것들은 이해가 돼요.",inside one's head/mind,It makes sense when something never gets stored in your memory or mind from the start.,"Native Korean, 머리 (head) + 속 (inside)"
저장,Noun,머릿속에 뭔가 저장이 안 되는 것들은 이해가 돼요.,"storing, saving",It makes sense when something never gets stored in your mind.,Sino-Korean 貯藏: 貯 store + 藏 hide/keep
이해,Noun,머릿속에 뭔가 저장이 안 되는 것들은 이해가 돼요.,understanding,It makes sense when something never gets stored in your mind.,Sino-Korean 理解: 理 reason + 解 solve/understand
처음부터,Adverb phrase,아예 처음부터 기억을 안 한 거죠.,from the very beginning,You just never remembered them from the start.,"Native Korean, 처음 (beginning) + 부터 (from)"
문장,Noun,일단 문장을 시작하려고 하면 생각이 안 나는 거.,sentence,"When I try to start the sentence, I can't remember it.",Sino-Korean 文章: 文 writing + 章 chapter/composition
당황스럽다,Adjective,그럴 때가 좀 더 당황스러울 거 같아요.,"to be embarrassing, flustering",That seems like it would be more embarrassing.,Sino-Korean 唐慌 (唐 sudden + 慌 flustered) + 스럽다 (adjective suffix)
익숙해지다,Verb,이제는 너무 익숙해져서 사실 당황스럽지도 않더라고요.,"to get used to, become accustomed",I've gotten so used to it by now that it's honestly not even embarrassing anymore.,"Native Korean, 익숙하다 (familiar) + -아/어지다 (become)"
고치다,Verb,그거 고치는 방법이 없나요?,"to fix, correct",Isn't there a way to fix that?,Native Korean
검색,Noun,제가 그렇게 막 검색을 해 보거나 찾아보지는 않은 거 같아요.,search (internet/database),I don't think I've really searched for it or looked into it.,Sino-Korean 檢索: 檢 check + 索 search
찾아보다,Verb,제가 그렇게 막 검색을 해 보거나 찾아보지는 않은 거 같아요.,"to look into, search for",I don't think I've really searched for it or looked into it.,"Native Korean, 찾다 (find) + 아/어 보다 (try doing)"
챙기다,Verb,저 자신도 못 챙기는데 아이를 내가 어떻게 챙길 수가 있을까?,"to take care of, pack, look after","If I can't even take care of myself, how am I going to take care of a child?",Native Korean
관련되다,Verb,아이에 관련된 거는 좀 집중을 하고 있어서 그런지 잊어버리지 않더라고요.,"to be related, connected","Maybe because I focus more on things related to my child, I don't forget those.",Sino-Korean 關聯: 關 relate + 聯 connect
집중,Noun,아이에 관련된 거는 좀 집중을 하고 있어서 그런지 잊어버리지 않더라고요.,"concentration, focus","Maybe because I focus more on things related to my child, I don't forget those.",Sino-Korean 集中: 集 gather + 中 middle/center
선택,Noun,건망증이라는 것이 뭐... 선택적인 기억? 선택적으로 집중하는 거 같아요.,"choice, selection",Forgetfulness might be... selective memory? I think it's more like selective focus.,Sino-Korean 選擇: 選 choose + 擇 select
메시지,Noun,카카오톡으로 뭔가 메시지를 많이 보내 놓으면,message,If I send a lot of messages on KakaoTalk,Loanword (English 'message')
보내다,Verb,카카오톡으로 뭔가 메시지를 많이 보내 놓으면,to send,If I send a lot of messages on KakaoTalk,Native Korean
답,Noun,이거랑 이건 답을 주는데 가운데 건 답을 안 줘요.,"answer, reply","I'll get a reply to this one and that one, but not the one in the middle.",Sino-Korean 答 (answer)
가운데,Noun,이거랑 이건 답을 주는데 가운데 건 답을 안 줘요.,"middle, center","I'll get a reply to this one and that one, but not the one in the middle.",Native Korean
물어보다,Verb,제가 나중에 그때 내가 물어본 거 어떻게 생각하는지 빨리 알려 달라고 하면,to ask,When I later ask you to quickly tell me what you think about what I asked,"Native Korean, 묻다 (ask) + 아/어 보다 (try doing)"
길치,Noun,그러면 길치인 것과 건망증인 것도 같이 연결이 될까요?,a person with no sense of direction,So does having no sense of direction connect with forgetfulness too?,"Native Korean, 길 (road/way) + 치 (suffix for 'a person prone to X')"
연결,Noun,그러면 길치인 것과 건망증인 것도 같이 연결이 될까요?,"connection, link",Does having no sense of direction connect with forgetfulness too?,Sino-Korean 連結: 連 connect + 結 tie
속상하다,Adjective,너무 못하는 게 많아서 속상한데요?,"to be upset, distressed","I'm bad at so many things, that's kind of upsetting.",Native Korean
끝,Noun,"아, 그게 끝인가요, 대답이?",end,"Oh, is that the end of your answer?",Native Korean
놀리다,Verb,"건망증... 가끔 저도 이제 경은 씨를 놀리는 것들, 저도 똑같이 할 때가 있죠.","to tease, make fun of",Forgetfulness... sometimes I also do the same things I tease you about.,Native Korean
생기다,Verb,저는 건망증이 잘 안 생길 수밖에 없는 습관들이 있어요.,"to arise, come about, happen",I have habits that make it hard for forgetfulness to develop in the first place.,Native Korean
습관,Noun,저는 건망증이 잘 안 생길 수밖에 없는 습관들이 있어요.,habit,I have habits that make it hard for forgetfulness to develop in the first place.,Sino-Korean 習慣: 習 practice + 慣 accustomed
지갑,Noun,그래서 저는 집에 가면 지갑을 꺼내서 항상 같은 자리에 일단 놔야,wallet,"So when I get home, I take out my wallet and always put it in the same spot first",Sino-Korean 紙匣: 紙 paper + 匣 small box/case
제자리,Noun,물건이 제자리에 없으면 그거 때문에 스트레스를 많이 받아요.,"its proper place, the right spot","If something isn't in its place, it really stresses me out.","Native Korean, 제 (its own, from 저+의) + 자리 (spot)"
꺼내다,Verb,그래서 저는 집에 가면 지갑을 꺼내서 항상 같은 자리에 일단 놔야,to take out,"So when I get home, I take out my wallet and always put it in the same spot first",Native Korean
안기다,Verb,애들이 와서 뭐 안겨도 안아 줄 때 마음이 안 불편하고.,to be hugged (passive of 안다),"So that even if the kids come running to hug me, I don't feel uncomfortable.","Native Korean, passive of 안다 (to hug/hold)"
불편하다,Adjective,그 물건이 사무실에 있다는 걸 알아도 집에 있으면 너무 불편해요.,"to be uncomfortable, inconvenient","Even knowing that thing I left is at the office, it feels really uncomfortable while I'm at home.",Sino-Korean 不便: 不 not + 便 convenient
필요하다,Adjective,그래서 그게 필요하면 딱 거기 가면 있어야 되는데,"to need, be necessary","So if I need it, it has to be right there when I go",Sino-Korean 必要: 必 necessarily + 要 need
주차,Noun,그날도 경은 씨네 아파트에 가서 주차를 하고,parking,"That day too, I parked at your apartment",Sino-Korean 駐車: 駐 stay/station + 車 vehicle
자동,Noun/Adverb,"너무나 이게 습관적으로, 자동으로 일어나는 일이어서",automatic(ally),"It had all happened so habitually, automatically",Sino-Korean 自動: 自 self + 動 move
너무나,Adverb,"너무나 이게 습관적으로, 자동으로 일어나는 일이어서","so very, to such an extent (emphatic form of 너무)","It had all happened so habitually, automatically","Native Korean, intensified form of 너무"
띄엄띄엄,Adverb,저는 그런 거예요. 현우 씨는 띄엄띄엄 있는 거고요.,"sparsely, occasionally, at intervals","It happens to me way more often, and to Hyunwoo it's just occasional.",Native Korean mimetic word (reduplicated)
웃기다,Verb/Adjective,"걱정은 안 되고, 너무 웃겨요. 재밌고 놀리기 딱 좋죠.","to be funny, hilarious","I'm not worried, it's just really funny.","Native Korean, causative of 웃다 (to laugh)"
성격,Noun,저런 성격도 타고나는 거 아닐까?,"personality, character",Isn't that kind of personality also just something you're born with?,Sino-Korean 性格: 性 nature + 格 form/character
저렇다,Adjective,저 사람 왜 저래? 저 사람 누구야?,to be like that (over there),What's with that person? Who is that?,"Native Korean, 저 (that, distal) + 렇다 (to be so)"
타고나다,Verb,저런 성격도 타고나는 거 아닐까?,"to be born with (a trait), innate",Isn't that kind of personality also just something you're born with?,"Native Korean, 타다 (to be endowed with) + 나다 (to arise/be born)"
보험,Noun,치매 보험을 들어 놔야 되나?,insurance,"Should I take out dementia insurance, I wonder?",Sino-Korean 保險: 保 protect + 險 risk
조심하다,Verb,"건망증과 치매가 얼마나 연관이 있는지는 모르겠지만, 그래도 조심하는 건 좋죠.",to be careful,"I don't know how related forgetfulness and dementia are, but still, being careful doesn't hurt.",Sino-Korean 操心: 操 handle/operate + 心 mind
연관,Noun,건망증과 치매가 얼마나 연관이 있는지는 모르겠지만,"connection, association, relevance",I don't know how much connection there is between forgetfulness and dementia,Sino-Korean 聯關: 聯 connect + 關 relation
대화,Noun,네. 오늘 이 대화는 기억나겠죠?,"conversation, dialogue","You'll remember this conversation today, right?",Sino-Korean 對話: 對 face/opposite + 話 speech
집들이,Noun,예전에 저희 집 집들이에 왔었는데 다음 날 모르는 가방이 저희 집에 있는 거예요.,housewarming party,"You came to our housewarming party once, and the next day there was a bag I didn't recognize at our place.","Native Korean, 집 (house) + 들이 (moving in, from 들다 'to enter')"
담기다,Verb,그냥 컵 안에 물이 담겨 있고 나중에 생각이 나서 물 마셔야지 하면 이미 누가 물을 따라 놨네요.,"to be contained, held (passive of 담다)","The water just sits in the cup, and later when I remember and think I should drink water, someone's already poured it.","Native Korean, passive of 담다 (to put/contain)"
