Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
시기,Noun,이것저것 시도해도 되는 시기여서 좋았던 거 같아요.,"period, time, phase",It was a good time when you could try this and that.,Sino-Korean 時期
위하다,Verb,취업만을 위해서 준비하는 대학생들 엄청 많아지긴 했더라고요.,to be for the sake of,There are a lot more college students preparing only for getting a job.,Sino-Korean 爲
대다,Verb,"""대학을 가서 10년 동안 학비를 대 달라"" 그래도 해 주고 싶어요.",to front/pay for (an expense),"Even if they said ""pay my tuition for 10 years,"" I'd want to do that.",Native Korean
뭐든지,Pronoun,자유롭게 뭐든지 해 볼 수 있다.,"whatever, anything at all",You can freely try out whatever you want.,Native Korean (뭐 + 든지)
잘못,Noun,그거는 대학교의 잘못이 아니잖아요.,"fault, mistake",That's not the college's fault though.,Native Korean
적성,Noun,"저의 적성을 고민할 시간은 없이, 그냥 수능 공부만 계속했단 말이에요.",aptitude,I never had time to think about what fit me - I just kept studying for the exam.,Sino-Korean 適性
고민하다,Verb,저의 적성을 고민할 시간은 없이.,"to agonize over, worry about",I had no time to worry about my aptitude.,Sino 苦悶 + 하다
관심,Noun,성적에 맞춰서 과를 선택했기 때문에 관심이 없잖아요.,interest,"Since I picked my department based on grades, I had no interest in it.",Sino-Korean 關心
선배,Noun,저희 선배들이 좀 약간 교수님들을 무시했어요.,senior (in school),Our seniors kind of looked down on the professors.,Sino-Korean 先輩
교수님,Noun,저희 선배들이 좀 약간 교수님들을 무시했어요.,professor,Our seniors kind of looked down on the professors.,Sino-Korean 敎授 + 님
이미,Adverb,그런 분위기가 이미 만들어져 있으면.,already,If that kind of atmosphere is already set in place.,Native Korean
선택하다,Verb,성적에 맞춰서 과를 선택했기 때문에 관심이 없잖아요.,"to select, choose","Since I picked my department based on grades, I had no interest in it.",Sino-Korean 選擇
덜,Adverb,대학이 생각했던 거보다 도움이 덜 됐다고 생각해요.,less,I think college helped me less than I expected.,Native Korean
졸업하다,Verb,성적이 졸업할 때 정말 A나 A+ 아니면 F였어요.,to graduate,"My grades when I graduated were literally A, A+, or F.",Sino-Korean 卒業
전부,Noun/adverb,성적이 졸업할 때 정말 A나 A+ 아니면 F였어요. 전부 다.,"all, entirely","My grades were literally A, A+, or F. All of them.",Sino-Korean 全部
수십,Noun,대학교에서 들었던 수업이 수십 갠데 네 개밖에 기억이 안 난다는 거.,dozens (of),"Out of the dozens of classes I took, only four stuck with me.",Sino-Korean 數十
조종사,Noun,'나는 비행기 조종사가 되어야겠다'라고 생각하고.,pilot,"Thinking ""I have to become a pilot.""",Sino-Korean 操縱士
신분,Noun,대학생이라는 신분이 한국에서는 자유가 주어지잖아요.,"status, identity",The status of being a college student gives you freedom in Korea.,Sino-Korean 身分
주어지다,Verb,고등학생이었다가 졸업을 하고 나면 좀 자유가 주어지잖아요.,to be given (passive of 주다),"Once you graduate from being a high schooler, you're given some freedom.",Native Korean
오히려,Adverb,저희 때는 오히려 많이 시도를 할 수 있는 시기긴 했는데.,"rather, on the contrary","For us, it was actually more a time when you could try a lot of things.",Native Korean
바뀌다,Verb,분위기가 좀 바뀌었죠.,"to change, be changed (intransitive)",The atmosphere has changed a bit.,Native Korean
취업,Noun,취업만을 위해서 준비하는 대학생들 엄청 많아지긴 했더라고요.,"getting employed, job-hunting",There are a lot more college students preparing only for getting a job.,Sino-Korean 就業
개인,Noun,그래서 개인한테 달린 거 같고.,"individual, personal",So it kind of comes down to the individual.,Sino-Korean 個人
사업,Noun,'대학교 안 가고 그냥 바로 사업을 하고 싶다.',business,"""I don't want to go to college, I just want to start a business right away.""",Sino-Korean 事業
대신,Noun/adverb,"대신에 ""대학을 가서... 10년 동안 학비를 대 달라"" 그래도 해 주고 싶어요.",instead,"Instead, if they said ""pay my tuition for 10 years,"" I'd want to do that.",Sino-Korean 代身
석사,Noun,대학을 가서 나는 석사도 하고 박사도 할 거니까.,master's degree,I'll go to college and get a master's and a PhD too.,Sino-Korean 碩士
동아리,Noun,친구들 사귀고 동아리 활동하고 이런 건 너무 재밌었던 거 같아요.,(school/hobby) club,Making friends and doing club activities was so much fun.,Native Korean
활동하다,Verb,친구들 사귀고 동아리 활동하고 이런 건 너무 재밌었던 거 같아요.,"to be active, do activities",Making friends and doing club activities was so much fun.,Sino-Korean 活動
무의식,Noun,약간 무의식중에 '아들이 공부를 잘할 거다' 이렇게 생각하는 거 아닐까요?,"unconsciousness, the subconscious","Isn't that kind of unconsciously thinking ""my son will do well""?",Sino-Korean 無意識
이끌다,Verb,사실 선배들도 저를 이끌어 주는 거 같지도 않고.,"to lead, guide",Honestly the seniors didn't really seem to guide me either.,Native Korean
반대,Noun,다른 친구들도 많이 보고 하다 보니깐 오히려 반대가 됐어요.,opposite,"Seeing more friends around me, it actually flipped the other way.",Sino-Korean 反對
경험,Noun,대학교를 가서 그 대학 생활을 경험을 하고.,experience,Going to college and experiencing that college life.,Sino-Korean 經驗
기간,Noun,대학교까지가 교육의 어떤 기간이라고 생각하는 경향이 있어서.,"period, duration",There's a tendency to think college is the period of education.,Sino-Korean 期間
경향,Noun,대학교까지가 교육의 기간이라고 생각하는 경향이 있어서.,"trend, tendency",There's a tendency to think that way.,Sino-Korean 傾向
마찬가지,Noun/adverb,저도 마찬가지로 그냥 놀고 싶어서 학교 안 간다고 하면은 걱정할 거 같고.,"the same, likewise","For me too, if it's just wanting to play, I'd worry.",Native Korean
얻다,Verb,"""대학에서는 하고 싶은 걸 얻을 수 없어요""","to obtain, get","""College can't give me what I want.""",Native Korean
갑자기,Adverb,나중에 갑자기 마음이 바뀌면 아르바이트해서 대학교 가는 걸로.,suddenly,"If they suddenly change their mind later, they can work part-time to pay for college.",Native Korean
서약서,Noun,그런 서약서 같은 거 받고.,a written pledge,I'd take a pledge like that.,Sino-Korean 誓約書
독립,Noun,독립해라?,independence,Become independent?,Sino-Korean 獨立
용돈,Noun,그냥 그 돈은 제가 용돈으로 쓰겠습니다.,"allowance, pocket money",I'd just use that money as my allowance.,Sino 用 + Native 돈 (money)
녹음,Noun,이 녹음을 그때 들려줄게요.,recording,I'll play this recording back to them then.,Sino-Korean 錄音
