Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
당연히,Adverb,실제로 당연히 하게 될 일은.,"naturally, of course, obviously",The thing that will obviously happen is...,Sino-Korean 當然(natural/obvious)+히
처음,Noun,그렇게 세 명이 여행을 간 것도 처음이었고.,the first time,It was also the first time the three of us traveled like that.,Native Korean
걱정되다,Verb,어떨지 굉장히 걱정도 됐어요.,"to be worried, feel anxious",I was also really worried about how it would be.,"Native Korean, 걱정(worry)+되다(become)"
따로따로,Adverb,첫날은 따로따로 걸어서 이렇게 가시는 거예요.,"separately, individually",On the first day they walked separately like this.,"Native Korean, reduplication of 따로(separately)"
구경하다,Verb,엄마는 이쪽 구경하시고 아빠는 이쪽 구경하시고.,"to look around, sightsee",Mom looked around this way and dad looked around that way.,Sino-Korean 求景(seeking a view)+하다
나란히,Adverb,그렇게 나란히 걷지 못하셨을 거예요.,"side by side, in a row",They wouldn't have been able to walk side by side like that.,Native Korean
문제,Noun,문제는 저희 아빠가 가 보고 싶어 하시는 곳은 뉴질랜드예요.,"problem, issue",The problem is that the place my dad wants to go is New Zealand.,Sino-Korean 問題(problem)
고민하다,Verb,별로 반응이 없어서 지금 고민하고 있어요.,"to agonize over, be troubled about",There hasn't been much reaction so I'm agonizing over it now.,Sino-Korean 苦悶(agonize)+하다
효자,Noun,"효자네요, 효자.",filial son (a son devoted to his parents),"What a filial son, a filial son.",Sino-Korean 孝子(filial son)
우연히,Adverb,2년에 한 번씩 우연히 가게 됐거든요.,"by chance, coincidentally","We ended up going once every two years, by chance.",Sino-Korean 偶然(coincidence)+히
부담스럽다,Adjective,2년은 좀 부담스럽네요.,"to be burdensome, feel like a lot of pressure (ㅂ-irregular)",Two years feels like a bit much pressure.,Sino-Korean 負擔(burden)+스럽다
농담,Noun,그냥 농담으로 한 이야기고요.,joke,It was just something said as a joke.,Sino-Korean 弄談(joke)
-기 전에,Grammar idiom,새해가 되기 전에 목표를 적었어요.,before ~ing,I wrote down my goals before the new year started.,"Native Korean, 전(前, before)+에"
-기엔 좀 그렇다,Grammar idiom,포기라고 하기엔 좀 그렇고요.,it's a bit much to call it ~ / hard to say it's exactly ~,It's a bit much to call it giving up.,"Native Korean, 기에는(contracted 기엔)+그렇다(hedge)"
-다 보니(까),Grammar idiom,이런 식으로 생각을 하다 보니 스트레스를 많이 받았어요.,as a result of continuously doing ~ (gradual accumulating result),"Thinking this way over and over, I ended up really stressed.",Native Korean
-았/었었다,Grammar idiom,부산에서 살았었는데 요즘 서울에서 살고 있어요.,used to ~ (but not anymore),I used to live in Busan but these days I live in Seoul.,Native Korean
-고 나니까,Grammar idiom,마음을 내려놓고 나니까 마음이 편안해졌어요.,"upon completing ~, realized/felt that... (completion leading to realization)","Once I let it go, I felt at ease.","Native Korean, 나다(finish)+니까"
-이서,Grammar idiom,"저 혼자서, 세 명이서 여행을 갔었는데.",counter/number + together (people doing something as a group),I went alone / the three of us went on a trip.,Native Korean
-(으)ㄹ 정도로,Grammar idiom,건강을 많이 해칠 정도로 마시는 수준은 아니에요.,to the extent that ~,I don't drink to the extent that it damages my health.,Native Korean
-는 수준은 아니다,Grammar idiom,그렇게 마시는 수준은 아니라고 생각해요.,not at the level of ~,I don't think I'm at that level (of drinking).,Sino-Korean 水準(level)+아니다
-(으)ㄹ까 봐,Grammar idiom,힘들거나 스트레스받거나 싸우거나 그럴까 봐 걱정했어요.,worried that ~ might happen,"I was worried we might get tired, stressed, or fight.",Native Korean
-(으)ㄹ 테니까,Grammar idiom,엄마랑 딸이랑 계속 팔짱을 끼고 다닐 테니까.,since surely ~ will happen (confident prediction as reason),Since mom and daughter will surely keep walking arm in arm.,Native Korean
-지(는) 않다 (진),Grammar idiom,제가 자리를 뺏진 않았죠.,emphatic negation (contraction of 지는 않다 → 진 않다),"I didn't exactly steal his spot, right?",Native Korean
-아/어 봤자,Grammar idiom,제가 이렇게 목표를 정해 봤자 시간이 없구나.,"even if you do ~, it's useless / no point in ~ing","Even if I set goals like this, I have no time anyway.",Native Korean
-구나,Grammar idiom,나는 시간이 없구나.,exclamatory self-realization ending,I realize I have no time!,Native Korean
-게 되다,Grammar idiom,2년에 한 번씩 우연히 가게 됐어요.,to come to happen naturally / end up ~ing,"We ended up going once every two years, quite naturally.",Native Korean
-았/었으면 ~았/었을 거예요,Grammar idiom,딸이 있었으면 그렇게 나란히 걷지 못하셨을 거예요.,"past counterfactual conditional (if X had happened, Y would have happened)","If I'd had a daughter, they wouldn't have been able to walk side by side like that.",Native Korean
-지 못하다,Grammar idiom,그렇게 나란히 걷지 못하셨을 거예요.,to be unable to ~,They wouldn't have been able to walk side by side like that.,Native Korean
-(으)ㄹ까 싶다,Grammar idiom,아마 여름 전에 가지 않을까 싶어요.,"tentative opinion (""I think maybe ~"")",I think we'll probably go before summer.,Native Korean
-긴 하다 (기는 하다),Grammar idiom,물론 가시면 어디든 좋을 것 같긴 한데.,"it's true that ~, but... (concessive)","Sure, it'd probably be good wherever you go, but...",Native Korean
-(으)면 되다,Grammar idiom,작은 것들을 그냥 오늘 하면 되는 거니까.,it's fine/sufficient if you just do ~,Since you can just do the small things today.,Native Korean
N 같은 경우에는,Grammar idiom,여행 같은 경우에는 계획도 오래 세워야 돼요.,in the case of N / when it comes to N,"In the case of travel, you also have to plan far ahead.",Sino-Korean 境遇(case)
-고 해서,Grammar idiom,계획도 오래 세워야 되고 해서 가장 먼저 떠오르는 거 같아요.,and so (one reason among others),"Because you also have to plan ahead and things like that, it's the first thing that comes to mind.",Native Korean
팔짱을 끼다,Verb phrase,엄마랑 딸이랑 계속 팔짱을 끼고 다닐 테니까.,to link arms,Since mom and daughter will keep walking arm in arm.,Native Korean
보조를 맞추다,Verb phrase,나중에 일주일 지나니까 두 분이서 보조를 맞춰서 같이 걸어가셨어요.,to match one's pace/step with someone,"After about a week, the two of them started walking in step together.",Native Korean
그림이 그려지다,Expression,저는 그림이 그려지네요.,"I can picture it, I can imagine it (literally ""the picture gets drawn"")",I can just picture it.,"Native Korean, 그림(picture)+그리다(draw) passive"
예를 들어서,Expression,예를 들어서 딸이랑 둘이서만 여행 가기.,for example,"For example, going on a trip with just my daughter.",Sino-Korean 例(example)+native 들다(to raise/cite)
