Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
가리다,Verb,제 딸이 워낙 그런 거 안 가리는 거 같아요.,"to be picky about, discriminate between",My daughter doesn't seem to be picky about that.,Native Korean
박,Counter,"1박 2일, 2박 3일도 가고.",counter for nights (stayed),"She goes on one-night-two-day, two-night-three-day trips too.",Sino-Korean 泊(overnight stay)
엄청,Adverb,잠을 엄청 잘 자는데 저만 설쳐요.,"extremely, hugely","She sleeps super well, but I'm the only one who tosses and turns.","Native Korean, colloquial"
설치다,Verb,잠을 엄청 잘 자는데 저만 설쳐요.,"to sleep restlessly, toss and turn",She sleeps really well but I'm the only one who tosses and turns.,Native Korean
세차장,Noun,세차장에 가서 세차를 하고 주유를 하고.,car wash (place),"Go to the car wash, wash the car, and get gas.",Sino-Korean 洗車(car wash)+場(place)
주유,Noun,세차를 하고 주유를 하고.,"refueling, filling up with gas","Wash the car, fill up with gas.",Sino-Korean 注(pour)+油(oil)
바닥,Noun,나갔을 때 바닥에서 자야 된다거나 그러면은.,"floor, ground",When I have to sleep on the floor when I'm out.,Native Korean
대비하다,Verb,그럴 때를 대비해서 혹시 모르니까 맞추죠.,"to prepare for, provide against","I set it to be prepared for times like that, just in case.",Sino-Korean 對(against)+備(prepare)
혹시,Adverb,혹시 모르니까 맞추죠.,"just in case, perhaps","You never know, so I set it.",Sino-Korean 或是(perhaps)
굉장히,Adverb,알람도 굉장히 습관이잖아요.,"extremely, very",Alarms are also very much a matter of habit.,Sino-Korean 宏壯(grand/great)+히
습관,Noun,알람도 굉장히 습관이잖아요.,habit,Alarms are also very much a habit.,Sino-Korean 習慣(habit)
어쨌건,Adverb,오늘은 어쨌건 잠에 대해서 이야기를 해야 되니까.,"anyway, in any case","Anyway, since we have to talk about sleep today.","Native Korean, contraction of 어쨌든/어쨌거나"
활용하다,Verb,시간을 활용하는 면에서는 좋은 거 같은 게.,"to utilize, make use of",It seems good in terms of using my time.,Sino-Korean 活用(utilization)
면,Noun,시간을 활용하는 면에서는 좋은 거 같은 게.,"side, aspect, facet",In terms of the aspect of using time.,Sino-Korean 面(side/aspect)
뭔가,Adverb/Pronoun,뭔가... 저만의 시간을 너무 갖고 싶은 거예요.,"something; like, somehow (filler)","Somehow, I really want to have time just for myself.","Native Korean, contraction of 무언가"
떠오르다,Verb,좋은 아이디어도 떠오르지도 않고.,"to come to mind, occur to one",No good ideas come to mind.,Native Korean
분명히,Adverb,분명히 실수도 있을 것이고.,"clearly, definitely, for sure",And there'll definitely be mistakes.,Sino-Korean 分明(clear/obvious)
스스로,Adverb,저는 그렇게 스스로 잠 안 자고 했지만.,"by oneself, on one's own accord","I did that to myself, not sleeping, on my own.",Native Korean
식욕,Noun,저는 피곤하면 좀 식욕이 떨어지는 편이어 가지고.,appetite,"When I'm tired, my appetite tends to drop.",Sino-Korean 食(eat)+慾(desire)
떨어지다,Verb,식욕이 떨어지는 편이어 가지고.,"to drop, decrease, fall",My appetite tends to drop.,Native Korean
꿀잠,Noun,그런 분들이 꿀잠 자기를 바랄게요.,sweet/great sleep (slang),I hope those people get a good night's sleep.,"Native Korean slang, 꿀(honey)+잠(sleep)"
광고 문구,Noun phrase,이렇게 광고 문구에 쓰여 있더라고요.,"advertising copy, ad slogan",It's written like that in ad copy.,Sino-Korean 廣告(advertisement)+文句(phrase)
클릭하다,Verb,아래의 링크 클릭하셔서.,to click,Click the link below.,Loanword 클릭(click)+하다
아래,Noun/Adverb,아래의 링크 클릭하셔서.,"below, underneath",Click the link below.,Native Korean
