Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
입구,Noun,원숭이 숲에 들어가는 입구 앞에,entrance,The entrance to the monkey forest.,Sino-Korean 入口: 入 enter + 口 mouth/opening
쪼끔,Adverb,아주 쪼끔 원숭이를 볼 수 있는,a little (colloquial 조금),Where you could catch just a tiny glimpse of monkeys.,Native Korean (colloquial form of 조금)
살짝,Adverb,살짝 이렇게 공간이 있었어요,slightly,There was this small space.,Native Korean
공간,Noun,살짝 이렇게 공간이 있었어요,"space, room",There was this small space.,Sino-Korean 空間: 空 empty + 間 between
유모차,Noun,유모차 바로 발아래까지 원숭이가 와 가지고,stroller,A monkey came right up to the foot of the stroller.,Sino-Korean 乳母車: 乳母 wet nurse + 車 vehicle
발아래,Noun,유모차 바로 발아래까지 원숭이가 와 가지고,right at one's feet,Right up to the foot of the stroller.,발 (foot) + 아래 (below)
뻗다,Verb,이렇게 손을 뻗고 있는 거예요,"to stretch out, extend",It was reaching its hand out like this.,Native Korean
당연히,Adverb,당연히 그 원숭이는 초콜릿을 던져 줄 거라고 생각을 했나 봐요,"naturally, of course",The monkey must have naturally assumed we'd throw it chocolate.,Sino-Korean 當然히: 當然 naturally + 히 (adverb suffix)
던지다,Verb,당연히 그 원숭이는 초콜릿을 던져 줄 거라고 생각을 했나 봐요,to throw,It thought we'd throw it chocolate.,Native Korean
주민,Noun,거기 계신 주민분들이 원숭이를 좀 쫓아 주셨어요,resident,The local residents there chased the monkey away.,Sino-Korean 住民: 住 reside + 民 people
쫓다,Verb,거기 계신 주민분들이 원숭이를 좀 쫓아 주셨어요,"to chase away, drive off",They chased the monkey away.,Native Korean
다행히,Adverb,다행히 거기 계신 주민분들이 원숭이를 좀 쫓아 주셨어요,fortunately,"Fortunately, the local residents chased the monkey away.",Sino-Korean 多幸히: 多幸 fortunate + 히 (adverb suffix)
보살피다,Verb,보살폈더니 이제 집에 올 시간,"to take care of, look after","After taking care of her, now it's time to go home.",Native Korean
채널,Noun,이 채널을 구독해 주세요.,channel,Please subscribe to this channel.,Loanword from English 'channel'
시리즈,Noun,이건 새로운 시리즈예요.,series,This is a new series.,Loanword from English 'series'
올라가다,Verb,조회수가 계속 올라가요.,"to go up, rise",The view count keeps going up.,Native Korean
효과적,Adjective/Noun,이 방법이 더 효과적이에요.,effective,This method is more effective.,Sino-Korean 效果的: 效果 effect + 的 -ic/-al
가입하다,Verb,멤버십에 가입했어요.,"to join, subscribe",I joined the membership.,Sino-Korean 加入: 加 add + 入 enter
나누다,Verb,내용을 두 부분으로 나눴어요.,"to divide, share",I split the content into two parts.,Native Korean
내용,Noun,오늘 영상 내용이 재미있어요.,content,Today's video content is interesting.,Sino-Korean 內容: 內 inside + 容 contain
주요,Noun/Adjective,이게 주요 어휘예요.,"main, important",These are the main vocabulary words.,Sino-Korean 主要: 主 main + 要 essential
어휘,Noun,오늘 배운 어휘를 복습하세요.,vocabulary,Review today's vocabulary.,Sino-Korean 語彙: 語 word + 彙 collection
표현,Noun,이 표현을 자주 써요.,expression,This expression is used often.,Sino-Korean 表現: 表 表す表out + 現 appear
다운받다,Verb,자료를 다운받았어요.,to download,I downloaded the material.,Loanword 'download' + 받다 (to receive)
조용히,Adverb,조용히 하세요.,quietly,Please be quiet.,Native Korean
자랑,Noun,그건 제 자랑이에요.,"pride, boast",That's my pride and joy.,Native Korean
문자,Noun,문자 보냈어요.,text message,I sent a text message.,Sino-Korean 文字: 文 writing + 字 character
통화,Noun,지금 통화 중이에요.,phone call,I'm on a call right now.,Sino-Korean 通話: 通 pass through + 話 speech
인생,Noun,이건 제 인생 최고의 여행이었어요.,one's life,This was the best trip of my life.,Sino-Korean 人生: 人 person + 生 life
최소,Noun,최소 이틀은 필요해요.,minimum,You need at least two days.,Sino-Korean 最小: 最 most + 小 small
분위기,Noun,분위기가 정말 좋았어요.,"mood, atmosphere",The atmosphere was really nice.,Sino-Korean 雰圍氣: 雰 mist + 圍 surround + 氣 energy
달라지다,Verb,숙소가 5년 전이랑 완전히 달라졌어요.,to become different,The accommodations are completely different from 5 years ago.,다르다 (different) + 지다 (become)
재미,Noun,여행의 재미는 그거죠.,fun,That's the fun of traveling.,Native Korean
챙겨가다,Verb,우산을 챙겨가세요.,to pack and take along,Take an umbrella with you.,챙기다 (to pack/prepare) + 가다 (to go)
활동,Noun,야외 활동을 좋아해요.,activity,I like outdoor activities.,Sino-Korean 活動: 活 live + 動 move
중심,Noun,시내 중심에 있어요.,center,It's in the center of downtown.,Sino-Korean 中心: 中 middle + 心 heart
짜다,Verb,여행 계획을 짰어요.,to plan (a schedule),I planned the trip.,Native Korean
즐겁다,Adjective,정말 즐거운 여행이었어요.,"to be pleasant, enjoyable",It was a really enjoyable trip.,Native Korean
어리다,Adjective,아이가 아직 어려요.,to be young,The child is still young.,Native Korean
장거리,Noun,장거리 여행은 힘들어요.,long distance,Long-distance travel is tiring.,Sino-Korean 長距離: 長 long + 距離 distance
다니다,Verb,여기 자주 다녔어요.,"to go around, frequent",I used to come here often.,Native Korean
부모,Noun,부모님과 함께 갔어요.,parents,I went with my parents.,Sino-Korean 父母: 父 father + 母 mother
추억,Noun,좋은 추억이 됐어요.,memory,It became a good memory.,Sino-Korean 追憶: 追 pursue + 憶 recall
분명히,Adverb,분명히 여기였는데.,"clearly, obviously",It was clearly here.,Sino-Korean 分明히: 分明 clear + 히 (adverb suffix)
굳이,Adverb,굳이 그럴 필요 없어요.,"insistently, needlessly (going out of one's way to do something)",There's no need to go out of your way to do that.,Native Korean
개념,Noun,그건 다른 개념이에요.,concept,That's a different concept.,Sino-Korean 槪念: 槪 general + 念 idea
지구,Noun,지구를 보여주는 지도예요.,"globe, earth",It's a map showing the globe.,Sino-Korean 地球: 地 earth + 球 sphere
보여주다,Verb,지도를 보여주면서 설명했어요.,to show,I explained while showing the map.,보다 (see) + 이 (causative) + 주다 (for someone)
이렇게나,Adverb,이렇게나 많이 변했어요.,to this extent,It changed this much.,이렇게 (like this) + 나 (emphasis)
알려주다,Verb,길을 알려줬어요.,"to let someone know, inform",I told them the way.,알다 (know) + 리 (causative) + 주다 (for someone)
꼽다,Verb,최고의 여행지로 꼽아요.,"to count, pick out (as notable)",I'd pick it as the best travel spot.,Native Korean
군데,Noun,몇 군데 가 봤어요.,"place, spot (counter)",I've been to a few places.,Native Korean
주년,Noun,결혼 5주년이에요.,anniversary,It's our 5th wedding anniversary.,Sino-Korean 週年: 週 week/cycle + 年 year
상황,Noun,지금 상황이 복잡해요.,"condition, situation",The situation is complicated right now.,Sino-Korean 狀況: 狀 shape + 況 condition
전혀,Adverb,전혀 몰랐어요.,"(not) at all, absolutely",I had no idea at all.,Sino-Korean 全: whole + 혀 (native intensifier)
어렴풋이,Adverb,어렴풋이 기억나요.,vaguely,I vaguely remember.,Native Korean
기분,Noun,기분이 좋아졌어요.,"feeling, mood",I felt better.,Sino-Korean 氣分: 氣 energy + 分 portion
변하다,Verb,색깔이 변했어요.,to change,The color changed.,Sino-Korean 變하다: 變 change
그래도,Adverb,그래도 가고 싶어요.,"nevertheless, still","Even so, I want to go.",그러하다 (to be so) + 도 (even)
가이드,Noun,가이드가 설명해 줬어요.,guide,The guide explained it.,Loanword from English 'guide'
책을 내다,Verb phrase,책을 냈어요.,to publish a book,I published a book.,책 (book) + 내다 (to put out)
정보,Noun,여행 정보를 찾아봤어요.,information,I looked up travel information.,Sino-Korean 情報: 情 情勢 situation + 報 report
의미,Noun,이 단어의 의미가 뭐예요?,meaning,What does this word mean?,Sino-Korean 意味: 意 intent + 味 taste/flavor
해변,Noun,해변을 따라 걸었어요.,beach,We walked along the beach.,Sino-Korean 海邊: 海 sea + 邊 edge
비슷하다,Adjective,분위기가 비슷해요.,to be similar,The atmosphere is similar.,Native Korean
묵다,Verb,호텔에서 묵었어요.,"to stay, lodge",We stayed at a hotel.,Native Korean
시내,Noun,시내에 나갔어요.,downtown,I went downtown.,Sino-Korean 市內: 市 city + 內 inside
튜브,Noun,튜브에 바람을 넣었어요.,"(pool) float, tube",I inflated the pool float.,Loanword from English 'tube'
불다,Verb,바람이 많이 불어요.,to blow,The wind is blowing hard.,Native Korean
기절하다,Verb,너무 놀라서 기절할 뻔했어요.,to faint,I nearly fainted from shock.,Sino-Korean 氣絶하다: 氣 energy + 絶 cut off
야외,Noun,야외에서 놀았어요.,outdoors,We played outside.,Sino-Korean 野外: 野 field + 外 outside
기계,Noun,이 기계가 고장났어요.,machine,This machine broke.,Sino-Korean 機械: 機 mechanism + 械 tool
예전,Noun,예전에는 여기 안 그랬어요.,"the past, formerly",It wasn't like this here before.,Native Korean
둘째,Noun,둘째가 아팠어요.,second (child),My second child got sick.,Native Korean
고생,Noun,고생 많으셨어요.,"suffering, hardship",You went through a lot.,Sino-Korean 苦生: 苦 bitter + 生 life
열이 나다,Verb phrase,열이 나서 병원에 갔어요.,to run a fever,I had a fever so I went to the hospital.,열 (fever) + 나다 (to arise)
귀,Noun,귀에 꽂았어요.,ear,I put it in my ear.,Native Korean
빨간색,Noun,빨간색으로 바뀌었어요.,red (color),It turned red.,빨갛다 (to be red) + 색 (color)
원래,Adverb,원래 약이 있었어요.,originally,We already had medicine on hand.,Sino-Korean 元來: 元 origin + 來 come
교차 복용,Noun phrase,해열제를 교차 복용했어요.,cross-dosing (alternating medicines),We alternated fever medicines.,Sino-Korean 交叉 交叉 cross + 服用 take medicine
고생하다,Verb,정말 고생하셨네요.,to have a hard time,You really had it rough.,Sino-Korean 苦生하다
나머지,Noun,나머지는 다 재밌었어요.,"the rest, remainder",The rest was all fun.,Native Korean
워낙,Adverb,워낙 다양한 음식을 좋아해서요.,"by nature, originally",Because I'm just naturally into all kinds of food.,Native Korean
넘어오다,Verb,원숭이들이 넘어와요.,to come over,The monkeys come over.,넘다 (to cross) + 오다 (to come)
사이,Noun,못 본 사이에 사라졌어요.,"interval, gap, meantime",It disappeared while we weren't looking.,Native Korean
순간,Noun,그 순간 너무 놀랐어요.,moment,I was so surprised in that moment.,Sino-Korean 瞬間: 瞬 blink + 間 between
사고,Noun,사고가 날 뻔했어요.,accident,There was almost an accident.,Sino-Korean 事故: 事 event + 故 cause
교육하다,Verb,아이를 교육하는 게 쉽지 않아요.,to educate,Educating a child isn't easy.,Sino-Korean 敎育: 敎 teach + 育 raise
안전하다,Adjective,여기가 더 안전해요.,to be safe,This place is safer.,Sino-Korean 安全: 安 peace + 全 whole
방문,Noun,다음에 또 방문할게요.,visit,I'll visit again next time.,Sino-Korean 訪問: 訪 visit + 問 ask
결론,Noun,결론은 다음번엔 안 데려가는 거예요.,conclusion,The conclusion is: don't bring her next time.,Sino-Korean 結論: 結 conclude + 論 discuss
돌아오다,Verb,집으로 돌아왔어요.,"to return, come back",I came back home.,돌다 (turn) + 아 + 오다 (come)
감회가 새롭다,Phrase,그게 너무 감회가 새롭더라고요.,to feel a fresh wave of deep emotion (moved/nostalgic),"That felt so moving/nostalgic, I found.",감회 (deep emotion) + 가 새롭다 (feels new)
N이라는,Grammar pattern,이거는 아메리카노라는 커피예요.,a N called ___ / the N that is called ___,This is a coffee called Americano.,N + 이라고 하다 (quote 'called') + 는 (modifier)
N 말고,Grammar pattern,커피 말고 차를 마실래요.,"instead of N, not N",I'll have tea instead of coffee.,말다 (don't) + 고 (connective)
-는 거죠?,Grammar pattern,지금 가자는 거죠?,"you're saying/doing X, right? (confirming)","You're saying we should go now, right?",-는 것 (nominalizer) + 이죠 (confirming tag)
-는다고 하다,Grammar pattern,친구가 배고프다고 해요.,to say/report that ___ (indirect statement),My friend says she's hungry.,plain statement + -는다고/ㄴ다고 + 하다
-(으)라고 하다,Grammar pattern,조용히 하라고 했어요.,to tell someone to do ___ (indirect command),I told them to be quiet.,command form + -(으)라고 + 하다
-(으)냐고 하다,Grammar pattern,어디 가냐고 했어요.,to ask whether/what ___ (indirect question),They asked where I was going.,question form + -(으)냐고 + 하다
-자고 하다,Grammar pattern,같이 가자고 했어요.,to suggest doing ___ (indirect suggestion),They suggested we go together.,-자 (let's) + 고 + 하다
-(으)ㄹ걸요,Grammar pattern,지금쯤 도착했을걸요.,probably ___ (soft guess),They've probably arrived by now.,-(으)ㄹ 것 (future/probability) + 이에요 contraction
한번,Phrase,언제 한번 커피 마셔요.,"sometime, once (casual invitation/suggestion)",Let's grab coffee sometime.,한 (one) + 번 (occurrence)
-기는 하다,Grammar pattern,비싸긴 한데 맛있어요.,"it is X, but... (concession)","It's expensive, but it's tasty.",verb/adj stem + 기는 + 하다
N뿐만 아니라,Grammar pattern,저는 한국어뿐만 아니라 일본어도 공부해요.,not only N but also...,I study not only Korean but also Japanese.,뿐 (only) + 만 (even) + 아니라 (not being)
-아/어 가지고,Grammar pattern,배고파 가지고 밥부터 먹었어요.,because/and so (colloquial),"I was hungry, so I ate first.",-아/어 (connective) + 가지다 (take/have) + 고
-는지,Grammar pattern,어디 사는지 몰라요.,turns a question into a noun clause (whether/what/where...),I don't know where they live.,-는 (modifier) + 지 (indirect question marker)
아무 N(이)나,Grammar pattern,아무 때나 전화하세요.,any N at all,Call anytime at all.,아무 (any) + N + (이)나
-(으)라면,Grammar pattern,하나만 고르라면 이거요.,if [I] were told to do X / if X were the case,"If I had to pick just one, it'd be this.",-(으)라고 하다 (command quote) + 면 (if)
-보다는,Grammar pattern,저는 커피보다는 차를 더 좋아해요.,rather than X,I like tea more than coffee.,보다 (than) + 는 (contrastive topic)
-는데도,Grammar pattern,열심히 공부했는데도 시험에 떨어졌어요.,even though (an existing/known fact),"Even though I studied hard, I failed the exam.",-는데 (background) + 도 (even)
-아/어서도,Grammar pattern,늦게 자서도 일찍 일어났어요.,even having done X,"Even though I went to bed late, I woke up early.",-아/어서 (because/sequential) + 도 (even)
-더라고요,Grammar pattern,생각보다 어렵더라고요.,I noticed/realized that... (first-hand observation),It turned out to be harder than I thought.,verb/adj stem + -더라고요
-(으)ㄹ지 모르다,Grammar pattern,내일 날씨가 어떨지 몰라요.,don't know whether/what/how...,I don't know what tomorrow's weather will be like.,verb/adj stem + -(으)ㄹ지 + 모르다
-짜리,Grammar pattern,다섯 살짜리 아이,worth/amounting to/aged ___,a 5-year-old kid,number + 짜리
-구나,Grammar pattern,"아, 벌써 겨울이구나!","oh, I see that...! (exclamatory realization)","Oh, it's already winter!",verb/adj stem + -는구나/구나
몇 년 만에,Phrase,몇 년 만에 여기 와요.,for the first time in years,I'm coming here for the first time in years.,몇 년 (a few years) + 만에 (for the first time since)
-잖아요,Grammar pattern,오늘 제 생일이잖아요.,"you know, right? (reminding of a known fact)","It's my birthday today, you know.",verb/adj stem + -잖아요
-다 싶다,Grammar pattern,좀 이상하다 싶었어요.,to feel/think that...,I thought it was a bit strange.,plain clause + 다 + 싶다
-더니,Grammar pattern,아침엔 맑더니 오후에 비가 왔어요.,"was doing/being X, and then Y (observed change)","It was clear in the morning, and then it rained in the afternoon.",verb/adj stem + -더니
-(으)ㄴ/는 사이에,Grammar pattern,제가 잠깐 자는 사이에 아이가 없어졌어요.,during the interval that... (often something sneaks in),"While I was napping for a moment, the kid disappeared.",modifier + 사이 (interval) + 에
-나 보다,Grammar pattern,밖에 비가 오나 봐요.,it seems that... (inference from observation),It seems like it's raining outside.,verb stem + -나 보다 (adj: -(으)ㄴ가 보다)
-았/었던,Grammar pattern,예전에 좋아했던 노래예요.,that had been/used to be X (retrospective past modifier),It's a song I used to like.,verb stem + -았/었던 + noun
-(으)ㄹ 텐데(요),Grammar pattern,비가 올 텐데 우산 가져가세요.,I'd expect/imagine that...,"It'll probably rain, so take an umbrella.",verb/adj stem + -(으)ㄹ 텐데(요)
