Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
-잖아요,Grammar,오늘 제 생일이잖아요.,you know... / as you know (reminder of shared knowledge),You know today's my birthday, right?,Reminds the listener of something both people already know or should realize; softer/more assertive than a plain statement. Historically from -지 않아요 but functions as its own ending now.
-잖아요,Grammar,저 사람 유명한 배우잖아요.,you know... / as you know (reminder of shared knowledge),That person is a famous actor, you know.,Reminds the listener of something both people already know or should realize; softer/more assertive than a plain statement. Historically from -지 않아요 but functions as its own ending now.
-잖아요,Grammar,지금 방학이잖아요.,you know... / as you know (reminder of shared knowledge),"It's vacation right now, you know.",Reminds the listener of something both people already know or should realize; softer/more assertive than a plain statement. Historically from -지 않아요 but functions as its own ending now.
-잖아요,Grammar,여기 원래 시끄럽잖아요.,you know... / as you know (reminder of shared knowledge),"This place is always noisy, you know.",Reminds the listener of something both people already know or should realize; softer/more assertive than a plain statement. Historically from -지 않아요 but functions as its own ending now.
-잖아요,Grammar,저 매운 거 잘 못 먹잖아요.,you know... / as you know (reminder of shared knowledge),You know I can't handle spicy food well.,Reminds the listener of something both people already know or should realize; softer/more assertive than a plain statement. Historically from -지 않아요 but functions as its own ending now.
-거든요,Grammar,저는 커피를 못 마셔요. 카페인에 민감하거든요.,because... you see (explanatory reason),"I can't drink coffee. I'm sensitive to caffeine, you see.",Sentence-final ending that gives a reason as new background information (often answering an implied "why?"). Cannot be followed by another clause in the same sentence.
-거든요,Grammar,오늘 일찍 자야 돼요. 내일 시험이 있거든요.,because... you see (explanatory reason),"I need to sleep early today. I have an exam tomorrow, you see.",Sentence-final ending that gives a reason as new background information (often answering an implied "why?"). Cannot be followed by another clause in the same sentence.
-거든요,Grammar,그 식당에 자주 가요. 집에서 가깝거든요.,because... you see (explanatory reason),"I go to that restaurant often. It's close to home, you see.",Sentence-final ending that gives a reason as new background information (often answering an implied "why?"). Cannot be followed by another clause in the same sentence.
-거든요,Grammar,우산을 챙겼어요. 비가 온다고 했거든요.,because... you see (explanatory reason),"I brought an umbrella. They said it would rain, you see.",Sentence-final ending that gives a reason as new background information (often answering an implied "why?"). Cannot be followed by another clause in the same sentence.
-거든요,Grammar,요즘 바빠요. 새 프로젝트를 시작했거든요.,because... you see (explanatory reason),"I'm busy these days. I started a new project, you see.",Sentence-final ending that gives a reason as new background information (often answering an implied "why?"). Cannot be followed by another clause in the same sentence.
-더라고요,Grammar,어제 그 카페에 가 봤는데 사람이 많더라고요.,I noticed / I realized (retrospective first-hand observation),"I went to that cafe yesterday, and there were a lot of people, I noticed.",Retrospective marker (더 + -라고요) reporting something the speaker personally saw/experienced in the past, often with a note of surprise or fresh realization.
-더라고요,Grammar,그 영화 봤는데 생각보다 재미있더라고요.,I noticed / I realized (retrospective first-hand observation),"I watched that movie, and it was more fun than I expected, I noticed.",Retrospective marker (더 + -라고요) reporting something the speaker personally saw/experienced in the past, often with a note of surprise or fresh realization.
-더라고요,Grammar,오랜만에 만났는데 하나도 안 변했더라고요.,I noticed / I realized (retrospective first-hand observation),"I met them after a long time, and they hadn't changed at all, I noticed.",Retrospective marker (더 + -라고요) reporting something the speaker personally saw/experienced in the past, often with a note of surprise or fresh realization.
-더라고요,Grammar,새 식당에 가 봤는데 가격이 비싸더라고요.,I noticed / I realized (retrospective first-hand observation),"I tried the new restaurant, and the prices were expensive, I noticed.",Retrospective marker (더 + -라고요) reporting something the speaker personally saw/experienced in the past, often with a note of surprise or fresh realization.
-더라고요,Grammar,어제 일찍 잤는데도 피곤하더라고요.,I noticed / I realized (retrospective first-hand observation),"I slept early yesterday, but I was still tired, I noticed.",Retrospective marker (더 + -라고요) reporting something the speaker personally saw/experienced in the past, often with a note of surprise or fresh realization.
