Korean,Part of Speech,Example Sentence,English,Sentence Translation,Etymology
상쾌하다,Adjective,이렇게 뜨거운 음식을 먹을 때 시원하다고 하면 약간 상쾌한 기분을 말해요.,"refreshing, invigorating","When you say 시원하다 while eating hot food, it refers to a slightly refreshing feeling.","爽 (상, refreshing) + 快 (쾌, pleasant); synonym of 시원하다 in this figurative sense"
어른,Noun,저도 어른이지만 더 어른들의 음식 같은 느낌?,adult,"I'm an adult too, but it feels more like food for (older) adults.",Native Korean
언젠간,Adverb,저도 언젠간 이 삼계탕을 제대로 즐기는 날이 올까요?,"someday, at some point","Will there come a day when I properly enjoy samgyetang too, someday?",Native; 언제 (when) + 인가 (contraction 'is it') + ㄴ
연락,Noun,이때 엄마가 저한테 연락을 하셨어요.,"contact, communication","At this time, my mom contacted me.","連 (연, to connect) + 絡 (락, to tie/link)"
기대하다,Verb,그래서 엄청 기대했어요.,"to look forward to, to expect",So I was really looking forward to it.,"期 (기, to expect) + 待 (대, to wait)"
보양식,Noun,이렇게 인삼 들어가고 건강한 음식을 한국어로 '보양식'이라고 해요.,health-boosting food,"Healthy, nourishing food like this is called 'boyangsik' in Korean.","補 (보, to supplement) + 養 (양, to nourish) + 食 (식, food)"
종류,Noun,보양식 종류가 여러 가지 있는데요.,"type, kind",There are various types of boyangsik.,"種 (종, kind/species) + 類 (류, category)"
실망하다,Verb,근데 전 아직 이런 보양식을 안 좋아하니까 좀 실망했어요.,to be disappointed,"But since I still don't like this kind of boyangsik, I was a bit disappointed.","失 (실, to lose) + 望 (망, hope)"
철없다,Adjective,철없는 딸 같나요?,"to be immature, naive",Do I seem like an immature daughter?,Native; 철 (sense of the seasons/maturity) + 없다 (to lack)
컵라면,Noun,여러분 혹시 유명한 한국 컵라면 '육개장' 알아요?,"cup ramen, instant noodles in a cup",Do you know the famous Korean cup ramen '육개장'?,"컵 (cup, loanword) + 라면 (ramyeon, instant noodles)"
출시,Noun,드디어! 드디어 국내 출시라고 써 있어요.,"release, launch (of a product)",Finally! It says 'domestic release.',"出 (출, to come out) + 市 (시, market)"
닭 가슴살,Noun,여기에 닭 가슴살 같은 거 넣어서 먹으면 더 맛있을 것 같아요.,chicken breast,I think it'd be even tastier if you added something like chicken breast.,Native; 닭 (chicken) + 가슴 (chest) + 살 (flesh/meat)
얼른,Adverb,저도 얼른 먹어보고 싶어요.,"quickly, right away",I want to try eating it quickly too.,Native Korean adverb
배달 어플,Noun,한국에서 가장 유명한 배달 어플이 있어요.,delivery app,There's Korea's most famous delivery app.,"配達 (배달, delivery) + 어플 (loanword, 'app')"
축제,Noun,삼복 대축제,festival,Grand Sambok Festival.,"祝 (축, to celebrate) + 祭 (제, ceremony/festival)"
디저트,Noun,"제가 제일 좋아하는 여름 음식, 디저트는 당연히 빙수예요.",dessert,"My favorite summer food, dessert, is of course bingsu.",Loanword from English 'dessert'
필수,Noun,여름에 바다는 필순데(=필수인데)... 너무 아쉬워요.,"essential, a must","Going to the sea in summer is a must, but... I'm so disappointed.","必 (필, must) + 須 (수, necessary)"
아쉽다,Adjective,여름에 바다는 필순데... 너무 아쉬워요.,"to feel regretful, a pity, to feel wistful",Going to the sea in summer is a must... I'm so disappointed (I couldn't go).,Native Korean
이열치열,Idiom,더위를 더위로 이긴다는 뜻이에요.,fighting fire with fire (lit. 'using heat to control heat'),It means overcoming heat with heat.,"以 (이, with/by) + 熱 (열, heat) + 治 (치, to control) + 熱 (열, heat) -- a four-character idiom (사자성어)"
입이 귀에 걸리다,Idiom,합격 소식을 듣고 입이 귀에 걸렸어요.,to grin ear to ear (from joy),"After hearing I passed, I grinned ear to ear.",Native idiom; 입 (mouth) + 귀 (ear) + 걸리다 (to get caught/hang)
구름 위를 걷는 기분이다,Idiom,합격 소식을 듣고 구름 위를 걷는 기분이었어요.,to feel like walking on clouds,"After hearing I passed, I felt like I was walking on clouds.",Native; 구름 (cloud) + 위 (above) + 걷다 (to walk) + 기분 (feeling)
하늘을 나는 듯이 기쁘다,Idiom,합격 소식을 듣고 하늘을 나는 듯이 기뻤어요.,to be as happy as if flying through the sky,"After hearing I passed, I was as happy as if flying through the sky.",Native; 하늘 (sky) + 날다 (to fly) + 기쁘다 (to be glad)
어깨춤이 절로 나다,Idiom,신나는 노래를 들으면 어깨춤이 절로 나요.,for one's shoulders to start dancing on their own (from joy),"When I hear an exciting song, my shoulders start dancing on their own.",Native; 어깨 (shoulder) + 춤 (dance) + 절로 (spontaneously) + 나다 (to arise)
대추 국물에 빠지다,"Idiom (constructed, non-native)",(literal Korean rendering of the Italian idiom 'andare in brodo di giuggiole'),to fall into jujube broth,Literal translation of the Italian expression for being overjoyed.,대추 (jujube) + 국물 (broth) + 빠지다 (to fall/sink into); not an actual Korean idiom -- constructed word-for-word for comparison
속담,Noun,일찍 일어나는 새가 벌레를 잡는다는 한국 속담이 있어요.,proverb,There's a Korean proverb: 'the early bird catches the worm.',"俗 (속, common/folk) + 談 (담, talk)"
관용 표현,Noun,이열치열은 한국의 관용 표현이에요.,idiomatic expression,이열치열 is a Korean idiomatic expression.,"慣 (관, habitual) + 用 (용, to use) + 表現 (표현, expression)"
직역하다,Verb,직역하면 어떻게 돼요?,to translate literally,How would it turn out if translated literally?,"直 (직, direct) + 譯 (역, to translate) + 하다"
